N	2gram	Tiupa_Teor_1	FransuaR
1	и в	18	29
2	то есть	12	21
3	таким образом	3	20
4	и не	13	16
5	в этой	3	13
6	но в	9	12
7	как и	4	12
8	и т.п	4	12
9	и на	1	11
10	в этом	8	11
11	так и	10	11
12	то же	7	10
13	не только	16	10
14	в то	6	10
15	как мы	1	10
16	в романе	3	10
17	все эти	2	9
18	его в	2	9
19	в конце	2	9
20	вовсе не	3	9
21	но и	9	9
22	же время	5	8
23	и его	8	8
24	в его	6	8
25	прежде всего	2	8
26	как бы	5	8
27	в них	2	7
28	в том	16	7
29	так как	1	7
30	еще и	1	7
31	так же	2	7
32	в сущности	1	6
33	системе образов	1	6
34	своего рода	7	6
35	но он	3	6
36	в большинстве	2	6
37	из них	1	6
38	и до	1	5
39	что это	1	5
40	в нем	4	5
41	большинстве случаев	1	5
42	весь мир	1	5
43	в своей	6	5
44	рядом с	1	5
45	и о	4	5
46	это не	2	5
47	все они	1	5
48	у него	1	5
49	далеко не	2	5
50	сказать что	3	5
51	и по	2	5
52	того же	3	5
53	также и	1	4
54	связана с	1	4
55	в которой	2	4
56	еще не	4	4
57	с его	5	4
58	с помощью	1	4
59	в нашем	4	4
60	точки зрения	9	4
61	в результате	1	4
62	жизнь и	1	4
63	в литературе	2	4
64	и одновременно	4	4
65	что он	1	4
66	тем что	1	4
67	с другой	7	4
68	и др	1	4
69	по своему	2	4
70	все это	2	4
71	один из	2	4
72	перед нами	2	4
73	мира и	1	4
74	то что	3	4
75	здесь и	1	3
76	по преимуществу	4	3
77	той же	1	3
78	и здесь	2	3
79	в чем	1	3
80	но как	1	3
81	как к	2	3
82	в своем	4	3
83	и как	2	3
84	более или	2	3
85	то в	2	3
86	в себе	9	3
87	при этом	12	3
88	он не	3	3
89	в узком	3	3
90	и вот	3	3
91	и сам	1	3
92	для того	1	3
93	подобно тому	1	3
94	в году	1	3
95	а затем	1	3
96	особенно в	1	3
97	том что	9	3
98	или менее	2	3
99	образом и	1	3
100	того чтобы	1	3
101	по своей	3	3
102	с ее	3	3
103	здесь не	1	3
104	в ее	5	3
105	роль в	2	3
106	начала и	1	3
107	к нему	1	3
108	того что	4	3
109	они создают	1	3
110	с ними	1	3
111	на языке	2	3
112	в качестве	24	3
113	этой системе	2	3
114	и их	1	3
115	ведь это	1	3
116	в известной	1	3
117	том числе	2	3
118	не случайно	5	3
119	и даже	2	3
120	превращается в	2	3
121	тому как	1	3
122	мы видим	1	3
123	тот же	1	3
124	другой стороны	5	3
125	в частности	16	3
126	одновременно и	1	3
127	с жизнью	1	2
128	и то	2	2
129	перед лицом	2	2
130	то время	1	2
131	в виду	5	2
132	на них	1	2
133	на их	1	2
134	с одной	2	2
135	но не	9	2
136	если в	2	2
137	что они	1	2
138	в одной	1	2
139	как в	5	2
140	хотя и	3	2
141	и к	3	2
142	раз в	1	2
143	на его	1	2
144	время и	1	2
145	эта система	1	2
146	на этом	1	2
147	может быть	17	2
148	и дает	1	2
149	в жизни	2	2
150	ни в	2	2
151	соответствии с	2	2
152	на первый	1	2
153	в этих	3	2
154	с точки	3	2
155	в их	2	2
156	место в	5	2
157	не столько	1	2
158	их в	3	2
159	том же	1	2
160	на котором	1	2
161	дело в	2	2
162	но она	2	2
163	никогда не	4	2
164	связи с	1	2
165	в эпизоде	3	2
166	как будто	2	2
167	числе и	1	2
168	к тому	2	2
169	о том	1	2
170	существенный момент	1	2
171	и это	2	2
172	и весело	1	2
173	в себя	3	2
174	или в	3	2
175	времени и	2	2
176	во второй	7	2
177	быть может	1	2
178	тех кто	1	2
179	а также	6	2
180	в другой	1	2
181	также в	1	2
182	одной из	2	2
183	до нас	1	2
184	себя в	6	2
185	это ни	1	2
186	есть в	2	2
187	уже не	4	2
188	как раз	2	2
189	в особенности	1	2
190	со стороны	2	2
191	именно в	3	2
192	к которому	3	2
193	нового времени	3	2
194	одной стороны	2	2
195	они не	1	2
196	не на	2	2
197	в слове	3	2
198	и первый	1	2
199	когда же	1	2
200	что из	1	2
201	стороны в	1	2
202	они несут	1	2
203	о чем	1	2
204	в той	2	2
205	в словах	1	2
206	вокруг себя	1	2
207	о его	1	2
208	о мире	1	2
209	и для	2	2
210	в основе	3	2
211	жизни в	2	2
212	о своем	2	2
213	между ними	4	2
214	от всех	1	2
215	не может	4	2
216	из этого	1	2
217	только в	6	2
218	и другие	2	2
219	в своих	1	2
220	такие и	1	1
221	ту же	1	1
222	отношения к	2	1
223	же как	1	1
224	границ и	1	1
225	над этим	1	1
226	этого мира	1	1
227	из его	1	1
228	в самом	4	1
229	со всех	1	1
230	при анализе	1	1
231	не была	1	1
232	человека и	1	1
233	в каждый	1	1
234	из дальнейшего	1	1
235	себя свою	1	1
236	принадлежит к	3	1
237	не вполне	2	1
238	это отношение	3	1
239	жизни как	4	1
240	которое в	1	1
241	что ж	1	1
242	своему смыслу	1	1
243	все виды	1	1
244	стихотворение в	1	1
245	момент в	1	1
246	переход к	1	1
247	собой в	1	1
248	жизнью но	1	1
249	а тем	1	1
250	не все	3	1
251	конечном счете	6	1
252	смыслу и	1	1
253	отношение к	5	1
254	а всего	3	1
255	отличие от	6	1
256	за пределы	2	1
257	значение для	1	1
258	общий знаменатель	1	1
259	рассказ о	2	1
260	себя за	1	1
261	первый взгляд	1	1
262	целый ряд	1	1
263	самом начале	2	1
264	в противоположность	2	1
265	сливается с	1	1
266	говорят о	1	1
267	в целом	3	1
268	типа как	1	1
269	за это	1	1
270	он в	1	1
271	право на	1	1
272	только на	1	1
273	с их	2	1
274	ее как	1	1
275	на то	1	1
276	так с	1	1
277	в наших	1	1
278	жизнью и	1	1
279	к одному	1	1
280	его естественной	1	1
281	в силу	1	1
282	эдипа и	1	1
283	на земле	1	1
284	смертью в	1	1
285	когда на	1	1
286	но дело	1	1
287	или иных	3	1
288	что она	2	1
289	не бывает	1	1
290	одно и	1	1
291	здесь мы	1	1
292	значение в	1	1
293	в мире	19	1
294	об этом	2	1
295	полной мере	1	1
296	или даже	4	1
297	входит в	1	1
298	это было	2	1
299	же об	1	1
300	даже в	3	1
301	делает его	2	1
302	в итоге	2	1
303	только о	1	1
304	же образом	1	1
305	и автором	1	1
306	в данном	8	1
307	автора и	1	1
308	и того	3	1
309	одного и	3	1
310	и становится	1	1
311	или точнее	1	1
312	и без	1	1
313	в отношении	3	1
314	все и	1	1
315	единую систему	1	1
316	на свою	1	1
317	в отличие	6	1
318	всякий раз	2	1
319	становится возможной	1	1
320	которые в	1	1
321	друг другу	1	1
322	в аспекте	2	1
323	и вся	1	1
324	несовместимое с	1	1
325	между людьми	1	1
326	случае в	1	1
327	до известной	2	1
328	виду что	1	1
329	граница между	1	1
330	дело не	2	1
331	например не	1	1
332	не по	1	1
333	текста но	1	1
334	говорить о	3	1
335	и внутренней	1	1
336	он мог	1	1
337	фигуры и	1	1
338	казалось бы	2	1
339	на язык	1	1
340	между жизнью	1	1
341	из древнейших	1	1
342	ему и	1	1
343	потому что	3	1
344	и делает	1	1
345	у нас	2	1
346	смыслом в	1	1
347	будущее в	1	1
348	что все	1	1
349	его за	1	1
350	же самое	1	1
351	части романа	1	1
352	в полной	1	1
353	подчеркнуть что	1	1
354	в каждой	1	1
355	обычно в	1	1
356	случайно они	1	1
357	своего развития	1	1
358	всех сторон	1	1
359	значения и	2	1
360	не будет	2	1
361	свою очередь	2	1
362	данном случае	5	1
363	здесь также	1	1
364	существенное значение	1	1
365	и от	1	1
366	всей своей	1	1
367	так в	4	1
368	который выставляет	1	1
369	свободу и	1	1
370	можно было	1	1
371	на нее	1	1
372	ряд эпизодов	1	1
373	те же	1	1
374	и книги	1	1
375	если бы	3	1
376	о котором	1	1
377	собой и	1	1
378	остановимся на	1	1
379	не случайна	1	1
380	ними и	1	1
381	ряде произведений	1	1
382	только и	1	1
383	известной степени	3	1
384	ее не	1	1
385	в самой	2	1
386	все прочие	3	1
387	и что	3	1
388	что каждый	2	1
389	можно сказать	3	1
390	акта в	1	1
391	это была	1	1
392	в конечном	6	1
393	на отдельные	1	1
394	его смысла	1	1
395	а у	1	1
396	своих моментов	1	1
397	эти два	1	1
398	что и	2	1
399	в форме	2	1
400	ко второму	1	1
401	на какие-то	1	1
402	развития но	1	1
403	по собственному	1	1
404	быть и	2	1
405	но с	1	1
406	дело с	1	1
407	к нашему	2	1
408	же типа	1	1
409	между этими	1	1
410	и ее	3	1
411	на мир	1	1
412	по этому	1	1
413	для всех	1	1
414	его лице	1	1
415	на свое	1	1
416	последующих частях	1	1
417	для него	2	1
418	в одном	2	1
419	у нее	1	1
420	с этими	1	1
421	в соответствии	3	1
422	времени то	1	1
423	образом что	1	1
424	в это	1	1
425	с мотивом	1	1
426	значений и	1	1
427	текст в	4	1
428	а с	3	1
429	говорит о	1	1
430	смысла и	1	1
431	а другому	1	1
432	с которым	1	1
433	из участников	1	1
434	на время	1	1
435	и слово	1	1
436	ближе к	1	1
437	на фоне	2	1
438	на новую	1	1
439	смысловой значимости	1	1
440	к его	2	1
441	и потому	2	1
442	независимо от	1	1
443	нимало не	1	1
444	литературе как	1	1
445	с некоторыми	1	1
446	остается в	1	1
447	здесь выступает	1	1
448	в первой	5	1
449	о трагическом	1	1
450	этого слова	3	1
451	слова и	1	1
452	в условиях	1	1
453	поэтому у	1	1
454	мира в	1	1
455	литературе в	1	1
456	тех или	3	1
457	в более	1	1
458	в мировой	1	1
459	оно и	1	1
460	в связи	1	1
461	происходит в	1	1
462	и другими	1	1
463	жизнь в	1	1
464	которая в	1	1
465	тот кто	2	1
466	в третьем	1	1
467	не более	1	1
468	и существенно	1	1
469	от всего	1	1
470	том случае	1	1
471	в системе	1	1
472	в свою	3	1
473	как ряд	1	1
474	речи и	2	1
475	европейской традиции	1	1
476	узком и	1	1
477	на это	1	1
478	в действительности	1	1
479	что в	9	1
480	случае если	1	1
481	тайны и	1	1
482	все что	1	1
