N	2gram	Voloshinov_2	Problemy
1	и не	19	31
2	и в	19	29
3	в его	5	24
4	может быть	28	24
5	в этом	15	22
6	а не	9	22
7	в нем	11	19
8	точки зрения	17	19
9	как бы	19	19
10	для него	9	18
11	у достоевского	1	16
12	не только	13	15
13	то что	4	15
14	то же	16	14
15	не как	3	14
16	и его	16	14
17	рядом с	2	14
18	но и	10	14
19	в пределах	10	13
20	с точки	13	13
21	уже не	1	13
22	точка зрения	1	12
23	таким образом	14	12
24	как и	9	12
25	не может	18	12
26	в самом	6	10
27	в то	8	10
28	только в	8	10
29	в одном	1	10
30	там где	2	10
31	героя и	1	10
32	все эти	3	9
33	с его	8	9
34	все же	5	9
35	это не	4	9
36	если бы	11	9
37	же время	8	9
38	но не	2	9
39	по отношению	8	8
40	последнее слово	1	8
41	что в	2	8
42	по себе	3	8
43	в каждом	1	8
44	в том	7	8
45	что он	4	8
46	потому что	1	8
47	до конца	2	8
48	в своем	2	8
49	в своей	3	8
50	отношению к	8	8
51	а как	4	7
52	и на	5	7
53	за пределы	3	7
54	и как	6	7
55	но в	7	7
56	в себе	4	7
57	самого автора	1	7
58	входит в	1	7
59	с другими	3	7
60	том что	10	7
61	не в	10	7
62	вовсе не	11	7
63	так и	10	7
64	лишь как	2	7
65	в форме	5	7
66	прежде всего	7	7
67	а в	3	7
68	одним из	2	6
69	самом деле	9	6
70	так же	5	6
71	менее всего	3	6
72	в кругозор	1	6
73	в одной	2	6
74	как в	1	6
75	сливается с	1	6
76	в целом	1	6
77	выражение в	5	6
78	что она	1	6
79	его в	7	6
80	несмотря на	1	6
81	точку зрения	2	6
82	его целом	1	6
83	в самой	1	6
84	могут быть	3	6
85	к нему	5	6
86	в единстве	4	6
87	достоевский в	1	6
88	был бы	1	6
89	так как	3	6
90	как раз	4	6
91	и потому	2	6
92	не могут	1	6
93	все это	1	6
94	на самом	7	5
95	это и	1	5
96	должна быть	4	5
97	в зависимости	2	5
98	той же	3	5
99	зависимости от	2	5
100	у него	2	5
101	с их	1	5
102	перед нами	3	5
103	он не	3	5
104	но все	1	5
105	сознание и	1	5
106	было бы	4	5
107	он и	2	5
108	мысли и	3	5
109	мир и	1	5
110	одной плоскости	1	5
111	в сущности	14	5
112	или как	2	5
113	и это	3	5
114	и о	2	5
115	еще не	3	5
116	с ним	1	5
117	ничего не	4	5
118	между тем	6	5
119	именно в	2	5
120	и др	1	5
121	более того	6	5
122	сознания и	3	5
123	во всяком	3	5
124	и самого	2	4
125	и наконец	1	4
126	является лишь	4	4
127	в этой	3	4
128	так сказать	14	4
129	перестает быть	1	4
130	не значит	1	4
131	человека в	1	4
132	должно быть	3	4
133	с идеей	1	4
134	в авторском	1	4
135	что было	1	4
136	как мы	15	4
137	в процессе	18	4
138	в основе	9	4
139	от того	1	4
140	все то	2	4
