N	3gram	Potebnia_M_2	StatiiOP
1	и т д	3	21
2	в том что	7	17
3	о том что	1	11
4	для того чтобы	2	10
5	и т п	3	9
6	до сих пор	4	7
7	на самом деле	2	6
8	с другой стороны	2	6
9	во всяком случае	7	6
10	не может быть	2	5
11	дело в том	1	4
12	то же время	2	4
13	так и в	2	4
14	что и в	1	4
15	на то что	3	4
16	в то же	2	4
17	что же касается	1	3
18	только в том	1	3
19	в применении к	1	3
20	в том как	1	3
21	и в этом	1	3
22	ничего общего с	1	3
23	и в самом	1	3
24	но все же	1	3
25	во многих случаях	1	2
26	т д и	1	2
27	в этом случае	1	2
28	в наших глазах	1	2
29	но если это	1	2
30	по крайней мере	5	2
31	но с другой	1	2
32	том что здесь	1	2
33	с одной стороны	3	2
34	в то время	4	2
35	имеет ничего общего	1	2
36	во втором случае	1	2
37	не в том	2	2
38	не имеет ничего	1	2
39	на вопрос о	1	2
40	если бы и	1	2
41	мере в какой	1	2
42	то что в	2	2
43	вопрос о том	1	2
44	что это не	1	2
45	в том смысле	4	2
46	тем не менее	5	2
47	как и в	1	2
48	то все же	2	1
49	непосредственно вытекает из	1	1
50	но это его	1	1
51	а между тем	4	1
52	в одном из	1	1
53	что в слове	2	1
54	указание на то	1	1
55	далеко не все	1	1
56	как и во	2	1
57	в таком виде	1	1
58	выйти за пределы	1	1
59	есть такой же	1	1
60	в этом смысле	2	1
61	и та и	1	1
62	том что он	1	1
63	потому что не	1	1
64	ни одно из	1	1
65	приводит в пример	1	1
66	в таких случаях	1	1
67	сами по себе	7	1
68	прежде всего его	1	1
69	бы то ни	1	1
70	в наше время	1	1
71	обратить внимание на	1	1
72	виде в каком	1	1
73	первой из этих	1	1
74	том смысле как	2	1
75	столь же несомненно	1	1
76	в том случае	1	1
77	и в других	1	1
78	на мой взгляд	1	1
79	о том как	1	1
80	то время как	3	1
81	в том чтобы	1	1
82	той мере в	1	1
83	из них это	1	1
84	в той мере	1	1
85	то тем самым	1	1
86	во всех этих	1	1
87	но даже и	1	1
88	то что он	1	1
89	и находя в	1	1
90	что оно совершенно	1	1
91	что у нас	1	1
92	не менее и	1	1
93	явления до сих	1	1
94	вряд ли можно	1	1
95	а в том	1	1
96	но столь же	1	1
97	таким образом в	2	1
98	и не имеет	2	1
99	не могут и	1	1
100	во всех случаях	1	1
101	том смысле что	1	1
102	в одно целое	2	1
103	даже и в	1	1
104	она ни была	1	1
105	ни для кого	1	1
106	смысле этого слова	3	1
107	как бы ни	3	1
108	и не может	1	1
109	того как он	1	1
110	но все эти	1	1
111	мысль о том	1	1
112	для кого не	1	1
113	мы говорим о	1	1
114	друг от друга	1	1
115	та и другая	1	1
116	после того как	2	1
117	но это не	1	1
118	что в сознании	1	1
119	не имел бы	1	1
120	и не в	1	1
