N	2gram	Vygotskiy__3	Tvorches
1	и в	38	20
2	в романе	1	15
3	и т	14	13
4	не только	12	13
5	т д	4	11
6	никогда не	4	11
7	как бы	14	11
8	таким образом	12	10
9	в то	3	10
10	в его	5	10
11	и его	6	9
12	и не	10	9
13	при этом	4	8
14	и с	1	8
15	в том	25	8
16	может быть	19	8
17	в этом	13	8
18	но и	5	8
19	то же	10	7
20	это не	1	7
21	наряду с	3	7
22	потому что	14	7
23	не может	7	7
24	что в	20	7
25	в целом	4	6
26	как и	8	6
27	в своей	5	6
28	что он	11	6
29	так и	1	6
30	в конце	2	6
31	у него	4	6
32	именно в	1	6
33	а не	7	6
34	все это	3	6
35	например в	2	5
36	еще не	1	5
37	и на	6	5
38	но не	1	5
39	все же	8	5
40	в этой	13	5
41	если он	4	5
42	то есть	15	5
43	о том	6	5
44	и даже	4	5
45	но это	3	5
46	так же	2	5
47	мы не	5	4
48	все эти	4	4
49	что они	4	4
50	отнюдь не	2	4
51	как в	4	4
52	хотя и	1	4
53	когда он	4	4
54	но в	3	4
55	не в	12	4
56	на его	1	4
57	что она	16	4
58	первой части	1	4
59	что у	7	4
60	на стороне	1	4
61	показывает что	2	4
62	если бы	14	4
63	тем самым	1	4
64	ничего не	2	4
65	в чем	1	4
66	мы видим	12	4
67	а в	7	4
68	если не	1	4
69	и потому	1	4
70	том что	14	4
71	одним из	1	3
72	же как	1	3
73	по мнению	2	3
74	а с	2	3
75	в одной	2	3
76	это был	2	3
77	в себе	4	3
78	в нем	4	3
79	он не	6	3
80	в плане	3	3
81	так например	2	3
82	а затем	1	3
83	его в	3	3
84	и мы	13	3
85	к графу	1	3
86	но уже	1	3
87	в самом	25	3
88	в котором	6	3
89	в их	1	3
90	место в	3	3
91	в которых	6	3
92	заставляет нас	2	3
93	тем что	3	3
94	одна из	4	3
95	казалось бы	5	3
96	и это	8	3
97	с ним	2	3
98	до сих	6	3
99	между тем	7	3
100	этот вопрос	1	3
101	уже не	2	3
102	в начале	1	3
103	рассказывает о	3	3
104	для него	2	3
105	у нее	1	3
106	так как	6	3
107	то что	35	3
108	как у	1	3
109	что не	3	3
110	превращается в	1	3
111	в рассказе	1	3
112	вместе с	5	3
113	характера и	1	3
114	в область	1	3
115	в пользу	1	3
116	с этой	2	3
117	сих пор	5	3
118	один из	6	3
119	не является	1	3
120	своих героев	2	3
121	в своих	4	3
122	к этому	3	3
123	в таком	3	3
124	как известно	1	2
125	относится и	1	2
126	самом деле	21	2
127	от этой	2	2
128	и есть	1	2
129	по преимуществу	2	2
130	я не	5	2
131	и он	1	2
132	характера а	2	2
133	в ее	7	2
134	тут же	1	2
135	нет и	1	2
136	так что	8	2
137	в истории	2	2
138	и наконец	2	2
139	имеет в	1	2
140	но эта	1	2
141	для которого	1	2
142	в которой	5	2
143	бы не	3	2
144	т п	5	2
145	тому же	1	2
146	так сказать	5	2
147	и если	6	2
148	едва ли	3	2
149	у читателя	3	2
150	и по	2	2
151	при помощи	4	2
152	к героям	1	2
153	такой же	2	2
154	и еще	1	2
155	в такой	3	2
156	не столько	1	2
157	в отличие	1	2
158	у тургенева	1	2
159	их в	2	2
160	не могли	4	2
161	что этот	4	2
162	теперь я	1	2
163	так он	1	2
164	этой сцене	1	2
165	как о	1	2
166	на него	1	2
167	в русской	2	2
168	трагедии в	1	2
169	другой стороны	5	2
170	что на	1	2
171	у нас	2	2
172	действия и	2	2
173	роль в	1	2
174	действующих лиц	5	2
175	и что	18	2
176	что его	2	2
177	и только	3	2
178	всяком случае	2	2
179	все время	30	2
180	в которую	2	2
181	к которому	1	2
182	всякого рода	1	2
183	только в	4	2
184	наше время	2	2
185	и ее	2	2
186	и у	1	2
187	в виде	2	2
188	и других	1	2
189	из них	6	2
190	не так	3	2
191	в одном	8	2
192	вовсе не	8	2
193	может служить	7	2
194	друг друга	1	2
195	отличие от	1	2
196	понимаем что	1	2
197	с другой	7	2
198	не было	1	2
199	зависит от	1	2
200	и вообще	1	2
201	в частности	1	2
202	о человеке	2	2
203	думается что	1	2
204	из этой	1	2
205	в первой	2	2
206	только для	3	2
207	и тогда	1	2
208	в наше	2	2
209	для автора	1	2
210	в окончательном	1	2
211	в основе	3	2
212	с другими	1	2
213	видим в	2	2
214	это все	1	2
215	к самому	2	2
216	но если	4	2
217	из этого	8	2
218	отказаться от	1	2
219	а я	3	2
220	по причине	1	2
221	во всяком	2	2
222	ну что	1	1
223	говорили о	1	1
224	речь идет	4	1
225	о героях	1	1
226	с с	2	1
227	нами было	1	1
228	художественного произведения	1	1
229	не остается	1	1
230	с кем	1	1
231	а между	1	1
232	не имел	1	1
233	это и	1	1
234	жалости и	1	1
235	перед читателем	1	1
236	героев к	1	1
237	мы говорим	1	1
238	в первом	1	1
239	нас на	2	1
240	поэтому он	1	1
241	из его	1	1
242	сам автор	3	1
243	мы уже	7	1
244	той же	2	1
245	в литературу	1	1
246	из всех	3	1
247	мы больше	1	1
248	и значение	3	1
249	из всего	2	1
250	у гоголя	1	1
251	характер героя	1	1
252	что если	4	1
253	нашу мысль	1	1
254	и тут	1	1
255	что уже	1	1
256	большую роль	1	1
257	из своих	1	1
258	и стиль	1	1
259	оба эти	3	1
260	на себя	1	1
261	то это	2	1
262	этом плане	1	1
263	указал что	1	1
264	в сцене	1	1
265	свою очередь	2	1
266	он был	3	1
267	между собой	2	1
268	она развивается	1	1
269	это означало	1	1
270	с его	1	1
271	во всех	4	1
272	говоря не	1	1
273	в сюжете	1	1
274	но как	2	1
275	почти до	1	1
276	которую она	1	1
277	не все	1	1
278	морали и	5	1
279	присутствует в	1	1
280	в жизни	1	1
281	отношение к	1	1
282	другое и	2	1
283	не буду	1	1
284	стал бы	1	1
285	ней по	1	1
286	и первый	1	1
287	это самое	1	1
288	этот прием	1	1
289	рассказанная в	1	1
290	автора в	1	1
291	с этим	8	1
