N	2gram	Tiupa_Hudo_1	VLabPisa
1	таким образом	3	27
2	в этом	11	26
3	и в	19	25
4	не только	16	22
5	может быть	14	21
6	и не	15	19
7	художественного творчества	4	18
8	не может	7	17
9	в его	9	15
10	творческого воображения	1	14
11	в том	18	13
12	прежде всего	4	13
13	в частности	13	12
14	как это	5	12
15	все это	2	12
16	в силу	1	11
17	с другой	7	11
18	из них	1	11
19	в художественном	4	10
20	в качестве	24	10
21	не могут	1	10
22	о том	2	10
23	то же	10	9
24	что в	6	9
25	об этом	2	9
26	по этому	1	9
27	для него	4	9
28	но и	10	9
29	и др	2	9
30	в своем	2	8
31	реальной действительности	1	8
32	все эти	2	8
33	не следует	4	8
34	другой стороны	5	8
35	могут быть	4	8
36	говорит и	3	8
37	в году	2	7
38	во всех	3	7
39	по отношению	9	7
40	из этих	3	7
41	было бы	1	7
42	как и	2	7
43	том что	8	7
44	произведения в	1	7
45	в конечном	5	7
46	говорит о	1	7
47	не было	1	7
48	а не	9	7
49	вместе с	1	7
50	же в	1	7
51	отношению к	9	7
52	художественного произведения	3	6
53	это и	1	6
54	творческом процессе	1	6
55	более или	5	6
56	в себе	9	6
57	в нем	5	6
58	это не	2	6
59	или менее	5	6
60	их в	3	6
61	том же	1	6
62	и его	12	6
63	в то	6	6
64	так и	11	6
65	в порядке	2	6
66	между тем	4	6
67	бы и	1	6
68	у него	1	6
69	то что	4	6
70	одним из	1	5
71	и есть	1	5
72	действительности и	1	5
73	в их	5	5
74	конечном счете	5	5
75	как говорит	3	5
76	в пределах	3	5
77	не в	7	5
78	тому что	2	5
79	же время	5	5
80	связи с	1	5
81	на основе	2	5
82	приводит к	5	5
83	он же	1	5
84	произведения как	3	5
85	один из	2	5
86	действующих лиц	1	5
87	для художника	1	5
88	он говорит	1	5
89	как бы	9	5
90	не является	4	5
91	в результате	1	5
92	сказать что	4	5
93	только в	5	5
94	в искусстве	7	5
95	художественном произведении	1	4
96	с его	6	4
97	замысла и	1	4
98	в этой	2	4
99	перед нами	1	4
100	в самом	5	4
101	в целом	3	4
102	в статье	1	4
103	что все	1	4
104	художественный образ	1	4
105	в них	2	4
106	даже в	3	4
107	одна из	2	4
108	никогда не	2	4
109	художника в	1	4
110	к тому	4	4
111	должен быть	1	4
112	в ее	5	4
113	можно сказать	5	4
114	образов и	1	4
115	с ними	1	4
116	что он	3	4
117	в единстве	1	4
118	в одном	2	4
119	как раз	3	4
120	в связи	1	4
121	художественное произведение	1	4
122	в романе	3	4
123	в своей	5	4
124	например в	3	3
125	человека и	1	3
126	в котором	1	3
127	из его	1	3
128	др в	1	3
129	всего лишь	4	3
130	но как	2	3
131	а всего	1	3
132	что они	1	3
133	и как	3	3
134	и к	3	3
135	в противоположность	3	3
136	и по	2	3
137	его в	2	3
138	далеко не	2	3
139	что не	1	3
140	в слове	3	3
141	как целого	1	3
142	точки зрения	10	3
143	и ее	3	3
144	что говорит	1	3
145	сводится к	7	3
146	у нас	1	3
147	различного рода	1	3
148	в виду	5	3
149	говоря иначе	2	3
150	в значительной	1	3
151	что и	2	3
152	вслед за	1	3
153	и мир	1	3
154	говорит в	2	3
155	того что	4	3
156	является не	1	3
157	момент в	1	3
158	в конце	1	3
159	именно в	2	3
160	так же	2	3
161	по поводу	1	3
162	этого типа	1	3
163	толстого в	1	3
164	писал в	1	3
165	и от	1	3
166	или в	2	3
167	видно из	1	3
168	бы в	1	3
169	действительной жизни	1	3
170	жизни и	1	3
171	ее в	2	3
172	ту же	1	2
173	также и	1	2
174	чтобы не	1	2
175	и через	1	2
176	по его	1	2
177	а как	1	2
178	мы имеем	6	2
179	же как	1	2
180	в которой	2	2
181	из своих	1	2
182	говорить о	3	2
183	подчеркнуть что	1	2
184	еще не	3	2
185	что его	1	2
186	в различных	1	2
187	в чем	2	2
188	бы не	1	2
189	но не	11	2
190	одном и	1	2
191	если в	1	2
192	том числе	2	2
193	отнюдь не	2	2
194	хотя и	3	2
195	но в	7	2
196	с нею	1	2
197	у каждого	1	2
198	ее как	1	2
199	что она	2	2
200	он не	4	2
201	в реальной	1	2
202	художников в	1	2
203	в творческом	1	2
204	подобно тому	1	2
205	в каждом	1	2
206	а затем	1	2
207	в другом	3	2
208	заключается в	2	2
209	с другими	4	2
210	в жизни	2	2
211	только о	2	2
212	как об	1	2
213	не всегда	1	2
214	он и	1	2
215	и для	2	2
216	что такое	1	2
217	не столько	3	2
218	от его	1	2
219	действительность в	1	2
220	искусства не	1	2
221	которые в	1	2
222	по крайней	1	2
223	если бы	3	2
224	по себе	2	2
225	это особенно	1	2
226	не менее	3	2
227	включен в	1	2
228	не по	1	2
229	того чтобы	2	2
230	на язык	1	2
231	не вполне	2	2
232	даже самая	2	2
233	отношении что	1	2
234	в области	6	2
235	том отношении	1	2
236	ли не	1	2
237	отличается от	2	2
238	же самое	1	2
239	числе и	1	2
240	в стихотворении	3	2
241	для того	2	2
242	на это	1	2
243	мысль о	1	2
244	только то	1	2
245	и может	1	2
246	роль в	1	2
247	и даже	1	2
248	остановимся на	1	2
249	сказанного выше	1	2
250	лишь в	4	2
251	может не	1	2
252	во всей	3	2
253	крайней мере	1	2
254	но с	1	2
255	о его	1	2
256	что даже	1	2
257	до нас	1	2
258	образа в	1	2
259	с одной	2	2
260	одной из	2	2
261	слова не	1	2
262	чего бы	1	2
263	вовсе не	2	2
264	к ним	1	2
265	при всей	1	2
266	оно является	1	2
267	в особенности	1	2
268	одной стороны	2	2
269	или иной	7	2
270	как у	1	2
271	еще и	1	2
272	что для	1	2
273	зависит от	1	2
274	о чем	2	2
275	и том	1	2
276	не об	1	2
277	тому как	1	2
278	стороны в	1	2
279	нет никаких	1	2
280	начиная с	2	2
281	и потому	2	2
282	из которых	1	2
283	войны и	1	2
284	и формы	1	2
285	и некоторые	2	2
286	того или	3	2
287	но для	1	2
288	каждой из	1	2
289	на время	2	2
290	не подлежит	1	2
