N	2gram	Voloshinov_1	NovoeSre
1	а не	2	17
2	и в	13	16
3	не может	8	16
4	совсем не	1	12
5	и не	8	11
6	и есть	1	10
7	в эпоху	1	9
8	истории и	1	9
9	что в	3	9
10	в том	2	8
11	в этом	2	7
12	может быть	8	7
13	как и	3	7
14	с его	1	6
15	не в	3	6
16	никогда не	3	6
17	лишь в	4	6
18	но это	1	6
19	не знает	1	6
20	с ее	1	5
21	в ней	2	5
22	и к	2	5
23	не только	6	5
24	все это	4	5
25	в нем	2	5
26	быть может	1	4
27	в них	2	4
28	то что	6	4
29	прежде всего	9	4
30	не было	1	4
31	должно быть	1	4
32	не менее	2	4
33	и для	3	4
34	не имеет	2	4
35	и все	3	4
36	потому что	1	4
37	с другой	2	3
38	смысле слова	2	3
39	в ее	3	3
40	вопрос о	1	3
41	человека и	1	3
42	еще не	1	3
43	за пределы	3	3
44	в истории	1	3
45	как в	2	3
46	конечно не	1	3
47	подобно тому	1	3
48	в мире	1	3
49	но и	3	3
50	и пр	7	3
51	в своей	4	3
52	тому как	1	3
53	что такое	1	3
54	не существует	1	3
55	в основе	1	3
56	к тому	2	3
57	сказать что	1	3
58	и это	1	2
59	же как	1	2
60	связана с	3	2
61	это и	1	2
62	переходе от	1	2
63	роль в	2	2
64	в нашу	1	2
65	не имеют	1	2
66	ведь и	1	2
67	можно было	1	2
68	так и	3	2
69	мы не	4	2
70	для этого	1	2
71	и должно	2	2
72	и что	1	2
73	они считают	1	2
74	времени в	1	2
75	должно было	1	2
76	но не	1	2
77	сильнее и	1	2
78	в свои	1	2
79	все время	1	2
80	с этим	3	2
81	не хотят	1	2
82	но в	4	2
83	который в	1	2
84	все эти	2	2
85	с одной	2	2
86	думать что	2	2
87	с их	1	2
88	в себе	3	2
89	не будут	1	2
90	что она	1	2
91	нет и	1	2
92	и т.п	7	2
93	в природе	1	2
94	к более	1	2
95	том что	2	2
96	вместе с	1	2
97	так же	2	2
98	свои права	1	2
99	мысли и	1	2
100	одной стороны	2	2
101	такого рода	1	2
102	другой стороны	2	2
103	ни одна	1	2
104	как это	1	2
105	призыв к	1	2
106	такой же	1	2
107	но для	3	2
108	равно как	1	2
109	в то	1	2
110	одна из	1	2
111	мысли в	1	2
112	того чтобы	1	2
113	формы и	1	2
114	хотя бы	5	2
115	а в	2	2
116	когда мы	1	2
117	могут быть	2	2
118	оно может	1	1
119	зависимость от	1	1
120	и через	1	1
121	ни одно	2	1
122	для себя	2	1
123	только потому	1	1
124	и до	1	1
125	можно лишь	1	1
126	может идти	1	1
127	и этот	2	1
128	в образе	1	1
129	мы уже	2	1
130	еще в	2	1
131	к тем	1	1
132	на место	1	1
133	приходится выбирать	1	1
134	говорить о	3	1
135	на себя	1	1
136	то это	1	1
137	в виду	1	1
138	зависимости от	2	1
139	с большим	1	1
140	на нем	1	1
141	в чем	2	1
142	не могу	1	1
143	своего рода	2	1
144	в которую	2	1
145	к нему	1	1
146	то он	1	1
147	переходит в	1	1
148	в его	7	1
149	менее всего	1	1
150	отличие от	1	1
151	новой социальной	1	1
152	в значительной	1	1
153	к которому	1	1
154	в своем	1	1
155	у в	1	1
156	связанный с	1	1
157	что он	1	1
158	только в	6	1
159	во всем	2	1
160	по своей	1	1
161	от этого	2	1
162	в этот	2	1
163	в самом	2	1
164	эпохи не	1	1
165	для всех	1	1
166	и у	1	1
167	уже в	2	1
168	к единству	3	1
169	вопроса о	4	1
170	противостоит не	1	1
171	в статье	1	1
172	что вообще	1	1
173	для того	1	1
174	считают себя	1	1
175	и их	7	1
176	нуждается в	2	1
177	к одному	3	1
178	в конце	1	1
179	но ведь	5	1
180	людей и	1	1
181	тем что	2	1
182	ее жизни	1	1
183	и вместе	1	1
184	это конечно	1	1
185	творчества ни	1	1
186	не должна	1	1
187	выходит за	1	1
188	она создает	1	1
189	было бы	4	1
190	себя и	1	1
191	в отличие	1	1
192	обратиться к	1	1
193	для них	1	1
194	превращается в	3	1
195	а на	1	1
196	они не	1	1
197	в этой	1	1
198	не на	2	1
199	не всегда	1	1
200	как ни	1	1
201	долгое время	1	1
202	ее на	1	1
203	что мы	1	1
204	он и	1	1
205	может иметь	2	1
206	о переходе	1	1
207	возможности в	1	1
208	но если	1	1
209	и особенно	1	1
210	в такой	1	1
211	мы в	1	1
212	не столько	3	1
213	не должно	1	1
214	в замкнутые	1	1
215	переходит от	1	1
216	в зависимости	2	1
217	с миром	1	1
218	времени не	1	1
219	мы должны	6	1
220	и более	1	1
221	их в	1	1
222	человеческом обществе	1	1
223	в человеческом	1	1
224	во времени	2	1
225	быть не	1	1
226	по себе	1	1
227	нет никакого	1	1
228	и истории	2	1
229	так как	3	1
230	и развивается	1	1
231	привела к	1	1
232	есть прежде	3	1
233	должны быть	1	1
234	традиционные формы	1	1
235	этой системы	1	1
236	или иная	1	1
237	мыслей и	1	1
238	я хочу	3	1
239	и его	12	1
240	а также	2	1
241	сам собой	1	1
242	быть понята	1	1
243	вступает в	1	1
244	в области	2	1
245	нет ничего	2	1
246	та или	1	1
247	и оно	1	1
248	от всех	2	1
249	того же	1	1
250	во все	1	1
251	и вполне	1	1
252	про себя	1	1
253	должны перейти	1	1
254	в которой	3	1
255	эти слова	1	1
