N	3gram	Bakhtin_sl_2	Mirosoze
1	не может быть	15	17
2	человеке и его	3	5
3	а не в	1	4
4	но и в	1	4
5	есть не только	1	3
6	мы увидим что	1	3
7	и в нем	1	3
8	не может не	1	2
9	по отношению к	4	2
10	уже не только	1	2
11	до сих пор	2	2
12	и не может	1	2
13	хотя бы и	2	2
14	что он не	1	2
15	в его романах	2	2
16	был прежде всего	1	2
17	он никогда не	1	2
18	не только в	2	2
19	не могут быть	2	2
20	это не значит	1	2
21	в нем не	1	2
22	а не только	1	2
23	никогда не может	2	2
24	ивана карамазова и	1	2
25	для того чтобы	2	2
26	он не только	1	2
27	от него и	1	1
28	не значит конечно	1	1
29	а вовсе не	2	1
30	значит конечно что	1	1
31	но оно не	1	1
32	к нему не	1	1
33	в зависимости от	4	1
34	в отличие от	12	1
35	в романах достоевского	1	1
36	и т п	33	1
37	в нем нет	1	1
38	у него нет	2	1
39	определяющее значение в	1	1
40	жизни и в	1	1
41	может быть и	2	1
42	до конца и	1	1
43	в значительной степени	6	1
44	во всех этих	1	1
45	не до конца	1	1
46	но в нем	1	1
47	все более и	1	1
48	с собой других	1	1
49	друг к другу	1	1
50	во всяком случае	2	1
51	в отношении к	4	1
52	быть до конца	2	1
53	между тем как	1	1
54	между этими двумя	1	1
55	и в плане	1	1
56	и в смысле	1	1
57	не меньше чем	2	1
58	выйти за пределы	1	1
59	на протяжении всего	1	1
60	к нему и	1	1
61	нужно сказать что	1	1
62	оно не может	3	1
63	себя в них	3	1
64	о том что	1	1
65	человек и его	12	1
66	и ту же	1	1
67	для нас в	1	1
68	более и более	1	1
69	в нем есть	1	1
70	одну и ту	1	1
71	в них не	1	1
72	в том что	4	1
73	все это не	1	1
74	она не может	1	1
75	выходят за пределы	1	1
76	мира может быть	1	1
