N	3gram	Tiupa_Anal_1	Problema
1	о том что	3	14
2	в таком случае	3	10
3	во всяком случае	1	10
4	то что мы	1	7
5	по крайней мере	1	6
6	в этом смысле	1	5
7	в данном случае	2	5
8	с одной стороны	3	5
9	в связи с	1	5
10	как будто бы	1	5
11	того или иного	3	5
12	с другой стороны	2	5
13	то же самое	2	5
14	более или менее	1	4
15	как раз и	1	4
16	только в том	1	4
17	до сих пор	1	4
18	говоря уже о	1	4
19	же самое время	2	4
20	до тех пор	1	4
21	в то же	8	4
22	в том что	9	4
23	не говоря уже	1	4
24	что иное как	5	3
25	но и в	2	3
26	и в частности	1	3
27	но в таком	1	3
28	не может быть	16	3
29	есть не что	3	3
30	не что иное	4	3
31	только тогда когда	1	3
32	или хотя бы	1	2
33	и той же	1	2
34	в самом деле	2	2
35	в том числе	3	2
36	сами по себе	2	2
37	бы то ни	3	2
38	том числе и	1	2
39	в последние десятилетия	1	2
40	то или иное	1	2
41	в том случае	1	2
42	для того чтобы	3	2
43	не только в	1	2
44	и тот же	1	2
45	но и не	4	2
46	имеем в виду	1	2
47	в себе в	1	2
48	один и тот	1	2
49	одной и той	1	2
50	ю м лотмана	1	2
51	мысль о том	1	2
52	подобно тому как	3	2
53	на том или	1	2
54	том или ином	3	2
55	все еще не	1	1
56	отношение к предмету	1	1
57	в той или	3	1
58	или другой вещи	1	1
59	того что в	2	1
60	а вовсе не	1	1
61	далеко не все	1	1
62	возможно только в	1	1
63	но то что	1	1
64	в обратном порядке	1	1
65	он может быть	1	1
66	также и в	1	1
67	о том как	1	1
68	в области гуманитарных	1	1
69	и не может	4	1
70	том случае если	1	1
71	в зависимости от	1	1
72	то есть обладает	1	1
73	того что мы	1	1
74	по своему содержанию	1	1
75	между тем как	1	1
76	на самом же	1	1
77	в этом отношении	2	1
78	бы мы ни	1	1
79	в собственном смысле	1	1
80	и не будет	1	1
81	ни одно слово	1	1
82	то есть без	1	1
83	вместе с тем	1	1
84	не только такие	1	1
85	что не есть	1	1
86	не есть в	1	1
87	здесь мы имеем	1	1
88	далеко не всякая	1	1
89	то ни было	3	1
90	зачем же нам	1	1
91	на первый взгляд	1	1
92	ставит перед собой	1	1
93	и то же	1	1
94	в известном смысле	1	1
95	каждый из которых	1	1
96	а с другой	1	1
97	отнюдь не все	1	1
98	в нашем случае	3	1
99	в том или	2	1
100	какой бы то	2	1
101	как и сам	1	1
102	решение вопроса о	1	1
103	только в его	1	1
104	самом же деле	1	1
105	было и не	1	1
106	совмещает в себе	1	1
107	что даже в	1	1
108	тем самым и	1	1
109	а тем самым	1	1
110	и тем самым	1	1
111	но отнюдь не	1	1
112	не все что	1	1
113	той или иной	6	1
114	и представляет собой	3	1
115	мы имеем в	1	1
116	случае не есть	1	1
117	и отношений между	1	1
118	а в то	2	1
119	может претендовать на	1	1
120	семантики лингвистических единиц	1	1
121	в свое время	2	1
