N	2gram	Vygotskiy__2	DiskursI
1	в себе	2	19
2	при этом	13	17
3	в этом	13	16
4	как и	10	16
5	состоит в	3	16
6	и в	32	16
7	в качестве	1	16
8	может быть	18	16
9	и не	10	15
10	а не	7	14
11	отличие от	2	12
12	то есть	21	12
13	в отличие	1	12
14	в частности	3	12
15	но в	3	11
16	но и	10	11
17	со стороны	1	10
18	не только	12	10
19	том что	21	10
20	так и	3	9
21	не может	17	9
22	такого рода	1	9
23	как в	9	8
24	в том	37	8
25	но не	2	7
26	в данном	4	7
27	в нем	4	7
28	ни в	2	7
29	не менее	8	7
30	прежде всего	1	7
31	то же	13	6
32	еще не	2	6
33	с его	2	6
34	данном случае	4	6
35	отнюдь не	5	6
36	все же	4	6
37	в своей	3	6
38	тем самым	1	6
39	в своих	9	6
40	и на	5	5
41	в противоположность	1	5
42	в то	5	5
43	с другой	3	5
44	же время	2	5
45	что в	20	5
46	для него	1	5
47	то что	21	5
48	а с	2	5
49	ни к	1	5
50	и то	3	4
51	в этой	6	4
52	роль в	2	4
53	в основе	11	4
54	потому что	21	4
55	этом отношении	5	4
56	о том	6	4
57	с одной	1	4
58	в одном	2	4
59	одной стороны	1	4
60	как бы	6	4
61	мира и	1	4
62	точки зрения	17	4
63	к этому	1	4
64	также и	2	3
65	например в	3	3
66	и ее	3	3
67	принадлежит к	1	3
68	столь же	4	3
69	и как	7	3
70	и наконец	1	3
71	все эти	7	3
72	из этих	1	3
73	он не	6	3
74	в басне	15	3
75	не следует	1	3
76	подход к	2	3
77	и может	1	3
78	в другом	1	3
79	его в	1	3
80	это не	2	3
81	однако при	1	3
82	жизни но	1	3
83	одного и	2	3
84	в этих	2	3
85	в котором	1	3
86	не столько	1	3
87	не в	8	3
88	в русской	1	3
89	могут быть	4	3
90	приводит к	1	3
91	еще в	1	3
92	в его	2	3
93	восходит к	1	3
94	только в	7	3
95	и его	7	3
96	уже не	1	3
97	из них	4	3
98	в них	2	3
99	из двух	1	3
100	не было	2	3
101	было в	1	3
102	в творчестве	4	3
103	как будто	7	3
104	иначе говоря	4	3
105	можно сказать	1	3
106	но это	2	3
107	и того	1	3
108	и все	4	3
109	жизни и	4	3
110	как на	5	3
111	же как	4	2
112	того же	2	2
113	и это	4	2
114	идет о	1	2
115	по преимуществу	1	2
116	той же	8	2
117	место в	2	2
118	в ней	5	2
119	к своему	2	2
120	мы имеем	4	2
121	время в	1	2
122	рассказ не	1	2
123	всякий раз	2	2
124	к которой	2	2
125	уже как	1	2
126	отношение к	2	2
127	более чем	1	2
128	что как	1	2
129	в целом	4	2
130	не более	1	2
131	вследствие этого	1	2
132	в принципе	1	2
133	не к	3	2
134	с таким	8	2
135	свое время	1	2
136	у пушкина	1	2
137	подобно тому	2	2
138	что ни	1	2
139	заключает в	2	2
140	одно и	1	2
141	за которым	1	2
142	же касается	1	2
143	и с	4	2
144	на почве	1	2
145	должно быть	1	2
146	такой же	7	2
147	все это	5	2
148	действие и	2	2
149	этом случае	1	2
150	переходе от	2	2
151	с точки	10	2
152	их в	2	2
153	некоторого рода	1	2
154	дело в	1	2
155	никогда не	9	2
156	того и	2	2
157	жизни не	1	2
158	и другого	3	2
159	сводится к	2	2
160	что на	4	2
161	в области	1	2
162	указать на	1	2
163	для себя	1	2
164	с ее	3	2
165	но при	1	2
166	в себя	1	2
167	природе своей	1	2
168	времени и	1	2
169	не с	1	2
170	живет в	1	2
171	в результате	1	2
172	произведения как	2	2
173	основе своей	1	2
174	в переживании	1	2
175	между тем	4	2
176	русской литературе	1	2
177	в языке	4	2
178	что и	17	2
179	который не	3	2
180	в большинстве	1	2
181	не о	1	2
182	на примере	2	2
