1	и т д	8	15
2	с другой стороны	5	7
3	до сих пор	3	5
4	тем не менее	2	5
5	в том что	9	5
6	мы видим что	2	4
7	что иное как	1	3
8	я не знаю	1	3
9	в связи с	1	3
10	не что иное	1	3
11	мы видели что	2	3
12	другой стороны и	2	3
13	показывает что в	2	2
14	и то что	1	2
15	с одной стороны	5	2
16	не только не	3	2
17	в одном из	2	2
18	в то время	5	2
19	то время как	5	2
20	к тому же	1	2
21	точно так же	3	2
22	что и в	2	2
23	состоит в том	2	2
24	в целом не	2	2
25	таким образом мы	1	2
26	о том что	7	2
27	как и в	4	2
28	во всяком случае	6	2
29	но вместе с	1	1
30	в том числе	1	1
31	может быть в	1	1
32	одной и той	3	1
33	и столь же	1	1
34	не только в	1	1
35	ложной предпосылки что	1	1
36	с самого начала	1	1
37	могло бы составить	1	1
38	независимо от того	1	1
39	бы составить предмет	1	1
40	исходя из этого	1	1
41	силу того что	2	1
42	так как мы	1	1
43	и той же	3	1
44	и не всегда	1	1
45	но прежде всего	1	1
46	в тех случаях	1	1
47	хотя и не	2	1
48	между тем из	1	1
49	к ним в	1	1
50	заключается в том	6	1
51	же как в	1	1
52	то что и	1	1
53	в себя и	1	1
54	каждое из них	2	1
55	с точки зрения	2	1
56	с этой точки	4	1
57	вместе с тем	2	1
58	мысль что и	1	1
59	из ложной предпосылки	1	1
60	смысле этого слова	2	1
61	не может быть	8	1
62	так как они	2	1
63	в черный цвет	1	1
64	образом мы видим	1	1
65	мы видим в	1	1
66	утверждать что в	1	1
67	правил и законов	1	1
68	почти во всем	1	1
69	а затем уже	1	1
70	что в этом	3	1
71	можно сказать что	1	1
72	в буквальном смысле	1	1
73	потому что как	1	1
74	в согласии с	1	1
75	в такой же	1	1
76	так же как	4	1
77	на самом деле	2	1
78	в таком случае	2	1
79	в свою очередь	1	1
80	и в том	1	1
81	того что они	1	1
82	но в таком	1	1
83	у нас в	1	1
84	видели что в	1	1
85	мы имеем дело	1	1
86	в чем же	1	1
87	подобно тому как	5	1
88	чтобы убедиться что	1	1
89	сами по себе	1	1
90	на то что	8	1
91	и вместе с	1	1
92	при помощи которых	1	1
93	во многих случаях	1	1
94	том что и	1	1
95	надо сказать что	3	1
96	это и есть	1	1
97	так как в	1	1
98	мы должны будем	1	1
99	этой точки зрения	5	1
100	не означает что	2	1
101	как будто совершенно	1	1
102	только то что	1	1
103	в силу того	2	1
104	что они хотят	1	1
105	и каждое из	1	1
