N	4gram	Vygotskiy__1	Problema
1	в коем случае не	1	2
2	ни в коем случае	1	2
3	и тем не менее	1	1
4	дело в том что	1	1
5	мы различаем в слове	1	1
6	сами по себе не	1	1
7	никогда не может быть	1	1
8	в связи со всеми	1	1
9	основных понятий и проблем	1	1
10	с одной стороны и	1	1
11	в первом случае мы	1	1
12	в полном согласии с	1	1
13	каково бы ни было	1	1
14	ни в какой мере	2	1
15	в то время как	5	1
16	не что иное как	1	1
17	а в том как	1	1
18	и во всех искусствах	1	1
19	к этому присоединяется еще	1	1
20	не в том что	1	1
21	несмотря на то что	2	1
