N	3gram	Losev_Prob_1	Mirosoze
1	не может быть	2	8
2	есть прежде всего	1	5
3	для того чтобы	8	4
4	что иное как	2	3
5	же как и	1	3
6	до сих пор	3	3
7	к тому что	1	3
8	так же как	2	3
9	и в этом	2	3
10	потому что она	1	3
11	решения вопроса о	1	3
12	есть не что	2	3
13	не что иное	2	3
14	а не в	1	2
15	подобно тому как	2	2
16	также и в	1	2
17	есть по преимуществу	1	2
18	но для этого	1	2
19	в братьях карамазовых	1	2
20	может быть и	3	2
21	так как он	2	2
22	о том что	5	2
23	как и в	1	2
24	в том что	5	2
25	моих мыслей и	1	1
26	а между тем	1	1
27	а следовательно и	1	1
28	прежде всего как	1	1
29	впрочем моей стороны	1	1
30	есть знак того	1	1
31	мыслей и чувств	1	1
32	в записках из	1	1
33	он стоит на	1	1
34	ли сказать что	2	1
35	только тогда когда	1	1
36	для такого рода	1	1
37	и в подростке	1	1
38	моей стороны моих	1	1
39	и чувств только	1	1
40	самого только одной	1	1
41	можно ли сказать	2	1
42	с точки зрения	3	1
43	и во многих	1	1
44	а не к	1	1
45	во многих других	1	1
46	чувств только самых	1	1
47	сам по себе	7	1
48	друг на друга	1	1
49	то в чем	1	1
50	а может быть	2	1
51	только и возможно	1	1
52	в этом отношении	1	1
53	несет с собой	2	1
54	стороны моих мыслей	1	1
55	не сам по	1	1
56	он остается в	1	1
57	записках из подполья	1	1
58	на то что	8	1
59	как в жизни	1	1
60	одной впрочем моей	1	1
61	отношения к самому	1	1
62	а не только	2	1
63	не потому что	2	1
64	он не выходит	1	1
65	говорит черту ты	1	1
66	знак того что	1	1
67	и должно быть	1	1
68	не есть ни	5	1
69	меня самого только	1	1
70	ни на что	1	1
71	так как будто	1	1
72	есть не только	1	1
73	не для того	1	1
74	только одной впрочем	1	1
75	хотя и в	1	1
76	самых гадких и	1	1
77	что же такое	1	1
78	преступление и наказание	1	1
79	в свои права	1	1
80	том что это	1	1
81	идея которая не	1	1
82	а не о	1	1
83	не может нас	2	1
84	на заходящее солнце	1	1
85	воплощение меня самого	1	1
86	ничего подобного нет	1	1
87	только самых гадких	1	1
88	той или иной	4	1
89	гадких и глупых	1	1
90	но все равно	1	1
91	которые не имеют	1	1
92	и другим и	1	1
93	только в этом	1	1
94	сама по себе	4	1
95	на самом деле	4	1
96	нас прежде всего	1	1
97	только потому и	1	1
98	должно быть в	1	1
99	в этом втором	1	1
100	в конце концов	4	1
101	том что все	1	1
102	в них есть	1	1
