N	3gram	Medvedev_F_1	RusskieA
1	в том что	1	18
2	состоит в том	1	13
3	в данном случае	1	6
4	т е в	1	5
5	и т д	8	5
6	вместе с тем	1	4
7	так же как	1	4
8	в отличие от	1	3
9	не может быть	5	3
10	тем не менее	1	2
11	же как и	1	2
12	в своей книге	2	2
13	на самом же	1	2
14	в том чтобы	2	2
15	но вместе с	1	2
16	самом же деле	1	2
17	мы не можем	2	2
18	с одной стороны	4	2
19	на нее как	1	1
20	не может не	1	1
21	еще далеко не	1	1
22	более или менее	6	1
23	в настоящее время	10	1
24	но и в	1	1
25	как мы увидим	2	1
26	между тем как	1	1
27	в этом отношении	1	1
28	по аналогии с	3	1
29	все же в	1	1
30	в своем исследовании	1	1
31	может быть и	3	1
32	в предыдущей главе	1	1
33	в это время	1	1
34	в применении к	2	1
35	но в особенности	1	1
36	то же происходит	1	1
37	во всяком случае	4	1
38	смысле этого слова	3	1
39	и в этом	2	1
40	главным образом на	2	1
41	в нашу задачу	1	1
42	т е на	1	1
43	том чтобы установить	1	1
44	с другой стороны	1	1
45	и в том	1	1
46	т е как	2	1
47	все то что	1	1
48	влияние и на	2	1
49	в свою очередь	6	1
50	носит условный и	1	1
51	не непосредственно а	1	1
52	не только на	1	1
53	или же в	1	1
54	нее как на	1	1
55	но не с	1	1
56	как одна из	1	1
57	мы и здесь	1	1
58	непосредственно а через	1	1
59	не можем согласиться	1	1
60	поэтому мы не	1	1
61	мы уже знаем	1	1
62	или даже просто	1	1
63	как мы видели	2	1
64	в двух направлениях	1	1
65	вне связи с	1	1
