N	2gram	Voloshinov_1	Vladivir
1	и в	38	31
2	не только	27	24
3	а к	2	22
4	но и	13	19
5	то что	8	18
6	и не	14	17
7	и даже	3	15
8	у него	1	15
9	в этом	10	14
10	том что	3	14
11	и с	5	14
12	что в	1	14
13	но в	5	12
14	в его	6	12
15	что он	2	12
16	с его	7	11
17	о том	4	11
18	в том	2	11
19	потому что	5	11
20	и то	3	10
21	также и	2	10
22	он не	2	10
23	так что	1	10
24	как мы	9	9
25	никогда не	7	9
26	в конце	6	9
27	только в	6	9
28	даже и	2	9
29	в течение	1	9
30	а в	5	9
31	в те	1	8
32	в то	9	8
33	в дальнейшем	2	8
34	так как	7	8
35	мы сейчас	1	7
36	кроме того	2	7
37	мы уже	10	7
38	как это	5	7
39	и его	7	7
40	для него	3	7
41	об этом	3	7
42	в эти	1	7
43	уже в	5	7
44	как раз	1	7
45	еще и	2	7
46	сказать что	3	7
47	того же	1	6
48	то же	14	6
49	то он	3	6
50	и к	4	6
51	в котором	3	6
52	у нас	4	6
53	и сам	2	6
54	так и	6	6
55	и что	1	6
56	можно сказать	4	6
57	в качестве	4	6
58	может быть	13	6
59	на этот	1	6
60	и потому	2	6
61	не может	12	6
62	к этому	2	6
63	те времена	1	5
64	не был	1	5
65	но как	2	5
66	когда он	1	5
67	на то	1	5
68	и если	1	5
69	которой он	1	5
70	не в	6	5
71	что и	3	5
72	вовсе не	2	5
73	не было	2	5
74	а с	5	5
75	что же	8	5
76	все это	4	5
77	и от	7	5
78	с ним	2	5
79	жизни и	3	5
80	в своих	2	5
81	он уже	1	4
82	я не	1	4
83	что его	1	4
84	в этой	6	4
85	в истории	1	4
86	в своем	1	4
87	хотя и	3	4
88	и как	9	4
89	в которой	7	4
90	в нашем	5	4
91	в себе	9	4
92	как он	1	4
93	в нем	4	4
94	главным образом	3	4
95	что у	3	4
96	как и	10	4
97	несмотря на	2	4
98	еще в	1	4
99	в своей	2	4
100	мысли и	1	4
101	и вообще	2	4
102	в нас	2	4
103	же время	7	4
104	да и	4	4
