N	3gram	Bakhtin_Fr_7	Problema
1	по отношению к	2	19
2	с точки зрения	3	6
3	в его целом	2	5
4	и прежде всего	1	5
5	в большинстве случаев	2	5
6	имеет дело с	1	4
7	в данном случае	1	4
8	на самом деле	1	3
9	в этом смысле	1	3
10	можно было бы	2	3
11	в применении к	1	3
12	все то что	3	3
13	то же время	9	3
14	в том что	3	3
15	в то же	9	3
16	в изобразительных искусствах	1	2
17	то же самое	1	2
18	в том же	1	2
19	со всех сторон	1	2
20	на первый план	1	2
21	но и в	1	2
22	не только в	1	2
23	мы здесь не	1	2
24	так и в	3	2
25	к нему и	1	2
26	и тем самым	1	2
27	и с его	1	2
28	в этом отношении	2	2
29	и может быть	1	1
30	что иное как	1	1
31	конечно никакому сомнению	1	1
32	к этому как	1	1
33	образом и в	1	1
34	точка зрения не	1	1
35	не обходится и	1	1
36	в свою очередь	3	1
37	так например в	1	1
38	несмотря на весьма	1	1
39	же время этот	1	1
40	они ничему не	1	1
41	подлежит конечно никакому	1	1
42	в том и	1	1
43	о том как	2	1
44	а следовательно и	2	1
45	не может иметь	1	1
46	на самом же	1	1
47	по аналогии с	1	1
48	с тем что	1	1
49	в известной мере	1	1
50	не подлежит конечно	1	1
51	кроме того и	1	1
52	как в его	1	1
53	и не в	1	1
54	в новом свете	1	1
55	в значительной степени	2	1
56	со всеми его	1	1
57	не что иное	1	1
58	но в то	3	1
59	таким образом и	2	1
60	и в его	2	1
61	а также и	1	1
62	с помощью которого	1	1
63	и в этом	1	1
64	отмеченное нами выше	1	1
65	в связи с	1	1
66	о том какое	1	1
67	и в романе	1	1
68	и в том	1	1
69	самом же деле	1	1
70	в свое время	2	1
71	то есть только	1	1
72	с его помощью	1	1
73	все они в	2	1
74	есть не что	1	1
75	таким образом в	1	1
76	в связи со	1	1
77	то что в	2	1
78	тем самым и	1	1
79	в тех же	1	1
80	том и в	1	1
81	это и есть	1	1
82	свое отражение в	1	1
83	то есть в	4	1
84	и в самом	1	1
85	лежат в совершенно	1	1
86	обходится и без	1	1
87	выходит за пределы	1	1
88	тесно связан с	1	1
89	в себе все	2	1
90	в другом случае	1	1
91	как мы уже	1	1
92	мы уже указывали	1	1
93	в первом случае	1	1
94	можно определить как	1	1
95	как и в	2	1
96	на этот вопрос	1	1
97	дело в том	2	1
98	и в другом	1	1
