N	3gram	Berdyaev_M_1	Dialekti
1	это значит что	3	8
2	в том что	1	6
3	и та же	1	4
4	одна и та	1	4
5	о том что	1	4
6	в том смысле	2	4
7	что иное как	1	3
8	не может не	2	3
9	том смысле что	1	3
10	в самом деле	1	3
11	как будто бы	2	3
12	может быть и	1	3
13	то время как	2	3
14	не что иное	1	3
15	не может быть	17	3
16	в то время	2	3
17	не значит что	1	3
18	потому что он	1	2
19	до сих пор	2	2
20	в зависимости от	1	2
21	и т п	1	2
22	как и все	1	2
23	не только в	2	2
24	не могут быть	2	2
25	это не значит	2	2
26	во всяком случае	1	2
27	от того что	1	2
28	но это не	1	2
29	бросается в глаза	1	1
30	– все это	1	1
31	ни с какой	1	1
32	с чем не	1	1
33	прежде всего –	1	1
34	и в смысле	1	1
35	нет у него	1	1
36	выйти за пределы	1	1
37	будет ли она	1	1
38	если он не	1	1
39	у достоевского в	1	1
40	и не может	2	1
41	но и в	4	1
42	в себе и	1	1
43	но и сама	1	1
44	он не был	1	1
45	есть и в	1	1
46	только может быть	1	1
47	в каком-то особенном	1	1
48	не должен ли	1	1
49	вместе с тем	5	1
50	в них нет	2	1
51	не в том	1	1
52	в конце концов	2	1
53	он мог бы	1	1
54	и не быть	1	1
55	так как они	1	1
56	и в этой	4	1
57	все более и	1	1
58	в нем не	2	1
59	есть не только	3	1
60	сам не может	1	1
61	них нет ничего	1	1
62	это – самая	1	1
63	когда мы говорим	1	1
64	как у достоевского	1	1
65	и в том	1	1
66	а не только	2	1
67	жизни и в	1	1
68	как и всякая	1	1
69	все это не	1	1
70	по сравнению с	1	1
71	и вместе с	4	1
72	это и есть	4	1
73	всего того что	1	1
74	на этом основании	1	1
75	во многих отношениях	1	1
76	и потому она	1	1
77	что и в	1	1
78	ни с чем	1	1
79	более и более	1	1
80	есть прежде всего	1	1
81	в братьях карамазовых	3	1
82	может быть так	1	1
83	– только одно	1	1
84	историки литературы и	1	1
85	и когда мы	1	1
86	в этой тьме	1	1
87	и в нем	3	1
88	она не может	1	1
