1	в то же время	2	3
2	одного и того же	2	2
3	а в том что	2	2
4	в том случае если	1	1
5	состояло в том что	1	1
6	в тех случаях когда	2	1
7	сошлюсь хотя бы на	1	1
8	одно и то же	1	1
9	целое в свою очередь	1	1
10	следует обратить внимание на	1	1
11	и в то же	1	1
12	состоит в том что	3	1
13	в одно и то	1	1
14	только в том случае	1	1
15	заключается в том что	2	1
16	в том что не	1	1
17	в тех или иных	1	1
18	во всяком случае ясно	1	1
19	свидетельствует о том что	1	1
20	обратить внимание на то	2	1
21	не в том что	1	1
22	в том что он	3	1
23	не только потому что	1	1
