N	2gram	Bakhtin_fo_2	Problemy
1	и в	46	46
2	то есть	10	40
3	и не	9	27
4	может быть	7	23
5	не может	2	19
6	как бы	10	19
7	в нем	5	17
8	в этом	22	16
9	не только	11	14
10	и т.п	2	14
11	как мы	6	12
12	но и	9	12
13	как и	8	12
14	и на	7	11
15	точки зрения	10	11
16	в одном	7	11
17	а не	4	11
18	в пределах	5	10
19	не в	9	10
20	между ними	2	10
21	и к	2	9
22	в самом	1	9
23	с точки	8	9
24	и все	6	9
25	в его	8	9
26	в том	10	9
27	в большинстве	3	9
28	вовсе не	13	9
29	прежде всего	14	9
30	до сих	2	8
31	конечно не	4	8
32	большинстве случаев	3	8
33	сих пор	2	8
34	в сущности	2	7
35	еще не	6	7
36	в себе	4	7
37	и с	6	7
38	слово и	1	7
39	по себе	2	7
40	слова и	3	7
41	то же	8	6
42	никогда не	6	6
43	и он	4	6
44	хотя и	3	6
45	но в	10	6
46	в каждом	1	6
47	ни в	1	6
48	но это	2	6
49	на свой	1	6
50	и его	12	6
51	в него	1	6
52	что он	3	6
53	только в	11	6
54	есть в	1	6
55	к себе	4	6
56	все это	6	6
57	в романе	13	6
58	мы увидим	1	6
59	в котором	4	5
60	с его	1	5
61	во всех	11	5
62	за пределы	1	5
63	так сказать	7	5
64	при этом	6	5
65	особенно в	2	5
66	это не	2	5
67	рядом с	2	5
68	в то	5	5
69	себе самом	1	5
70	в самой	2	5
71	если же	1	5
72	и сам	1	5
73	с самим	1	5
74	в скрытой	1	5
75	о том	4	5
76	же время	4	5
77	так как	6	5
78	у него	9	5
79	с другом	4	5
80	друг с	4	5
81	жизни и	8	5
82	например в	1	4
83	самом деле	1	4
84	в их	3	4
85	мы не	1	4
86	но не	5	4
87	как в	4	4
88	все же	6	4
89	кроме того	3	4
90	все эти	5	4
91	он не	5	4
92	людей и	2	4
93	таким образом	3	4
94	и наконец	6	4
95	он и	1	4
96	том что	4	4
97	в этих	3	4
98	том же	4	4
99	раз и	1	4
100	этих двух	1	4
101	во всем	1	4
102	потому что	8	4
103	здесь не	2	4
104	в себя	2	4
105	так и	7	4
106	в виду	3	4
107	и здесь	1	4
108	и других	2	4
109	можно сказать	2	4
110	уже не	3	4
111	уже в	4	4
112	к ним	2	4
113	мы можем	1	4
114	точек зрения	1	4
115	еще и	1	4
116	до конца	2	4
117	очень часто	2	4
118	себе самому	3	4
119	на границе	3	4
120	да и	1	4
121	должно быть	5	4
122	то что	7	4
123	не знает	2	4
124	совершенно не	1	4
125	что в	5	4
126	но эти	3	4
127	том числе	3	4
128	себя как	1	3
129	также и	4	3
130	человека и	4	3
131	и это	2	3
132	тем же	2	3
133	здесь и	1	3
134	и до	2	3
135	почти всегда	2	3
136	мы уже	9	3
137	мы имеем	2	3
138	всех его	1	3
139	и о	2	3
140	конечно и	1	3
141	самим собою	2	3
142	отношение к	3	3
143	себе и	1	3
144	отличие от	1	3
145	друга и	1	3
146	значение для	2	3
147	в той	2	3
148	в своем	5	3
149	в условиях	1	3
150	из этих	4	3
151	в этой	2	3
152	имеем в	3	3
153	как он	2	3
154	их в	4	3
155	на этом	2	3
156	они должны	1	3
157	в мире	4	3
158	было бы	2	3
159	далеко не	2	3
160	разобранные нами	1	3
161	такой же	1	3
162	и их	4	3
163	в своей	1	3
164	в отличие	1	3
165	не как	1	3
166	образом и	1	3
167	но он	2	3
168	войти в	1	3
169	в отношении	2	3
170	она не	2	3
171	правда в	1	3
172	дело в	1	3
173	но здесь	2	3
174	на два	1	3
175	слова как	1	3
176	по своей	1	3
177	на него	1	3
178	тон и	2	3
179	и несколько	2	3
180	не могут	1	3
181	числе и	2	3
182	с ее	1	3
183	но при	1	3
184	и этим	1	3
185	с собой	1	3
186	если бы	1	3
187	и т.д	1	3
188	никак не	1	3
189	и что	1	3
190	в различных	1	3
191	и во	6	3
192	и только	2	3
193	в формах	1	3
194	словом и	2	3
195	себя в	1	3
196	ведь это	1	3
197	в конце	2	3
198	что и	3	3
199	бытия и	1	3
200	тем что	3	3
201	и даже	3	3
202	с другой	2	3
203	себя и	3	3
204	более того	1	3
205	с помощью	3	3
206	так же	2	3
207	жизнь и	3	3
208	по существу	5	3
209	и для	9	3
210	в речи	1	3
211	бы в	1	3
212	еще более	4	3
213	другой стороны	1	3
214	того же	3	3
215	но этот	1	3
216	и идеи	3	3
217	и другие	3	3
218	этого романа	2	2
219	смысле слова	2	2
220	ту же	2	2
221	отношения к	4	2
222	связи между	2	2
223	в присутствии	1	2
224	а как	1	2
225	и свой	1	2
226	вопрос о	1	2
227	он как	1	2
228	мы здесь	1	2
229	и говорить	1	2
230	он сам	1	2
231	но конечно	1	2
232	а следовательно	3	2
233	мы будем	3	2
234	друг на	2	2
235	не входит	1	2
236	если в	2	2
237	в общем	1	2
238	нет и	3	2
239	в одной	2	2
240	не входят	1	2
241	с этим	5	2
242	прямой и	1	2
243	когда он	1	2
244	целый ряд	3	2
245	и как	3	2
246	не было	3	2
247	его к	1	2
248	от этого	2	2
249	бы и	1	2
250	бы не	1	2
251	так в	1	2
252	широком смысле	1	2
253	бы ни	1	2
254	должна быть	1	2
255	в корне	2	2
256	никому не	1	2
257	смех и	2	2
258	и по	3	2
259	эпохи возрождения	3	2
260	но все	1	2
261	об этом	1	2
262	лишь в	2	2
263	и тем	1	2
264	в кухне	1	2
265	все равно	1	2
266	на друга	2	2
267	переходим к	3	2
268	автора и	2	2
269	вернемся к	3	2
270	имеется и	1	2
271	в которых	3	2
272	одном из	2	2
273	которые в	1	2
274	не могли	3	2
275	уже сказали	3	2
276	одна из	1	2
277	следовательно и	3	2
278	того и	1	2
279	слову и	1	2
280	к определенному	1	2
281	и является	1	2
282	этих случаях	1	2
283	еще довольно	1	2
284	то и	1	2
285	в стиле	1	2
286	у нас	2	2
287	могут быть	2	2
288	к тому	3	2
289	той или	1	2
290	без всякого	2	2
291	в произведении	1	2
292	и совершенно	3	2
293	в другом	3	2
294	те же	6	2
295	времени и	1	2
296	это вовсе	1	2
297	в плоскости	2	2
298	из одного	1	2
299	с ним	4	2
300	в смерти	1	2
301	все в	2	2
302	лишь как	1	2
303	между тем	1	2
304	тем как	1	2
305	здесь в	6	2
306	и следовательно	1	2
307	и одновременно	1	2
308	образов и	1	2
309	вступить в	1	2
310	отчасти и	3	2
311	и так	2	2
312	поэтому и	1	2
313	здесь с	1	2
314	так что	4	2
315	у рабле	18	2
316	с нею	1	2
317	человека эта	1	2
318	и они	3	2
319	в поэзии	2	2
320	же явления	1	2
321	для него	3	2
322	сами по	2	2
323	а в	3	2
324	о которых	1	2
325	к самому	1	2
326	или иной	2	2
327	друга но	1	2
328	влияние на	2	2
329	и пр	2	2
330	на этот	1	2
331	в рассказе	1	2
332	его как	1	2
333	в руках	1	2
334	там где	2	2
335	вместе с	9	2
336	в духе	2	2
337	в данном	2	2
338	я пожалуй	1	2
339	человек с	1	2
340	этого слова	1	2
341	стремятся к	1	2
342	например у	1	2
343	и времени	6	2
344	в результате	1	2
345	очень тонко	1	2
346	поэтому все	1	2
347	его жизнь	1	2
348	в системе	1	2
349	видения и	2	2
350	сказать что	1	2
351	нет но	1	2
352	и жизнь	1	2
353	есть и	4	2
354	в заключение	2	2
355	самосознания и	1	2
356	во всяком	2	2
357	все что	2	2
358	они не	1	2
359	и замкнутого	1	1
360	к полному	1	1
361	в обычном	1	1
362	относится и	1	1
363	чтобы не	1	1
364	его моментов	1	1
365	и то	1	1
366	на самом	1	1
367	показаться что	1	1
368	в средние	3	1
369	и есть	2	1
370	как необходимый	2	1
371	из самых	2	1
372	которую они	1	1
373	по преимуществу	1	1
374	игры с	1	1
375	смерть в	1	1
376	оно было	2	1
377	в какой-то	1	1
378	видеть в	1	1
379	и получить	1	1
380	в несколько	1	1
381	и глубину	1	1
382	на материале	1	1
383	сравнению с	1	1
384	площади и	1	1
385	дан в	3	1
386	выходит из	1	1
387	их к	1	1
388	со смертью	1	1
389	своими корнями	2	1
390	и стиль	2	1
391	несколько упрощаем	1	1
392	смех не	1	1
393	как то	1	1
394	принадлежит к	2	1
395	вместо того	1	1
396	от друга	2	1
397	из того	1	1
398	подчеркнуть что	1	1
399	в каждой	1	1
400	это время	1	1
401	в ней	1	1
402	и явления	1	1
403	между собой	1	1
404	всем этим	1	1
405	в широком	1	1
406	время в	1	1
407	время здесь	1	1
408	в сюжете	2	1
409	это имеет	1	1
410	в нашем	1	1
411	иного рода	1	1
412	могло быть	1	1
413	но как	1	1
414	эта особенность	1	1
415	понимание очень	1	1
416	менее всего	1	1
417	и ударил	1	1
418	вступают в	2	1
419	входили в	2	1
420	друг от	2	1
421	и речи	1	1
422	большое значение	2	1
423	контексте в	2	1
424	форме и	1	1
425	одного момента	2	1
426	характер и	1	1
427	каждая из	1	1
428	для создания	1	1
429	из уст	1	1
430	что как	1	1
431	анализы не	1	1
432	художественного мира	1	1
433	все остальные	1	1
434	однако не	1	1
435	на анализе	2	1
436	не являются	1	1
437	главных героев	2	1
438	и художественного	3	1
439	обычных жизненных	1	1
440	вовлекается в	1	1
441	человеком в	1	1
442	стороны мы	1	1
443	за свои	1	1
444	времени как	1	1
445	точкой зрения	1	1
446	та же	3	1
447	точку зрения	1	1
448	тон в	1	1
449	античности в	1	1
450	он там	1	1
451	его а	1	1
452	самое это	1	1
453	имеет громадное	2	1
454	учение о	1	1
455	еще один	1	1
456	романа но	1	1
457	смеха в	1	1
458	в наших	1	1
459	а вовсе	1	1
460	но прежде	1	1
461	на его	1	1
462	всеми ее	1	1
463	в ее	1	1
464	она еще	2	1
465	сказать в	1	1
466	человек не	2	1
467	они в	1	1
468	и еще	1	1
469	своего автора	1	1
470	и вот	2	1
471	новое и	3	1
472	к собственному	1	1
473	и единство	1	1
474	будем говорить	1	1
475	одно и	1	1
476	раскрывается с	1	1
477	от нее	1	1
478	здесь мы	3	1
479	и ждут	1	1
480	хода жизни	1	1
481	что все	2	1
482	и характер	1	1
483	связанных с	3	1
484	на этой	1	1
485	и иногда	1	1
486	его в	6	1
487	выходит за	1	1
488	всеми своими	1	1
489	сразу с	1	1
490	моменты в	1	1
491	лишь на	1	1
492	не боится	2	1
493	реальности и	1	1
494	в них	7	1
495	и уже	1	1
496	несмотря на	1	1
497	жизни но	2	1
498	чем в	1	1
499	такою же	1	1
500	в один	1	1
501	и тогда	1	1
502	мы как	1	1
503	во время	10	1
504	бы на	1	1
505	что если	1	1
506	в эпохи	1	1
507	благодаря этому	1	1
508	именно и	1	1
509	в романтизме	1	1
510	не становится	1	1
511	по сравнению	1	1
512	природа человека	1	1
513	необходимо указать	2	1
514	место в	4	1
515	мы в	1	1
516	не столько	1	1
517	что до	1	1
518	в частном	1	1
519	для всякого	1	1
520	принимают в	1	1
521	дается в	2	1
522	но эта	2	1
523	живут в	1	1
524	такую же	1	1
525	другом и	1	1
526	друг другу	2	1
527	в прямом	2	1
528	что было	3	1
529	обращение к	1	1
530	этом необходимо	1	1
531	превратиться в	1	1
