N	3gram	Medvedev_F_3	FransuaR
1	то же время	7	10
2	в то же	7	10
3	до сих пор	1	8
4	в большинстве случаев	4	6
5	в том что	3	6
6	и в то	2	5
7	и до конца	1	4
8	как и в	1	4
9	в настоящее время	1	3
10	в том числе	1	3
11	в той же	1	3
12	начала и до	1	3
13	в связи с	4	3
14	до настоящего времени	1	3
15	мы видели что	2	3
16	с начала и	1	3
17	проникает во все	1	2
18	с точки зрения	14	2
19	в основе их	1	2
20	бы то ни	4	2
21	том числе и	1	2
22	во всех областях	2	2
23	в ее наиболее	1	2
24	как мы видели	2	2
25	в данном случае	4	2
26	с одной стороны	1	2
27	дело в том	2	2
28	и в романе	1	2
29	в нем и	2	2
30	о том что	1	2
31	не только не	2	2
32	можно сказать что	1	2
33	с другой стороны	5	2
34	для того чтобы	4	2
35	не может быть	14	2
36	что это не	1	1
37	но и все	1	1
38	а следовательно и	1	1
39	и не могут	3	1
40	очень остро и	1	1
41	какой бы то	1	1
42	бы ни был	1	1
43	по отношению к	3	1
44	в стадии своего	1	1
45	и в данном	2	1
46	на самом деле	12	1
47	в самом деле	4	1
48	подобно тому как	4	1
49	и все вообще	1	1
50	том что это	1	1
51	самый факт его	1	1
52	до известной степени	2	1
53	вместе с тем	3	1
54	в отличие от	2	1
55	же время не	1	1
56	одна из существеннейших	1	1
57	на самом же	2	1
58	в этом отношении	3	1
59	он не был	1	1
60	том или ином	1	1
61	заложенные в них	2	1
62	вовсе не следует	1	1
63	в точке пересечения	1	1
64	мы еще вернемся	1	1
65	говорит о том	1	1
66	и в других	1	1
67	все эти эпизоды	1	1
68	о том как	2	1
69	и тогда когда	1	1
70	если же мы	1	1
71	мы полагаем что	1	1
72	одним из средств	1	1
73	не потому что	1	1
74	то ни было	4	1
75	если бы в	1	1
76	так и в	2	1
77	но при этом	1	1
78	обстоит дело с	3	1
79	все без исключения	3	1
80	и вместе с	1	1
81	настоящее время в	1	1
82	не в том	1	1
83	в том или	1	1
84	один из моментов	1	1
85	кроме того в	1	1
86	бы оно ни	1	1
87	как впрочем и	1	1
88	самом же деле	2	1
89	потому что они	1	1
90	только то что	2	1
91	в частности в	1	1
92	оно ни было	1	1
93	данной эпохи и	1	1
94	мы не можем	2	1
95	и притом в	1	1
96	никогда не может	1	1
97	он был бы	1	1
98	что в его	1	1
99	вовсе не как	1	1
100	в ее целом	1	1
101	с самого начала	1	1
102	и в самом	1	1
103	в пределах одной	2	1
104	выходит за пределы	1	1
105	как бы ни	2	1
106	язык в его	1	1
107	может и не	1	1
108	в этом смысле	2	1
109	в романе и	1	1
110	лишь там где	1	1
111	можно было бы	1	1
112	исторического становления в	1	1
113	друг с другом	1	1
114	и в нем	1	1
115	как мы знаем	4	1
116	то же самое	3	1
117	той или иной	1	1
118	и только в	1	1
119	в полной силе	2	1
