N	2gram	Trubetskoy_1	FransuaR
1	и в	26	45
2	то есть	4	25
3	и не	8	15
4	в этом	15	14
5	но в	7	14
6	не только	10	14
7	во всех	2	13
8	и его	1	13
9	в его	5	13
10	как бы	12	12
11	во время	4	12
12	что в	9	12
13	то же	4	11
14	в своем	3	11
15	в то	4	11
16	в нем	4	10
17	и с	10	10
18	как и	1	10
19	в том	11	10
20	но и	9	10
21	прежде всего	2	10
22	же время	2	9
23	в ней	1	8
24	таким образом	22	8
25	в самой	2	8
26	мира и	1	8
27	жизни и	2	8
28	так же	5	8
29	с его	2	7
30	мы видели	2	7
31	том что	7	7
32	не в	2	7
33	потому что	7	7
34	в эпоху	7	7
35	что и	6	7
36	в конце	6	7
37	и все	2	7
38	все это	6	7
39	здесь не	1	6
40	в этой	4	6
41	он не	4	6
42	всех этих	1	6
43	весь мир	1	6
44	в них	2	6
45	того чтобы	5	6
46	связи с	9	6
47	так и	6	6
48	что он	4	6
49	так как	9	6
50	для того	5	6
51	одним из	2	5
52	самом деле	1	5
53	это и	1	5
54	с ее	1	5
55	и на	2	5
56	и как	3	5
57	и к	5	5
58	в себя	1	5
59	и у	8	5
60	все эти	6	5
61	над миром	1	5
62	на этом	1	5
63	его в	1	5
64	с ним	1	5
65	этом отношении	2	5
66	мы видим	1	5
67	одной из	5	5
68	со всеми	2	5
69	и их	1	5
70	как раз	1	5
71	в связи	3	5
72	не может	4	5
73	но это	1	5
74	же как	3	4
75	мы уже	1	4
76	той же	1	4
77	его не	2	4
78	мы не	1	4
79	и о	3	4
80	в сущности	1	4
81	но не	8	4
82	в общем	8	4
83	эта связь	1	4
84	кроме того	1	4
85	в самом	4	4
86	тому же	5	4
87	по своему	2	4
88	это было	1	4
89	точки зрения	13	4
90	известной степени	1	4
91	в их	1	4
92	до известной	1	4
93	вернемся к	1	4
94	у него	1	4
95	и это	2	4
96	ничего не	1	4
97	и здесь	2	4
98	о том	6	4
99	и во	1	4
100	только в	4	4
101	с этим	1	4
102	и даже	3	4
103	сказать что	2	4
104	а не	5	4
105	и от	4	4
106	бы в	1	4
107	все они	1	4
108	а также	2	4
109	а в	4	4
110	как на	8	4
111	такой же	1	4
112	том числе	5	4
113	к началу	1	3
114	того же	6	3
115	из этих	10	3
116	как в	1	3
117	в одной	1	3
118	выйти из	1	3
119	что она	1	3
120	связанные с	7	3
121	связанных с	2	3
122	священного писания	1	3
123	ни в	1	3
124	до сих	5	3
125	в своей	1	3
126	в которых	4	3
127	не менее	3	3
128	но они	1	3
129	не имеет	5	3
130	тела и	1	3
131	своего отца	1	3
132	и образ	1	3
133	всего этого	1	3
134	не могло	2	3
135	то время	1	3
136	жизни он	1	3
137	это не	1	3
138	именно в	2	3
139	того что	3	3
140	и прежде	1	3
141	до нас	1	3
142	для всех	2	3
143	для него	3	3
144	в одном	3	3
145	не было	2	3
146	еще и	1	3
147	о чем	1	3
148	там где	1	3
149	связь с	2	3
150	вместе с	15	3
151	в течение	4	3
152	по существу	2	3
153	сих пор	5	3
154	и для	5	3
155	на небе	2	3
156	с помощью	1	3
157	находим в	1	3
158	на этот	4	3
159	и другие	3	3
160	можно говорить	1	2
161	чтобы не	1	2
162	в этот	1	2
163	и есть	1	2
164	с точки	6	2
165	и до	1	2
166	и больше	2	2
167	между человеком	1	2
168	и за	1	2
169	он знает	1	2
170	из своих	2	2
171	совершенно так	1	2
172	представлением о	1	2
173	в народном	3	2
174	в чем	1	2
175	в данном	1	2
176	в сторону	1	2
177	вступают в	1	2
178	отличие от	1	2
179	относится к	2	2
180	ставил себе	1	2
181	все же	6	2
182	когда он	3	2
183	и наконец	2	2
184	от этого	1	2
185	и отчасти	1	2
186	что это	3	2
187	он в	2	2
188	роль в	1	2
189	и если	3	2
190	при этом	3	2
191	но именно	1	2
192	перестает быть	2	2
193	в xvii	1	2
194	он должен	1	2
195	нечто весьма	1	2
196	в начале	2	2
197	и связанные	2	2
198	с представлением	1	2
199	так например	2	2
200	том же	1	2
201	на все	2	2
202	лишь в	5	2
203	было бы	1	2
204	смерть и	1	2
205	и смерти	1	2
206	она и	1	2
207	с тем	18	2
208	несмотря на	6	2
209	одно из	2	2
210	человеком и	1	2
211	образы эти	1	2
212	но эта	1	2
213	труда и	1	2
214	даже в	1	2
215	в отношении	6	2
216	вплоть до	2	2
217	эти дни	1	2
218	если в	3	2
219	взглянуть на	1	2
220	всего существующего	1	2
221	больше чем	2	2
222	видим что	1	2
223	с другом	5	2
224	начиная с	2	2
225	не могут	2	2
226	что все	4	2
227	числе и	4	2
228	к тому	6	2
229	этот путь	2	2
230	народа в	1	2
231	данном случае	1	2
232	и что	4	2
233	материи и	1	2
234	том как	1	2
235	по тому	2	2
236	же самое	2	2
237	и т.д	6	2
238	можно сказать	3	2
239	в значительной	3	2
240	к нему	7	2
241	между тем	2	2
242	этих слов	1	2
243	в ту	1	2
244	затем появляется	1	2
245	происходит в	1	2
246	важное значение	1	2
247	уже говорили	1	2
248	в уста	1	2
249	в качестве	3	2
250	xvii веке	1	2
251	мы можем	2	2
252	может быть	10	2
253	заметить что	1	2
254	и только	4	2
255	а именно	1	2
256	в отличие	1	2
257	превращается в	2	2
258	один из	2	2
259	на эту	1	2
260	в одно	2	2
261	эти особенности	1	2
262	эти последние	1	2
263	конечно не	2	2
264	друг с	5	2
265	оставаясь в	1	2
266	благодаря этому	2	2
267	только для	2	2
268	пор еще	2	2
269	которой можно	1	2
270	в другое	2	2
271	в эту	2	2
272	хотя бы	3	2
273	то что	7	2
274	их с	1	2
275	одновременно и	2	2
276	ко всему	2	2
277	к этому	3	2
278	с новыми	1	1
279	вряд ли	1	1
280	женщины и	1	1
281	он становится	1	1
282	и через	1	1
283	связана с	2	1
284	становится в	1	1
285	он может	1	1
286	то в	1	1
287	тем же	1	1
288	в какой-то	1	1
289	все те	1	1
290	и этот	1	1
291	а как	1	1
292	есть не	1	1
293	та же	1	1
294	что уже	1	1
295	нам в	1	1
296	в учении	1	1
297	с молоком	1	1
298	сложнее и	1	1
299	не совсем	1	1
300	жизни это	1	1
301	танцы и	1	1
302	магии и	1	1
