N	3gram	Vinokur_St_3	Istorich
1	и т д	2	24
2	до сих пор	2	5
3	с другой стороны	4	4
4	не может быть	5	4
5	но все же	2	4
6	в плен и	1	3
7	в некоторых случаях	1	3
8	на то что	3	3
9	как мы видели	1	3
10	о том что	4	2
11	и только тогда	1	2
12	мы имеем в	2	2
13	то же самое	1	2
14	не только в	3	2
15	тем что он	2	2
16	интересно что в	1	2
17	то что он	1	2
18	он должен был	1	2
19	в другом случае	1	2
20	в связи с	3	2
21	тем не менее	2	2
22	и может быть	1	1
23	и попадает в	1	1
24	потому что он	2	1
25	но так как	1	1
26	между прочим и	1	1
27	том чтобы дать	1	1
28	он говорит что	1	1
29	и при помощи	1	1
30	но и в	2	1
31	очень интересно что	1	1
32	и холм и	1	1
33	том отношении что	1	1
34	нельзя сказать что	2	1
35	независимо от того	2	1
36	русском фольклоре это	1	1
37	своей цели и	1	1
38	одновременно и в	1	1
39	нет никакого сомнения	1	1
40	и тем что	1	1
41	и в этих	2	1
42	и в других	1	1
43	но и это	1	1
44	то время как	4	1
45	не потому что	1	1
46	все же он	1	1
47	такие выражения как	2	1
48	по большей части	1	1
49	во всех этих	2	1
50	сила но сила	1	1
51	и тогда он	1	1
52	не в том	3	1
53	мы имеем здесь	1	1
54	что у него	1	1
55	представляют собой лишь	1	1
56	т е как	1	1
57	объясняется тем что	1	1
58	этого не было	1	1
59	вместе с тем	1	1
60	от того кто	1	1
61	но уже в	1	1
62	это несомненно в	1	1
63	хотя бы на	1	1
64	в то время	4	1
65	у него есть	2	1
66	об этом мы	1	1
67	и если бы	1	1
68	он не имеет	1	1
69	примеры показывают что	1	1
70	в том отношении	1	1
71	можно сказать что	1	1
72	он может быть	1	1
73	тем более что	2	1
74	до того как	1	1
75	на пути к	1	1
76	к тому что	2	1
77	только тогда когда	2	1
78	у него было	1	1
