N	2gram	Ircho_Kome_3	formyVre
1	и в	22	50
2	в этом	8	25
3	в нем	3	24
4	в греческом	1	24
5	человека в	2	17
6	и его	6	16
7	прежде всего	5	15
8	как мы	2	14
9	и не	21	14
10	в его	8	13
11	вовсе не	4	13
12	как раз	6	13
13	по существу	2	12
14	так и	4	12
15	человека и	2	11
16	то же	7	11
17	таким образом	12	11
18	может быть	6	11
19	и как	1	10
20	но в	5	10
21	времени и	1	10
22	с его	3	9
23	все эти	1	9
24	роль в	2	9
25	не только	5	9
26	в то	6	9
27	ничего не	3	9
28	же время	5	9
29	в том	12	9
30	в конце	7	9
31	в других	3	9
32	и т	4	8
33	того же	6	8
34	и на	2	8
35	в самом	9	8
36	ни в	10	8
37	т п	4	8
38	жизни в	1	8
39	его жизни	1	8
40	но и	4	8
41	и их	1	8
42	как и	3	8
43	жизни и	1	8
44	это время	1	7
45	и во	2	7
46	не было	2	7
47	например в	1	6
48	во всех	2	6
49	как в	2	6
50	с этим	3	6
51	все же	4	6
52	это не	2	6
53	в их	2	6
54	так как	11	6
55	в ее	3	6
56	связи с	5	6
57	у него	4	6
58	то что	4	6
59	в частности	3	6
60	не может	3	6
61	так же	4	6
62	в результате	2	6
63	и все	2	6
64	отношению к	3	5
65	и до	1	5
66	время как	2	5
67	еще не	6	5
68	но не	1	5
69	и речи	4	5
70	отнюдь не	4	5
71	и у	1	5
72	не в	4	5
73	он не	5	5
74	значение в	1	5
75	в основе	2	5
76	того чтобы	6	5
77	точки зрения	4	5
78	не могло	1	5
79	могут быть	1	5
80	но все	4	5
81	в пределах	2	5
82	в образе	2	5
83	если бы	8	5
84	до нас	4	5
85	для того	6	5
86	в связи	4	5
87	наряду с	2	5
88	в основном	1	5
89	что в	5	5
90	и это	2	4
91	античной литературы	2	4
92	в ней	4	4
93	в своем	8	4
94	конечно не	3	4
95	то время	2	4
96	раз в	2	4
97	на площади	1	4
98	чтобы они	1	4
99	и с	4	4
100	в них	3	4
101	том что	13	4
102	в котором	2	4
103	не имеет	3	4
104	потому что	10	4
105	к себе	5	4
106	здесь не	2	4
107	было и	1	4
108	жизнь и	1	4
109	могло быть	2	4
110	только в	1	4
111	до конца	4	4
112	нет ничего	2	4
113	в присутствии	2	4
114	все это	5	4
115	между собой	4	4
116	и для	4	4
117	том числе	1	4
118	отношения к	2	3
119	а как	2	3
120	мы не	2	3
121	в сущности	2	3
122	в виду	2	3
123	по отношению	5	3
124	себе и	1	3
125	к концу	2	3
126	хотя и	5	3
127	в себе	4	3
128	и те	1	3
129	при этом	7	3
130	его в	8	3
131	и других	1	3
132	с другими	2	3
133	здесь нет	4	3
134	для них	1	3
135	между ними	2	3
136	в этих	1	3
137	в отношении	4	3
138	их в	3	3
139	друг друга	4	3
140	этом отношении	2	3
141	не могут	2	3
142	к тому	6	3
143	формы и	1	3
144	все его	1	3
145	нас в	1	3
146	что и	8	3
147	один из	3	3
148	мы видим	1	3
149	одной из	3	3
150	во времени	1	3
151	и ее	2	3
152	с одной	3	3
153	со всеми	1	3
154	в качестве	2	3
155	только на	1	3
156	в начале	3	3
157	был бы	2	3
158	одно из	1	3
159	в одном	2	3
160	до сих	9	3
161	мы еще	1	3
162	себя и	2	3
163	что не	3	3
164	с тем	4	3
165	быть только	1	3
166	а не	4	3
167	человек в	1	3
168	на фоне	1	3
169	вместе с	9	3
170	и потому	1	3
171	да и	1	3
172	сих пор	9	3
173	или в	1	3
174	своей собственной	1	3
175	ни к	1	3
176	а в	7	3
177	не знает	3	3
178	сказать что	1	3
179	они не	1	3
180	к этому	6	3
181	в таком	2	3
182	во всяком	3	3
183	всего это	1	2
184	здесь и	2	2
185	к другому	1	2
186	той же	1	2
187	вопрос о	1	2
188	принадлежит к	1	2
189	на себя	4	2
190	они были	1	2
191	же что	1	2
192	жизни это	1	2
193	на них	3	2
194	в чем	1	2
195	не без	1	2
196	не входит	1	2
197	нет и	4	2
198	в истории	1	2
199	стороны и	2	2
200	никаких следов	1	2
201	не являются	1	2
202	и к	3	2
203	от этого	1	2
204	в этот	1	2
205	в целом	3	2
206	тому же	6	2
207	прямое отношение	1	2
208	в нашем	1	2
209	выражение в	1	2
210	как бы	3	2
211	как он	3	2
212	и еще	3	2
213	не как	2	2
214	его от	2	2
215	и по	1	2
216	что все	1	2
217	об этом	7	2
218	ясно что	6	2
219	было бы	3	2
220	как встреча	1	2
221	нет в	1	2
222	чем в	3	2
223	места в	1	2
224	в своей	5	2
225	он должен	1	2
226	с точки	3	2
227	начиная от	2	2
228	место в	1	2
229	не к	1	2
230	в отличие	1	2
231	в которых	5	2
232	точку зрения	1	2
233	но он	1	2
234	друг другу	1	2
235	том же	1	2
236	самого начала	4	2
237	никогда не	3	2
238	те моменты	1	2
239	но очень	1	2
240	к ней	8	2
241	во всем	1	2
242	мы встречаем	1	2
243	в трагедии	1	2
244	все то	1	2
245	выход из	1	2
246	числе и	1	2
247	правда не	1	2
248	подходе к	1	2
249	здесь также	1	2
250	с самого	4	2
251	те же	1	2
252	во многом	1	2
253	по сравнению	2	2
254	разумеется что	2	2
255	с ним	5	2
256	в глаза	3	2
257	а также	2	2
258	главный герой	1	2
259	во втором	1	2
260	осла и	1	2
261	дальнейшим развитием	1	2
262	не зная	3	2
263	собой разумеется	2	2
264	всякого рода	1	2
265	и подслушать	1	2
266	в стороне	1	2
267	на своей	2	2
268	и кончая	1	2
269	уже в	2	2
270	если мы	2	2
271	друг за	1	2
272	его и	1	2
273	традиции на	1	2
274	мы находим	1	2
275	с этими	1	2
276	отношение к	5	2
277	к ним	3	2
278	не о	3	2
279	отличие от	2	2
280	тем что	5	2
281	само собой	4	2
282	чувствует себя	2	2
283	не были	1	2
284	и даже	3	2
285	даже не	3	2
286	о своей	1	2
287	с другой	4	2
288	далеко не	3	2
289	соответствии с	1	2
290	в некоторых	1	2
291	в соответствии	1	2
292	одной стороны	3	2
293	он только	1	2
294	жизнь в	1	2
295	что мы	2	2
296	с помощью	4	2
297	за другом	1	2
298	его на	2	2
299	к своему	2	2
300	к жизни	1	2
301	сравнению с	2	2
302	существу не	1	2
303	в течение	3	2
304	в это	1	2
305	не является	4	2
306	и может	1	2
307	где и	1	2
308	человек и	1	2
309	для нас	1	2
310	у них	1	2
311	хотя бы	4	2
312	в дом	14	2
313	была бы	1	2
314	совершенно не	2	2
315	равно как	2	2
316	в свою	7	2
317	в которой	3	2
318	и эта	1	2
319	можно назвать	1	2
320	всем и	1	1
321	пор не	2	1
322	и наиболее	1	1
323	я и	1	1
324	жизни где	1	1
325	мне то	1	1
326	одним из	2	1
327	начинается с	1	1
328	их между	1	1
329	идет о	3	1
330	тем же	3	1
331	испытания в	1	1
332	в зависимости	1	1
333	в доме	10	1
334	с приметами	1	1
335	и абсолютно	1	1
336	из всех	2	1
337	из которой	2	1
338	для своего	1	1
339	мы имеем	1	1
340	и само	1	1
341	бы в	4	1
342	с более	1	1
343	и последующих	1	1
344	именно к	1	1
345	подсмотреть и	1	1
346	за несколько	1	1
347	с радостью	2	1
348	на себе	1	1
349	я не	1	1
350	на несколько	1	1
351	из того	3	1
352	не совсем	2	1
353	зависимости от	1	1
354	и он	2	1
355	но ей	1	1
356	он был	4	1
357	и отец	2	1
358	он сам	1	1
359	первый план	1	1
360	самом деле	6	1
361	но как	1	1
