N	3gram	Bakhtin_Pr_1	Komedia
1	до сих пор	2	9
2	в том что	6	9
3	в самом деле	2	6
4	для того чтобы	1	6
5	в свою очередь	1	6
6	в то же	9	4
7	о том что	1	4
8	то же время	9	4
9	с самого начала	1	4
10	по отношению к	8	3
11	с точки зрения	13	3
12	и т п	3	3
13	во всяком случае	3	3
14	то же самое	1	3
15	хотя и не	1	2
16	в этом случае	1	2
17	по сравнению с	1	2
18	бы то ни	2	2
19	он и не	1	2
20	в этом отношении	3	2
21	то время как	1	2
22	т е в	2	2
23	то ни было	1	2
24	в конце концов	5	2
25	с другой стороны	3	2
26	в то время	1	2
27	но все же	2	2
28	что и в	1	2
29	именно потому что	2	2
30	от альфы до	1	1
31	потому что он	1	1
32	более или менее	1	1
33	имеем в виду	1	1
34	подобно тому как	3	1
35	друг против друга	2	1
36	приходится признать что	1	1
37	и в то	2	1
38	в зависимости от	5	1
39	он должен быть	1	1
40	независимо от того	1	1
41	и не может	2	1
42	в частности на	1	1
43	может быть только	1	1
44	по крайней мере	1	1
45	дело таким образом	1	1
46	и в частности	1	1
47	же что и	1	1
48	в настоящее время	1	1
49	в первом случае	1	1
50	таким образом и	1	1
51	зависимости от того	1	1
52	и в пределах	1	1
53	это не так	1	1
54	не давая ему	1	1
55	в пределах того	1	1
56	мы подходим к	1	1
57	как бы в	2	1
58	в построении образов	1	1
59	этой точки зрения	1	1
60	ставит нас перед	1	1
61	хотя он и	1	1
62	так и в	1	1
63	можно сказать что	1	1
64	и никогда не	1	1
65	именно к этой	1	1
66	ни одной из	1	1
67	мы имеем в	1	1
68	к тому что	1	1
69	т е о	1	1
70	в отношении к	1	1
71	друг за другом	1	1
72	друг с другом	1	1
73	и в этом	5	1
74	и т д	1	1
