N	3gram	Bakhtin_sl_2	FransuaR
1	то же время	4	8
2	в то же	4	8
3	в большинстве случаев	5	5
4	как мы уже	2	5
5	мы уже говорили	1	5
6	и в то	1	4
7	более или менее	2	3
8	в том числе	1	3
9	и до конца	1	3
10	но и в	1	3
11	для того чтобы	2	3
12	с другой стороны	1	3
13	с самого начала	1	3
14	таким образом в	1	3
15	в эту игру	1	2
16	с точки зрения	3	2
17	той же задаче	1	2
18	во франции в	2	2
19	том числе и	1	2
20	но конечно не	1	2
21	в узком смысле	4	2
22	с одной стороны	5	2
23	для правильного понимания	1	2
24	не только в	2	2
25	о том что	1	2
26	слов и выражений	1	2
27	нужно сказать что	1	2
28	конечно далеко не	1	2
29	как мы видели	1	2
30	с претензиями на	1	1
31	а следовательно и	1	1
32	зрения на мир	2	1
33	именно там где	1	1
34	точки зрения на	1	1
35	же время это	2	1
36	борьба с ними	1	1
37	мы уже сказали	1	1
38	и все остальные	1	1
39	и др но	1	1
40	одной стороны и	3	1
41	к нему не	1	1
42	на первый план	1	1
43	но все это	1	1
44	до сих пор	2	1
45	и не может	1	1
46	как мы сказали	2	1
47	до известной степени	1	1
48	до конца в	1	1
49	а также в	1	1
50	в той же	1	1
51	в чем не	2	1
52	и в дальнейшем	1	1
53	притом в большинстве	1	1
54	в этом отношении	3	1
55	но в романе	1	1
56	со всех сторон	1	1
57	в романе есть	2	1
58	на них и	1	1
59	его смысла и	1	1
60	в самую гущу	1	1
61	и в них	1	1
62	но в то	3	1
63	независимо от него	1	1
64	ни в чем	2	1
65	не значит конечно	1	1
66	а также и	2	1
67	может быть и	2	1
68	в отличие от	12	1
69	только и не	1	1
70	в связи с	2	1
71	это не значит	1	1
72	значит конечно что	1	1
73	так и от	1	1
74	при этом и	1	1
75	так и в	3	1
76	не может быть	15	1
77	влияние и на	1	1
78	оно так сказать	1	1
79	далеко не все	1	1
80	не только и	2	1
81	в романе не	2	1
82	в нем нет	1	1
83	и в плане	1	1
84	в маленьком масштабе	1	1
85	и не столько	1	1
86	в свою очередь	2	1
87	мы можем сказать	1	1
88	не знаем в	1	1
89	включает в себя	2	1
90	мы не знаем	1	1
91	и его современников	1	1
92	роль в романе	1	1
93	конечно не только	1	1
94	тех или иных	1	1
95	так и по	1	1
96	в том что	4	1
97	все это не	1	1
98	мы видели что	1	1
