N	3gram	Vygotskiy__4	Literetu
1	в том что	31	11
2	состоит в том	3	5
3	в отличие от	2	5
4	в данном случае	2	4
5	не только в	1	4
6	в связи с	3	4
7	прежде всего в	1	3
8	с этой точки	4	3
9	этой точки зрения	4	3
10	при этом как	1	3
11	в том же	1	3
12	по отношению к	1	2
13	не говоря уже	1	2
14	подобно тому как	2	2
15	с точки зрения	11	2
16	только в том	2	2
17	в этом отношении	7	2
18	и то что	4	2
19	с одной стороны	9	2
20	чуть ли не	1	2
21	во всяком случае	3	2
22	в целом но	1	2
23	о том что	3	2
24	и тем самым	4	2
25	тем не менее	1	2
26	на том что	1	1
27	не в состоянии	1	1
28	а отнюдь не	1	1
29	мы никогда не	1	1
30	одним и тем	3	1
31	на самом деле	1	1
32	как и во	1	1
33	на то что	4	1
34	том что он	1	1
35	решающую роль в	1	1
36	и не только	2	1
37	в зависимости от	1	1
38	как это ни	1	1
39	бы то ни	1	1
40	между тем как	3	1
41	можно было бы	5	1
42	и тому подобные	1	1
43	не подлежит сомнению	1	1
44	то в чем	1	1
45	и в частности	1	1
46	и во всей	1	1
47	и тем же	3	1
48	в самом деле	6	1
49	на задний план	1	1
50	говоря уже о	1	1
51	а также и	1	1
52	как один из	1	1
53	по тому же	1	1
54	а с другой	2	1
55	все более и	2	1
56	уже в первой	1	1
57	в целом ряде	2	1
58	с другой стороны	8	1
59	тем что в	1	1
60	не может быть	1	1
61	едва ли не	1	1
62	только то что	1	1
63	ничего общего с	1	1
64	только в качестве	1	1
65	имел в виду	1	1
66	в свою очередь	2	1
67	далеко не всегда	1	1
68	и того же	5	1
69	до сих пор	1	1
70	с самого начала	1	1
71	никогда не бывает	2	1
72	не только на	1	1
73	более и более	2	1
74	при этом не	1	1
75	но все же	1	1
76	то ни было	1	1
77	одного и того	5	1
78	в том числе	2	1
79	в каком отношении	1	1
80	тех или иных	1	1
81	мы имеем дело	1	1
82	к тому же	1	1
83	в основе этой	1	1
84	в равной мере	3	1
85	но по своей	1	1
