N	3gram	Potebnia_M_1	Istorich
1	и т д	4	18
2	с другой стороны	5	8
3	с одной стороны	3	7
4	о том что	1	4
5	в связи с	1	4
6	но все же	1	4
7	тем не менее	6	4
8	так же как	1	3
9	не может быть	9	3
10	после того как	1	3
11	для того чтобы	2	3
12	на том что	1	2
13	том что при	1	2
14	по отношению к	13	2
15	так как в	2	2
16	до сих пор	1	2
17	если бы мы	1	2
18	не только в	3	2
19	но и в	4	2
20	но так как	1	2
21	мы видели что	1	2
22	таким образом мы	1	2
23	это значит что	1	2
24	но это не	1	2
25	и таким образом	1	2
26	в том что	13	2
27	на то что	1	2
28	как и в	2	2
29	что и в	3	2
30	же может быть	1	1
31	доказывается тем что	1	1
32	по себе не	1	1
33	выше мы видели	1	1
34	мере того как	3	1
35	а не в	1	1
36	это было бы	1	1
37	из того что	1	1
38	но то что	1	1
39	на самом деле	1	1
40	в его состав	1	1
41	по мере того	3	1
42	и в более	1	1
43	одной стороны и	1	1
44	случаев в которых	1	1
45	друг в друга	1	1
46	с точки зрения	3	1
47	и не только	1	1
48	вместе с другими	1	1
49	только в том	6	1
50	сам по себе	1	1
51	переходят друг в	1	1
52	что не только	2	1
53	с тем что	3	1
54	то же время	3	1
55	мысль что и	2	1
56	точно так же	1	1
57	только тем что	1	1
58	то это было	1	1
59	с этой точки	1	1
60	указывает на то	1	1
61	в ней не	1	1
62	том смысле в	3	1
63	не в том	4	1
64	может быть не	1	1
65	когда уже не	1	1
66	таким же путем	1	1
67	на задний план	1	1
68	себя в его	1	1
69	и потому что	2	1
70	смысле в каком	4	1
71	потому что в	4	1
72	не только для	2	1
73	и потому не	1	1
74	еще и потому	1	1
75	во всяком случае	1	1
76	мы увидим что	3	1
77	в одно целое	1	1
78	бы думать что	1	1
79	этой точки зрения	1	1
80	и в таком	1	1
81	таким образом в	1	1
82	в одно время	1	1
83	д и т	1	1
84	но тем не	3	1
85	в то время	1	1
86	в свою очередь	4	1
87	само по себе	4	1
88	и тем самым	1	1
89	развивается в истории	1	1
90	покажет нам что	1	1
91	но и для	2	1
92	с самого начала	3	1
93	вопрос о том	1	1
94	и не могло	1	1
95	подобно тому как	3	1
96	можно бы думать	1	1
97	в то же	3	1
98	вопрос о происхождении	2	1
99	в том смысле	4	1
100	т д то	1	1
101	только тогда когда	4	1
102	не теряет своей	1	1
103	как мы видели	1	1
104	со стороны их	1	1
