N	2gram	Trubetskoy_1	StatiiOP
1	и в	14	44
2	в том	17	36
3	и т	3	30
4	что в	4	30
5	том что	9	29
6	в этом	17	21
7	вовсе не	1	19
8	не только	9	18
9	то что	13	18
10	было бы	5	17
11	о том	7	17
12	а в	5	17
13	а не	2	16
14	и не	19	16
15	может быть	9	15
16	в области	2	14
17	в данном	7	14
18	можно было	4	13
19	не в	4	12
20	самом деле	7	11
21	в этой	4	11
22	того чтобы	8	11
23	точки зрения	11	11
24	но в	2	10
25	ясно что	2	10
26	для того	6	10
27	что он	6	10
28	только в	5	10
29	но и	10	10
30	также и	1	9
31	как и	4	9
32	в то	10	9
33	так и	1	9
34	если бы	6	9
35	того что	3	9
36	в его	4	9
37	с другой	1	9
38	во всех	5	8
39	все же	4	8
40	но ведь	1	8
41	это не	1	8
42	из них	3	8
43	с точки	9	8
44	не может	22	8
45	на эти	1	7
46	что они	3	7
47	в самом	3	7
48	так например	1	7
49	таким образом	11	7
50	для нас	2	7
51	этом отношении	1	7
52	до сих	5	7
53	прежде всего	8	7
54	сих пор	5	7
55	на самом	6	6
56	со стороны	4	6
57	из этих	3	6
58	в своей	5	6
59	потому что	5	6
60	данном случае	3	6
61	что и	3	6
62	всяком случае	6	6
63	так что	2	6
64	для него	6	6
65	именно в	3	6
66	дело в	1	6
67	что же	4	6
68	но это	2	6
69	хотя бы	5	6
70	во всяком	9	6
71	вряд ли	3	5
72	и то	4	5
73	то же	11	5
74	все эти	2	5
75	в нем	5	5
76	и по	3	5
77	такой же	1	5
78	в котором	2	5
79	в которых	1	5
80	не менее	1	5
81	никогда не	5	5
82	могут быть	1	5
83	так как	4	5
84	тем что	3	5
85	и даже	2	5
86	все это	6	5
87	была бы	1	5
88	совершенно не	2	5
89	жизни и	4	5
90	так же	2	5
91	речь идет	2	4
92	как это	1	4
93	это и	1	4
94	в которой	1	4
95	вопрос о	5	4
96	столь же	1	4
97	что это	3	4
98	на то	5	4
99	в россии	6	4
100	является не	2	4
101	но все	1	4
102	но если	3	4
103	и сейчас	3	4
104	представление о	1	4
105	можно ли	3	4
106	же время	10	4
107	как будто	2	4
108	в ее	1	4
109	языка и	1	4
110	что у	1	4
111	и что	2	4
112	заключается в	1	4
113	этот вопрос	2	4
114	в качестве	3	4
115	же и	1	4
116	не было	3	4
117	даже не	2	4
118	к которому	1	4
119	на эту	2	4
120	в частности	2	4
121	как бы	4	4
122	тем более	1	4
123	или иного	2	4
124	того или	2	4
125	это в	2	4
126	же как	1	3
127	того же	1	3
128	и без	1	3
129	тем же	1	3
130	должна быть	2	3
131	и за	1	3
132	в деле	1	3
133	то это	3	3
134	в ней	2	3
135	еще не	3	3
136	он был	1	3
137	из двух	1	3
138	но не	4	3
139	по отношению	2	3
140	в истории	1	3
141	с этим	2	3
142	что касается	1	3
143	не являются	1	3
144	то в	3	3
145	точку зрения	4	3
146	что так	1	3
147	во многих	2	3
148	же это	1	3
149	эпохи не	1	3
150	за то	2	3
151	в другом	3	3
152	и с	7	3
153	лишь в	3	3
154	и тем	2	3
155	даже в	1	3
156	ни в	2	3
157	о которой	1	3
158	что не	1	3
159	тому что	2	3
160	во время	2	3
161	что о	1	3
162	в конце	3	3
163	а на	1	3
164	не по	1	3
165	в основе	1	3
166	а во	1	3
167	стремление к	7	3
168	должны быть	1	3
169	что оно	3	3
170	в применении	1	3
171	должен быть	1	3
172	для себя	2	3
173	не трудно	1	3
174	об этом	1	3
175	его жизни	1	3
176	между тем	5	3
177	и только	5	3
178	по этому	2	3
179	вопроса о	1	3
180	в виде	3	3
181	в начале	2	3
182	бы все	1	3
183	в очень	1	3
184	а с	2	3
185	что для	3	3
186	на этот	1	3
187	применении к	1	3
188	да и	3	3
189	материал для	1	3
190	с этой	1	3
191	не является	1	3
192	и для	6	3
193	в результате	2	3
194	люди которые	1	3
195	отношению к	1	3
196	культуры в	3	3
