N	3gram	Losev_Vlad_1	FransuaR
1	в то же	4	6
2	то же время	4	6
3	не только в	2	5
4	не может быть	3	4
5	в этом отношении	1	3
6	на первом плане	1	3
7	но в то	1	3
8	с одной стороны	1	3
9	в свое время	5	3
10	о том что	7	3
11	с другой стороны	3	3
12	как мы уже	3	3
13	можно сказать что	2	2
14	в году в	2	2
15	вовсе не был	2	2
16	но даже и	2	2
17	только то что	1	2
18	содержит в себе	1	2
19	то что для	1	2
20	и в то	2	2
21	не во всем	1	2
22	во всяком случае	2	2
23	там же с	10	2
24	и в меру	1	1
25	мы знаем что	2	1
26	что он пишет	1	1
27	для него только	1	1
28	в те времена	5	1
29	потому что в	1	1
30	дело в том	4	1
31	всем известно что	1	1
32	мы уже сказали	2	1
33	он издал в	1	1
34	в настоящее время	1	1
35	также и в	1	1
36	в том же	1	1
37	так и его	1	1
38	и не может	1	1
39	роль в мировоззрении	1	1
40	на самом же	1	1
41	но все это	1	1
42	но он не	1	1
43	свидетельствуют о том	2	1
44	в значительной мере	1	1
45	и той же	1	1
46	к ней как	1	1
47	и без того	1	1
48	кто знает что	1	1
49	для своего времени	2	1
50	в том чтобы	2	1
51	и в литературе	1	1
52	и в особенности	1	1
53	в конце концов	3	1
54	и тот же	2	1
55	человека то есть	1	1
56	только с помощью	1	1
57	так и в	1	1
58	в году и	2	1
59	в обращении к	1	1
60	только в году	2	1
61	в связи со	2	1
62	что касается до	1	1
63	в течение почти	1	1
64	уже после смерти	1	1
65	один и тот	2	1
66	т ii с	3	1
67	время это уже	1	1
68	даже и в	1	1
69	в тех же	1	1
70	здесь мы должны	1	1
71	и теперь в	1	1
72	только во время	1	1
73	на этом мы	1	1
74	не только не	1	1
75	самом же деле	1	1
76	он чувствует себя	1	1
77	он выступает против	1	1
78	на то что	4	1
79	в году о	1	1
80	во второй половине	1	1
81	одной и той	1	1
82	что уже в	1	1
83	для того чтобы	2	1
84	в том что	7	1
85	и все это	1	1
86	дальше в этом	1	1
