N	2gram	Tiupa_Lite_2	Freidism
1	таким образом	1	24
2	и не	11	23
3	не может	9	20
4	точки зрения	4	19
5	прежде всего	4	18
6	в этом	9	15
7	в его	4	15
8	может быть	17	13
9	и его	3	12
10	все эти	1	11
11	как и	10	11
12	с точки	3	11
13	как бы	2	11
14	то что	7	11
15	самом деле	1	10
16	но в	2	10
17	его в	1	10
18	с ним	2	10
19	как мы	1	10
20	так и	7	10
21	и потому	1	10
22	во всех	3	9
23	по отношению	4	9
24	и в	19	9
25	то же	12	8
26	не только	8	8
27	он не	5	8
28	в своей	1	8
29	еще не	2	8
30	что он	3	8
31	так как	3	8
32	и все	1	8
33	отношению к	3	8
34	все что	2	8
35	в самом	1	7
36	и наконец	2	7
37	мы видели	1	7
38	один из	4	7
39	тот же	2	7
40	что же	1	7
41	в ней	4	6
42	за пределы	1	6
43	и с	3	6
44	на протяжении	1	6
45	того что	5	6
46	для него	4	6
47	вовсе не	2	6
48	никогда не	3	6
49	хотя бы	2	6
50	я и	4	5
51	на самом	1	5
52	и на	6	5
53	он сам	1	5
54	в чем	1	5
55	и к	2	5
56	в этой	3	5
57	не в	4	5
58	в то	9	5
59	сознанием и	1	5
60	могут быть	2	5
61	в себя	3	5
62	для этого	2	5
63	но мы	1	5
64	можно сказать	1	5
65	для того	2	5
66	и прежде	1	5
67	а в	3	5
68	но и	10	5
69	в свою	1	5
70	что в	4	5
71	и за	2	4
72	той же	2	4
73	мы не	4	4
74	я не	5	4
75	но не	5	4
76	в собственном	1	4
77	все же	2	4
78	не было	2	4
79	в пределах	1	4
80	в нем	3	4
81	всех этих	1	4
82	на этом	2	4
83	то ни	1	4
84	при этом	6	4
85	с другими	1	4
86	в жизни	2	4
87	не менее	6	4
88	в основе	2	4
89	же время	9	4
90	всей жизни	1	4
91	потому что	2	4
92	и для	3	4
93	к тому	1	4
94	того чтобы	1	4
95	данном случае	3	4
96	сводится к	1	4
97	уже не	2	4
98	мы находим	1	4
99	как раз	2	4
100	и др	3	4
101	себя и	2	4
102	в данном	3	4
103	и о	1	4
104	в этих	1	4
105	в последнем	1	4
106	в таком	1	4
107	на место	1	3
108	на себя	2	3
109	он был	1	3
110	конечном счете	5	3
111	как в	1	3
112	и как	3	3
113	в себе	6	3
114	и те	1	3
115	о которой	2	3
116	и вот	1	3
117	и по	1	3
118	всех своих	3	3
119	было бы	2	3
120	мы имеем	1	3
121	такой же	3	3
122	мысли и	2	3
123	войти в	1	3
124	тому что	1	3
125	одна из	5	3
126	внутренней и	1	3
127	в сознании	1	3
128	не могут	1	3
129	ничего общего	1	3
130	с ее	2	3
131	свою очередь	1	3
132	только то	1	3
133	приводит к	1	3
134	что может	1	3
135	и внешней	1	3
136	и что	2	3
137	бы то	1	3
138	в конечном	5	3
139	во втором	1	3
140	со всеми	1	3
141	человека с	1	3
142	себя в	6	3
143	у него	2	3
144	в них	2	3
145	со стороны	3	3
146	и т.п	10	3
147	о себе	3	3
148	вместе с	5	3
149	слова и	7	3
150	и от	1	3
151	но это	3	3
152	не является	2	3
153	это как	2	3
154	когда он	1	3
155	не знает	2	3
156	от всех	1	3
157	жизни и	4	3
158	ее в	1	3
159	в искусстве	4	3
160	отношения к	1	2
161	в такой	2	2
162	и то	3	2
163	это и	1	2
164	тем же	3	2
165	в первом	1	2
166	и до	2	2
167	жизни по	1	2
168	в первый	2	2
169	того же	4	2
170	сказать и	1	2
171	в ее	2	2
172	для жизни	1	2
173	но как	2	2
174	ответ на	1	2
175	себе и	3	2
176	отличие от	1	2
177	относится к	1	2
178	в своем	1	2
179	сознания в	3	2
180	от этого	1	2
181	в этот	1	2
182	что это	1	2
183	в нашем	2	2
184	их в	1	2
185	же касается	1	2
186	в глубине	1	2
187	это не	1	2
188	всю жизнь	1	2
189	которой он	1	2
190	так называемый	1	2
191	желал бы	1	2
192	том что	7	2
193	во второй	1	2
194	в их	3	2
195	в отличие	1	2
196	силу и	1	2
197	как это	2	2
198	в отношении	1	2
199	на работу	1	2
200	сон делает	1	2
201	и притом	1	2
202	сознания как	1	2
203	реальности и	1	2
204	только не	1	2
205	не лучше	1	2
206	тем не	2	2
207	и теперь	1	2
208	человека так	1	2
209	из того	2	2
210	этом отношении	3	2
211	за ними	1	2
212	в области	4	2
213	все то	1	2
214	и снова	1	2
215	для себя	2	2
216	в виду	2	2
217	на основе	1	2
218	было его	1	2
219	в другом	3	2
220	притом в	1	2
