N	4gram	Tiupa_Lite_3	Formalny
1	в то же время	7	7
2	бы то ни было	2	4
3	окружающей его действительности в	1	1
4	и тем не менее	1	1
5	одних и тех же	1	1
6	в первом направлении ориентации	1	1
7	во-вторых произведение ориентировано в	1	1
8	жизнь и соприкасается с	1	1
9	слушателей и воспринимающих и	1	1
10	произведение ориентировано в жизни	1	1
11	расположено между людьми определенным	1	1
12	ориентации произведение входит в	1	1
13	его действительности в процессе	1	1
14	сторонами окружающей его действительности	1	1
15	ориентировано в жизни так	1	1
16	в реальное пространство и	1	1
17	месте при определенных обстоятельствах	1	1
18	действительности в процессе своего	1	1
19	жизни так сказать изнутри	1	1
20	в жизнь и соприкасается	1	1
21	изнутри своим тематическим содержанием	1	1
22	с различными сторонами окружающей	1	1
23	слышимое читаемое в определенное	1	1
24	в том числе и	2	1
25	сказать изнутри своим тематическим	1	1
26	и воспринимающих и на	1	1
27	осуществления как исполняемое слышимое	1	1
28	определенные условия исполнения и	1	1
29	направлении ориентации произведение входит	1	1
30	своего реального осуществления как	1	1
31	и соприкасается с различными	1	1
32	в жизни так сказать	1	1
33	в определенном месте при	1	1
34	определенное время в определенном	1	1
35	между людьми определенным образом	1	1
36	во-первых на слушателей и	1	1
37	входит в реальное пространство	1	1
38	с этой точки зрения	1	1
39	процессе своего реального осуществления	1	1
40	на слушателей и воспринимающих	1	1
41	на определенные условия исполнения	1	1
42	время в определенном месте	1	1
43	условия исполнения и восприятия	1	1
44	первом направлении ориентации произведение	1	1
45	входит в жизнь и	1	1
46	и на определенные условия	1	1
47	реального осуществления как исполняемое	1	1
48	как исполняемое слышимое читаемое	1	1
49	так сказать изнутри своим	1	1
50	реальное пространство и в	1	1
51	и восприятия во-вторых произведение	1	1
52	пространство и в реальное	1	1
53	читаемое в определенное время	1	1
54	восприятия во-вторых произведение ориентировано	1	1
55	ориентировано во-первых на слушателей	1	1
56	в процессе своего реального	1	1
57	и в реальное время	1	1
58	произведение входит в реальное	1	1
59	соприкасается с различными сторонами	1	1
60	различными сторонами окружающей его	1	1
61	в определенное время в	1	1
62	какого бы то ни	2	1
63	определенном месте при определенных	1	1
64	в каждый данный момент	1	1
65	людьми определенным образом организованными	1	1
66	исполняемое слышимое читаемое в	1	1
67	исполнения и восприятия во-вторых	1	1
68	воспринимающих и на определенные	1	1
