N	2gram	Potebnia_M_3	Mirosoze
1	и в	30	46
2	в нем	9	22
3	у него	2	22
4	может быть	28	21
5	в этом	10	20
6	не только	21	18
7	и не	15	18
8	для него	9	18
9	но и	19	15
10	не может	6	15
11	как и	10	13
12	а не	15	13
13	не есть	17	13
14	друг друга	3	12
15	прежде всего	3	12
16	потому что	46	12
17	и он	1	11
18	не было	4	11
19	но он	1	11
20	в ней	8	11
21	но в	1	10
22	та же	2	10
23	в себе	16	10
24	он не	4	10
25	он был	1	9
26	не в	15	9
27	не знает	3	9
28	и есть	3	8
29	отношение к	2	8
30	в своем	5	8
31	любовь к	1	8
32	так как	13	8
33	если нет	1	8
34	она не	2	8
35	человека к	1	8
36	как бы	3	8
37	но это	6	8
38	человека и	5	7
39	человеческой природы	1	7
40	в мире	1	7
41	как в	10	7
42	в этой	2	7
43	человек не	2	7
44	и потому	4	7
45	что он	6	7
46	вопрос о	1	6
47	что это	4	6
48	он сам	1	6
49	и здесь	1	6
50	так же	3	6
51	того что	18	6
52	и там	1	6
53	жизни и	2	6
54	по преимуществу	1	5
55	то же	23	5
56	есть не	7	5
57	совсем не	1	5
58	в самом	8	5
59	свободу и	1	5
60	и вот	1	5
61	что она	3	5
62	что все	3	5
63	в своей	2	5
64	во всем	1	5
65	и его	4	5
66	к тому	7	5
67	и это	4	5
68	те же	6	5
69	это не	1	5
70	один из	4	5
71	в его	4	5
72	для того	4	5
73	то что	18	5
74	образ и	6	5
75	и все	3	5
76	к чему	1	4
77	мысль что	1	4
78	жизни это	1	4
79	с его	1	4
80	его на	1	4
81	на деле	5	4
82	думать что	5	4
83	в жизни	1	4
84	том что	18	4
85	жизнь и	1	4
86	его отношение	1	4
87	тому что	3	4
88	не имеет	6	4
89	того чтобы	3	4
90	должен быть	1	4
91	способен к	2	4
92	что у	1	4
93	так и	11	4
94	для этого	1	4
95	себя в	1	4
96	уже не	6	4
97	что и	13	4
98	в свою	3	4
99	самого себя	3	4
100	есть уже	11	4
101	что в	17	4
102	все что	4	4
103	народ в	1	3
104	чтобы не	1	3
105	это и	2	3
106	той же	2	3
107	и на	3	3
108	в чем	3	3
109	зла не	1	3
110	идея и	1	3
111	как он	1	3
112	идеи и	2	3
113	в каждом	3	3
114	не будет	3	3
115	и с	2	3
116	на все	2	3
117	его в	3	3
118	с самим	1	3
119	есть отрицание	1	3
120	ни в	2	3
121	в них	5	3
122	все равно	4	3
123	одна и	1	3
124	для чего	1	3
125	и тогда	3	3
126	в такой	1	3
127	человека есть	1	3
128	принадлежат к	1	3
129	того как	4	3
130	людей и	2	3
131	себя и	4	3
132	не существует	3	3
133	в образе	3	3
134	было в	1	3
135	если бы	12	3
136	с ним	6	3
137	о том	2	3
138	что они	2	3
139	в том	32	3
140	только в	21	3
141	есть в	3	3
142	тем что	7	3
143	от того	8	3
144	до сих	3	3
145	в картине	1	3
146	с которым	1	3
147	для человека	4	3
148	жизни в	1	3
149	сих пор	3	3
150	и от	4	3
151	отношении к	2	3
152	сказать что	5	3
153	есть и	1	3
154	я и	3	2
155	любовь в	1	2
156	отношения к	1	2
157	сам по	5	2
158	себе путь	1	2
159	когда человек	1	2
160	с таким	2	2
161	его не	1	2
162	в сфере	1	2
163	и явится	1	2
164	который был	1	2
165	только это	1	2
166	но она	1	2
167	принадлежит к	1	2
168	из глубины	1	2
169	же что	6	2
170	нет то	1	2
171	во всех	1	2
172	он легко	1	2
173	то он	2	2
174	по отношению	5	2
175	есть по	1	2
176	себе и	1	2
177	она есть	1	2
178	в мысли	2	2
179	хотя и	1	2
180	в действительности	5	2
181	увидим что	1	2
182	от этого	2	2
183	то в	1	2
184	духа в	1	2
185	в которой	3	2
186	бы не	4	2
187	и тот	2	2
188	но на	1	2
189	и если	2	2
190	на его	2	2
191	не к	4	2
192	одной и	4	2
193	образа и	3	2
194	лишь в	1	2
195	человека только	1	2
196	то все	1	2
197	если я	1	2
198	не всегда	2	2
199	есть явление	1	2
200	должно быть	5	2
201	в этих	1	2
202	закона и	1	2
203	точки зрения	2	2
204	нас не	1	2
205	тогда человек	1	2
206	ее в	1	2
207	место в	3	2
208	от его	1	2
209	и той	2	2
210	но эта	1	2
211	которые в	1	2
212	есть еще	3	2
213	что есть	2	2
214	тогда когда	9	2
215	чем не	1	2
216	ничего не	1	2
217	жизни не	3	2
218	природы в	2	2
219	к ней	5	2
220	связи с	2	2
221	к соединению	1	2
222	было не	1	2
223	личности к	1	2
224	нигде нет	1	2
225	нет ни	2	2
226	которая есть	1	2
227	оно не	4	2
228	быть назван	1	2
229	приходит к	1	2
230	мысль о	5	2
231	быть может	3	2
232	после того	1	2
233	по себе	16	2
234	в разных	2	2
235	через этот	1	2
236	и та	2	2
237	и что	10	2
238	как ее	2	2
239	принадлежит уже	1	2
240	в сущности	1	2
241	нас в	1	2
242	к нему	3	2
243	другого в	1	2
244	подобно тому	2	2
245	которое было	2	2
246	мы видим	2	2
247	тот же	1	2
248	и свобода	1	2
249	он уже	1	2
250	между тем	9	2
251	так что	7	2
252	же и	3	2
253	уже в	5	2
254	для человечества	1	2
255	почему не	2	2
256	есть выражение	2	2
257	как у	1	2
258	черты сходства	1	2
259	что человек	2	2
260	мы еще	1	2
261	на людей	1	2
262	души и	2	2
263	что не	8	2
264	и люди	1	2
265	превращается в	1	2
266	не означает	1	2
267	человеческой жизни	3	2
268	было для	1	2
269	такой степени	2	2
270	вместе с	12	2
271	человек должен	1	2
272	в человеке	3	2
273	к своему	2	2
274	тому как	5	2
275	что же	2	2
276	да и	1	2
277	с любовью	2	2
278	тогда все	1	2
279	его собственная	1	2
280	в более	1	2
281	сознания и	1	2
282	его с	2	2
283	человек и	1	2
284	и самое	2	2
285	бы в	2	2
286	а в	12	2
287	к самому	1	2
288	но этот	2	2
289	отношению к	5	2
290	и эта	1	2
291	необходимости соединения	1	1
292	и то	8	1
293	о любви	2	1
294	самом деле	2	1
295	он может	1	1
296	только потому	3	1
297	силу на	1	1
298	бы для	1	1
299	человеческой души	1	1
300	в мыслях	1	1
301	не вижу	1	1
302	должна быть	1	1
303	со своей	2	1
304	значение но	1	1
305	мы не	9	1
306	что если	1	1
307	во всю	1	1
308	говорить о	3	1
309	и ее	1	1
310	не знают	1	1
311	явление не	1	1
312	на мир	2	1
313	а еще	1	1
314	на них	1	1
315	быть в	1	1
316	страданием и	1	1
317	соответствие с	1	1
318	и соответствует	1	1
319	есть ни	4	1
320	только тогда	9	1
321	не все	4	1
322	если в	1	1
323	его во	1	1
324	в новом	2	1
325	нет и	1	1
326	за пределы	2	1
327	но без	2	1
328	сама по	2	1
329	человек может	2	1
330	которые не	1	1
331	я представляю	2	1
332	его я	3	1
333	с этим	6	1
334	это был	1	1
335	все остальные	3	1
336	друга не	1	1
337	могли бы	1	1
338	и как	5	1
339	сторона в	1	1
340	его к	2	1
341	образа если	1	1
342	вносит в	1	1
343	явления и	1	1
344	из жизни	1	1
345	в целом	3	1
346	формы в	1	1
347	всю мою	1	1
348	все эти	1	1
349	нельзя себе	1	1
350	во многих	1	1
351	право на	1	1
352	отношение между	1	1
353	бы только	1	1
354	свободы но	1	1
355	только один	2	1
356	мира но	1	1
357	на то	2	1
358	в первых	1	1
359	если для	1	1
360	и другим	1	1
361	перестает быть	4	1
362	он должен	1	1
363	есть та	1	1
364	в человеческой	3	1
365	под конец	1	1
366	что ни	2	1
367	имел бы	1	1
368	может понять	1	1
369	но все	2	1
370	не образ	2	1
371	сознание и	1	1
372	об этом	2	1
373	их и	1	1
374	входит в	2	1
375	за собою	2	1
376	его личности	1	1
377	люди не	1	1
378	было бы	9	1
379	к миру	1	1
380	после этого	1	1
381	и тем	5	1
382	она и	1	1
383	берет на	1	1
384	жизни то	1	1
385	этого не	3	1
386	с тем	7	1
387	которой он	1	1
388	нигде не	1	1
389	разных людей	1	1
390	с такой	1	1
391	потому и	1	1
392	он сказал	1	1
393	личности на	1	1
394	соединению с	1	1
395	но если	1	1
396	от своего	1	1
397	что такое	2	1
398	как все	1	1
399	человека хотя	1	1
400	и без	7	1
401	во времена	2	1
402	в котором	4	1
403	с точки	1	1
404	внутренняя связь	1	1
405	к одному	5	1
406	существует для	3	1
407	это верно	1	1
408	себе а	4	1
409	в которых	2	1
410	жизни с	1	1
411	стало быть	1	1
412	то так	1	1
413	другом и	1	1
414	свое состояние	1	1
415	и более	1	1
416	их в	2	1
417	был уже	1	1
418	не встречает	1	1
419	это чувство	1	1
420	человека но	1	1
421	глубины человеческой	1	1
422	как о	2	1
423	и именно	1	1
424	отличное от	2	1
425	это с	1	1
426	следовательно и	1	1
427	свобода с	1	1
428	можно видеть	5	1
429	есть то	2	1
430	своей природе	1	1
431	и идеал	2	1
432	душе и	1	1
433	есть это	1	1
434	и теперь	6	1
435	в сознании	15	1
436	не принадлежит	1	1
437	того же	1	1
438	до того	4	1
439	и искусства	1	1
440	уже и	1	1
441	что на	1	1
442	него но	1	1
443	в нее	1	1
444	своего я	1	1
445	не могут	5	1
446	тогда и	3	1
447	отличается от	1	1
448	основы и	1	1
449	мысли о	2	1
450	он видит	1	1
451	для себя	3	1
452	от человека	1	1
453	мгновения жизни	1	1
454	скажет я	1	1
455	в ее	2	1
456	к нам	1	1
457	его художественного	1	1
458	тем в	1	1
459	слова нельзя	1	1
460	он с	1	1
461	на нее	1	1
462	перенести в	1	1
463	не с	1	1
464	мог бы	1	1
465	и каждый	1	1
466	когда в	2	1
467	к тем	2	1
468	в словах	3	1
469	со словами	1	1
470	сама она	1	1
471	действия не	1	1
472	мысль не	2	1
473	находится в	1	1
474	именно потому	1	1
475	ее образ	1	1
476	другое его	2	1
477	одно то	1	1
478	теперь и	1	1
479	другому в	1	1
480	и который	1	1
481	сила не	1	1
482	все в	2	1
483	это в	2	1
484	стоит и	1	1
485	но нельзя	1	1
486	слова для	3	1
487	образа который	1	1
488	сердце в	1	1
489	так для	1	1
490	уже из	1	1
491	происходит в	1	1
492	только одной	1	1
493	вне себя	2	1
494	в какой	2	1
495	известного рода	1	1
496	в стороне	1	1
497	в природе	2	1
498	внешних условий	1	1
499	бы ни	3	1
500	в голове	1	1
501	не то	3	1
502	и счастье	1	1
503	идеи в	2	1
504	а напротив	2	1
505	чем они	1	1
506	и чисто	1	1
507	не дает	2	1
508	но есть	1	1
509	его и	1	1
510	не сам	1	1
511	был бы	2	1
512	искать в	1	1
513	а потому	6	1
514	никто не	3	1
515	не находит	1	1
516	эту силу	1	1
517	в прошлом	1	1
518	смысле этого	7	1
519	самосознания в	1	1
520	но что	2	1
521	другому и	1	1
522	со страданием	1	1
523	отдельного человека	1	1
524	этом отношении	2	1
525	была только	1	1
526	лишь для	1	1
527	это будет	1	1
528	не были	2	1
529	себе представить	3	1
530	с другой	7	1
531	вслед за	3	1
532	миру и	1	1
533	и быть	1	1
534	ко многим	1	1
535	такое же	3	1
536	а с	2	1
537	на которые	1	1
538	слияния с	1	1
539	к более	1	1
540	идея не	1	1
541	одного только	1	1
542	не сама	1	1
543	может ли	1	1
544	и нередко	1	1
545	нашей души	1	1
546	бы назвать	1	1
547	принадлежит не	1	1
548	у человека	1	1
549	нем же	1	1
550	его собственной	1	1
551	человека или	1	1
552	представляется нам	1	1
553	и отношение	1	1
554	связь с	3	1
555	состояние сознания	1	1
556	быть названо	1	1
557	на самом	1	1
