N	3gram	Losev_Vlad_1	Problemy
1	то же время	4	5
2	в то же	4	5
3	и не может	1	4
4	не может быть	3	4
5	в самом деле	1	4
6	и т д	2	4
7	более или менее	3	3
8	ведь и сам	1	3
9	к тому же	2	3
10	как мы увидим	2	3
11	с другой стороны	3	3
12	но в то	1	3
13	в настоящее время	1	2
14	в этом смысле	4	2
15	том что он	2	2
16	как раз и	2	2
17	нам кажется что	1	2
18	в письме к	8	2
19	в конце концов	3	2
20	и то же	1	2
21	в одной плоскости	1	2
22	то время как	1	2
23	одно и то	1	2
24	ту же тему	1	2
25	тем не менее	2	2
26	в то время	2	2
27	на то что	4	2
28	а следовательно и	1	1
29	мысли и слова	1	1
30	уже не может	1	1
31	дело в том	4	1
32	также и в	1	1
33	так что в	2	1
34	он не только	2	1
35	в том же	1	1
36	что он не	3	1
37	у него в	1	1
38	бы то ни	1	1
39	у него не	2	1
40	что как раз	1	1
41	так что и	1	1
42	в результате такого	1	1
43	его жизнь в	1	1
44	со всеми его	1	1
45	то ни было	1	1
46	с одной стороны	1	1
47	на этот раз	4	1
48	смысле этого слова	1	1
49	в связи с	1	1
50	так или иначе	1	1
51	то что он	5	1
52	во всяком случае	2	1
53	до настоящего времени	1	1
54	тут уже не	1	1
55	и в том	1	1
56	то что у	2	1
57	о том что	7	1
58	одной плоскости с	1	1
59	однако нам кажется	1	1
60	важное место и	1	1
61	так и в	1	1
62	другой стороны мы	1	1
63	не только не	1	1
64	он никогда не	1	1
65	он говорит в	1	1
66	можно сказать что	2	1
67	в известной степени	1	1
68	как мы уже	3	1
69	о нем в	1	1
70	в том что	7	1
71	не в одном	1	1
