N	2gram	Losev_Vlad_1	Problemy
1	и в	31	35
2	и не	17	27
3	что он	12	24
4	в его	12	21
5	но в	12	19
6	как и	4	18
7	к себе	2	18
8	не может	6	18
9	в нем	4	16
10	то есть	3	16
11	то же	6	15
12	с самим	1	15
13	и все	4	15
14	в этом	14	14
15	и его	7	14
16	для него	7	14
17	может быть	6	14
18	но и	19	14
19	все это	5	14
20	он не	10	13
21	что я	2	13
22	к нему	4	13
23	и с	14	12
24	прежде всего	1	12
25	и к	6	12
26	в то	8	11
27	самом деле	1	10
28	не только	24	10
29	не в	5	10
30	же время	4	10
31	то что	18	10
32	на самом	1	9
33	в отношении	3	9
34	ни одного	1	9
35	мы уже	7	8
36	я не	4	8
37	все же	3	8
38	как мы	9	8
39	с самого	1	8
40	так и	6	8
41	себя и	1	8
42	и для	2	8
43	потому что	11	8
44	еще не	2	7
45	на них	1	7
46	с его	11	7
47	себе и	1	7
48	лишь в	2	7
49	таким образом	3	7
50	для себя	2	7
51	и сам	6	7
52	в виде	3	7
53	вовсе не	5	7
54	так же	1	7
55	что же	5	7
56	точки зрения	2	7
57	с ним	5	7
58	а в	9	7
59	отношении к	1	7
60	и на	3	6
61	он сам	2	6
62	но не	3	6
63	по отношению	1	6
64	отношение к	3	6
65	что они	3	6
66	в самом	2	6
67	что у	4	6
68	в каждом	1	6
69	у меня	2	6
70	к тому	3	6
71	он с	1	6
72	в одном	1	6
73	и что	6	6
74	только в	9	6
75	на меня	1	6
76	но это	3	6
77	от него	2	6
78	что в	14	6
79	и то	10	5
80	как в	3	5
81	в себе	4	5
82	на протяжении	1	5
83	он и	6	5
84	в конце	9	5
85	даже в	2	5
86	во время	3	5
87	на него	3	5
88	да и	4	5
89	и это	2	5
90	в том	11	5
91	с ними	2	5
92	так что	10	5
93	и даже	15	5
94	когда я	1	5
95	к своему	3	5
96	как к	2	5
97	этого слова	1	5
98	ведь и	1	4
99	он как	3	4
100	он в	3	4
101	в чем	2	4
102	нет и	2	4
103	но на	3	4
104	на его	3	4
105	и вот	3	4
106	вы думаете	1	4
107	но все	1	4
108	из своего	3	4
109	в них	2	4
110	в своей	4	4
111	но он	5	4
112	никогда не	9	4
113	и без	1	4
114	во всем	4	4
115	как раз	7	4
116	где он	2	4
117	еще в	4	4
118	он говорил	1	4
119	которым он	1	4
120	и так	3	4
121	теперь в	1	4
122	и у	4	4
123	только на	3	4
124	всяком случае	2	4
125	так как	8	4
126	у него	15	4
127	тем что	2	4
128	с другой	3	4
129	что не	1	4
130	в стиле	1	4
131	до конца	1	4
132	а не	1	4
133	с которым	2	4
134	но как	5	4
135	по своему	3	4
136	это он	1	4
137	человек и	1	4
138	бы в	1	4
139	но зато	2	4
140	я в	1	4
141	тот же	3	4
142	во всяком	2	4
143	как его	1	3
144	это и	2	3
145	бы то	1	3
146	во всех	1	3
147	совсем не	4	3
148	для других	1	3
149	этот тон	1	3
150	в общем	3	3
151	за пределы	3	3
152	в одной	1	3
153	когда он	5	3
154	его к	2	3
155	поэтому он	1	3
156	стиль его	1	3
157	в целом	3	3
158	все эти	3	3
159	тому же	2	3
160	одно и	1	3
161	то ни	1	3
162	знает что	1	3
163	было бы	2	3
164	этом смысле	4	3
165	в высшей	1	3
166	с тем	2	3
167	в котором	6	3
168	не как	1	3
169	раз и	3	3
170	которого он	2	3
171	но только	3	3
172	ничего не	3	3
173	или как	1	3
174	к концу	2	3
175	и мысли	1	3
176	только с	1	3
177	перед его	1	3
178	с ее	1	3
179	всего этого	1	3
180	под влиянием	3	3
181	сводится к	1	3
182	время не	1	3
183	и во	1	3
184	что и	5	3
185	это не	1	3
186	того что	2	3
187	он уже	4	3
188	со всеми	1	3
189	человека с	1	3
190	уже не	3	3
191	уже в	7	3
192	из них	2	3
193	даже и	9	3
194	а с	5	3
195	он только	1	3
196	другого человека	1	3
197	в начале	3	3
198	которой он	5	3
199	не мог	3	3
200	и от	5	3
201	конце концов	3	3
202	мы должны	2	3
203	только что	2	3
204	ни было	1	3
205	том что	14	3
206	отношением к	2	3
207	сказать что	7	3
208	другой стороны	3	3
209	в обычном	1	2
210	не хочет	1	2
211	из его	4	2
212	он ничего	1	2
213	она в	1	2
214	и тут	2	2
215	время как	1	2
216	в ней	1	2
217	столь же	1	2
218	что его	4	2
219	не просто	1	2
220	материалом для	1	2
221	в своем	4	2
222	им в	1	2
223	мы можем	1	2
224	и слова	1	2
225	хотя и	4	2
226	и как	4	2
227	из письма	1	2
228	знаю что	1	2
229	в этот	4	2
230	в которой	4	2
231	мне не	1	2
232	момент его	1	2
233	раз в	1	2
234	как он	4	2
235	так сказать	1	2
236	теми же	1	2
237	вас и	1	2
238	при этом	2	2
239	их в	1	2
240	и по	8	2
241	на этом	2	2
242	такого же	1	2
243	что все	2	2
244	той же	2	2
245	это было	6	2
246	было в	1	2
247	с другими	1	2
248	кажется что	2	2
249	ни в	2	2
250	но уже	1	2
251	если я	1	2
252	и того	1	2
253	но я	3	2
254	в этих	1	2
255	я этого	1	2
256	но эта	1	2
257	что сам	2	2
258	на всю	2	2
259	тому что	1	2
260	вопрос о	1	2
261	что с	2	2
262	не менее	2	2
263	этими двумя	1	2
264	но что	3	2
265	о них	1	2
266	к другим	1	2
267	этих двух	1	2
268	к ней	4	2
269	по своей	4	2
270	очень часто	1	2
271	есть только	1	2
272	этого и	1	2
273	а что	1	2
274	для его	2	2
275	слова с	1	2
276	и он	3	2
