N	2gram	Vygotskiy__2	Freidism
1	таким образом	21	24
2	и не	10	23
3	не может	17	20
4	точки зрения	17	19
5	прежде всего	1	18
6	в этом	13	15
7	в его	2	15
8	с помощью	1	14
9	мы можем	3	13
10	может быть	18	13
11	и его	7	12
12	к матери	1	12
13	все эти	7	11
14	как и	10	11
15	с точки	10	11
16	как бы	6	11
17	то что	21	11
18	самом деле	16	10
19	но в	3	10
20	его в	1	10
21	жизни человека	1	10
22	как мы	1	10
23	так и	3	10
24	с его	2	9
25	во всех	3	9
26	и в	32	9
27	в сознание	2	9
28	то же	13	8
29	не только	12	8
30	он не	6	8
31	в своей	3	8
32	еще не	2	8
33	что он	13	8
34	только в	7	8
35	так как	12	8
36	все это	5	8
37	и все	4	8
38	все что	2	8
39	в самом	12	7
40	отношение к	2	7
41	и наконец	1	7
42	чувств и	1	7
43	ни в	2	7
44	мы видели	1	7
45	те же	6	7
46	к нему	2	7
47	один из	3	7
48	тот же	6	7
49	мы знаем	7	7
50	всяком случае	2	7
51	что же	3	7
52	сказать что	7	7
53	во всяком	2	7
54	фрейд в	1	6
55	в ней	5	6
56	за пределы	1	6
57	все те	2	6
58	и с	4	6
59	и ее	3	6
60	того что	8	6
61	для него	1	6
62	вовсе не	2	6
63	никогда не	9	6
64	хотя бы	3	6
65	совершенно не	4	6
66	на самом	5	5
67	сам фрейд	1	5
68	и на	5	5
69	он сам	1	5
70	в чем	4	5
71	и к	3	5
72	в этой	6	5
73	знаем что	4	5
74	не в	8	5
75	мы должны	3	5
76	в то	5	5
77	в каком	3	5
78	могут быть	4	5
79	в себя	1	5
80	для этого	3	5
81	но мы	1	5
82	можно сказать	1	5
83	для того	13	5
84	в большинстве	1	5
85	и прежде	1	5
86	а в	4	5
87	но и	10	5
88	с этим	4	5
89	его жизни	2	5
90	в свою	3	5
91	что в	20	5
92	смысле слова	1	4
93	в зависимости	1	4
94	и за	1	4
95	той же	8	4
96	мы не	3	4
97	в которой	2	4
98	зависимости от	1	4
99	но не	2	4
100	человеческой психики	1	4
101	нашего сознания	3	4
102	в собственном	1	4
103	все же	4	4
104	не было	2	4
105	из этих	1	4
106	в нем	4	4
107	на этом	3	4
108	то ни	2	4
109	при этом	13	4
110	об этом	3	4
111	с другими	2	4
112	в жизни	4	4
113	на основании	1	4
114	не менее	8	4
115	в основе	11	4
116	же время	2	4
117	таким путем	4	4
118	потому что	21	4
119	и для	4	4
120	к тому	7	4
121	бессознательного и	2	4
122	если мы	12	4
123	того чтобы	14	4
124	данном случае	4	4
