N	3gram	Tiupa_Narr_1	Myshleni
1	с точки зрения	2	18
2	в том что	8	15
3	с другой стороны	4	9
4	с одной стороны	7	8
5	по отношению к	6	7
6	о том что	6	6
7	так же как	2	5
8	не может быть	5	5
9	же как и	1	4
10	до сих пор	1	4
11	в этом отношении	3	4
12	можно сказать что	4	4
13	друг с другом	1	4
14	то же самое	1	3
15	сам по себе	1	3
16	в первую очередь	1	3
17	можно было бы	2	3
18	в том чтобы	1	3
19	в свою очередь	3	3
20	и тем самым	3	3
21	друг от друга	1	3
22	по своей природе	1	2
23	том что в	1	2
24	не в состоянии	1	2
25	анализ расчленяющий сложное	1	2
26	прежде всего в	1	2
27	есть прежде всего	1	2
28	том что он	1	2
29	целое на единицы	1	2
30	в известном смысле	2	2
31	все основные свойства	1	2
32	независимо от того	1	2
33	то же время	3	2
34	в данном случае	4	2
35	в значительной степени	2	2
36	а с другой	1	2
37	в самом деле	1	2
38	речь идет о	2	2
39	на всем протяжении	1	2
40	в то же	3	2
41	живая клетка сохраняющая	1	1
42	сохраняющая все основные	1	1
43	мы подразумеваем такой	1	1
44	целому и который	1	1
45	постольку поскольку оно	1	1
46	в чистом виде	1	1
47	единое целое на	1	1
48	и столь же	1	1
49	не могло не	1	1
50	от элементов обладает	1	1
51	дело в том	1	1
52	который в отличие	1	1
53	на самом деле	1	1
54	в этом смысле	1	1
55	лишь постольку поскольку	1	1
56	живыми частями этого	1	1
57	в том же	1	1
58	значении этого слова	2	1
59	тем более что	1	1
60	и в то	1	1
61	далее неразложимыми живыми	1	1
62	в отличие от	5	1
63	организму является настоящей	1	1
64	как мы увидим	1	1
65	только то что	1	1
66	что не только	1	1
67	том числе и	4	1
68	такой продукт анализа	1	1
69	жизни присущие живому	1	1
70	точно так же	2	1
71	и как бы	1	1
72	анализа который в	1	1
73	с этой точки	1	1
74	по крайней мере	1	1
75	по направлению к	1	1
76	сложное единое целое	1	1
77	и то что	1	1
78	единицей биологического анализа	1	1
79	расчленяющий сложное единое	1	1
80	живому организму является	1	1
81	который является далее	1	1
82	ту или иную	2	1
83	свойства жизни присущие	1	1
84	свойствами присущими целому	1	1
85	содержит в себе	1	1
86	неразложимыми живыми частями	1	1
87	между ними не	1	1
88	не только в	2	1
89	и с точки	1	1
90	может показаться что	1	1
91	основными свойствами присущими	1	1
92	является настоящей единицей	1	1
93	только внешняя сторона	1	1
94	не имеет для	1	1
95	обладает всеми основными	1	1
96	и не быть	1	1
97	состоит в том	3	1
98	что именно в	1	1
99	и при этом	1	1
100	связаны между собой	1	1
101	и который является	1	1
102	продукт анализа который	1	1
103	одной стороны от	1	1
104	том чтобы определить	1	1
105	все то что	1	1
106	всеми основными свойствами	1	1
107	до наших дней	1	1
108	и до наших	1	1
109	этой точки зрения	2	1
110	подразумеваем такой продукт	1	1
111	что оно есть	1	1
112	по всей вероятности	2	1
113	в соответствии с	1	1
114	само по себе	1	1
115	присущими целому и	1	1
116	присущие живому организму	1	1
117	и тем более	1	1
118	в конечном счете	2	1
119	клетка сохраняющая все	1	1
120	и не то	1	1
121	элементов обладает всеми	1	1
122	но все же	4	1
123	всего в том	1	1
124	как мы уже	1	1
125	в том числе	6	1
126	происходит и с	1	1
127	в силу своей	1	1
128	в различных сферах	1	1
129	тем не менее	3	1
130	настоящей единицей биологического	1	1
131	в неразрывное единство	1	1
132	отличие от элементов	1	1
133	как и в	1	1
134	является как бы	1	1
135	основные свойства жизни	1	1
136	тем что как	1	1
137	частями этого единства	1	1
138	той или иной	4	1
139	является далее неразложимыми	1	1
