N	3gram	Bakhtin_sl_1	Komedia
1	в том что	1	5
2	о том что	1	4
3	для того чтобы	1	4
4	и столь же	1	3
5	так или иначе	1	3
6	то же время	12	3
7	в то время	2	3
8	в последние десятилетия	1	3
9	в то же	12	3
10	и на этот	1	2
11	а затем и	1	2
12	до сих пор	2	2
13	в отличие от	1	2
14	бы то ни	1	2
15	то время как	2	2
16	то ни было	1	2
17	с одной стороны	4	2
18	во всяком случае	5	2
19	и т п	23	2
20	к тому что	2	2
21	можно было бы	2	2
22	друг с другом	2	2
23	с точки зрения	8	1
24	и во всех	2	1
25	и в то	5	1
26	с самого начала	1	1
27	большинстве случаев не	1	1
28	потому что по	1	1
29	но и в	1	1
30	но и здесь	3	1
31	в каком направлении	1	1
32	могла бы быть	1	1
33	и во всяком	1	1
34	той или иной	9	1
35	в первом случае	2	1
36	и определяет все	1	1
37	в один ряд	1	1
38	на задний план	1	1
39	вместе со своим	1	1
40	обстоит дело с	1	1
41	так и на	1	1
42	же время он	1	1
43	в разной степени	1	1
44	с другой стороны	4	1
45	и в том	2	1
46	не может быть	1	1
47	того или иного	2	1
48	более или менее	3	1
49	на фоне которых	1	1
50	в начале xx	1	1
51	так и в	3	1
52	в свою очередь	2	1
53	на протяжении всего	1	1
54	к той разновидности	1	1
55	не только в	2	1
56	но в этом	1	1
57	в большинстве случаев	6	1
58	тем не менее	1	1
59	и на события	1	1
60	в пределах одного	1	1
61	как мы видели	1	1
