N	2gram	Losev_Vlad_1	Problema
1	то есть	3	39
2	то что	18	38
3	вовсе не	5	37
4	и не	17	37
5	и в	31	35
6	не есть	1	33
7	не только	24	24
8	сказать что	7	24
9	том что	14	19
10	что такое	2	18
11	у нас	6	18
12	даже и	9	18
13	о том	11	18
14	может быть	6	18
15	в этом	14	17
16	и вообще	4	16
17	настоящее время	1	16
18	но и	19	16
19	в настоящее	1	16
20	такого рода	4	15
21	что мы	2	14
22	только в	9	14
23	не менее	2	13
24	потому что	11	13
25	не может	6	13
26	и что	6	13
27	во всяком	2	13
28	также и	10	12
29	тем не	2	12
30	того что	2	12
31	в том	11	12
32	хотя бы	2	12
33	не просто	1	11
34	не будет	1	11
35	никак не	4	11
36	и даже	15	11
37	так что	10	11
38	прежде всего	1	11
39	что в	14	11
40	в таком	1	11
41	и то	10	10
42	еще не	2	10
43	всяком случае	2	10
44	ничего не	3	10
45	и с	14	10
46	а не	1	10
47	в данном	1	10
48	да и	4	10
49	тем более	2	10
50	едва ли	3	9
51	в этой	4	9
52	пока еще	2	9
53	для себя	2	9
54	только на	3	9
55	что же	5	9
56	для нас	4	9
57	значение и	1	8
58	тут же	7	8
59	все же	3	8
60	есть только	1	8
61	ясно что	2	8
62	было бы	2	8
63	уже не	3	8
64	как раз	7	8
65	есть нечто	1	7
66	совсем не	4	7
67	все эти	3	7
68	тоже не	1	7
69	м а	2	7
70	мы не	1	7
71	тем самым	2	7
72	некоторого рода	1	7
73	в конце	9	7
74	так и	6	7
75	в его	12	7
76	конце концов	3	7
77	так как	8	7
78	и т	2	6
79	есть не	1	6
80	мы и	4	6
81	с другой	3	6
82	но как	5	6
83	относится к	1	6
84	и вовсе	1	6
85	но в	12	6
86	так или	1	6
87	на то	5	6
88	т д	2	6
89	что все	2	6
90	необходимо сказать	2	6
91	а а	4	6
92	мы можем	1	6
93	же самое	1	6
94	можно сказать	6	6
95	в виде	3	6
96	ни в	2	6
97	в области	1	6
98	или иначе	1	6
99	а именно	2	6
100	о чем	1	6
101	настоящей работы	3	6
102	но это	3	6
103	и для	2	6
104	не существует	1	6
105	в то	8	6
106	то же	6	5
107	по своему	3	5
108	отнюдь не	3	5
109	в самом	2	5
110	в себе	4	5
111	с другими	1	5
112	этом смысле	4	5
113	но уже	1	5
114	как и	4	5
115	и без	1	5
116	представление о	1	5
117	и более	1	5
118	раз и	3	5
119	для меня	4	5
120	связи с	1	5
121	указывает на	2	5
122	и это	2	5
123	как мы	9	5
124	и на	3	5
125	с одной	1	5
126	одной стороны	1	5
127	еще и	7	5
128	что не	1	5
129	другой стороны	3	5
130	а ф	2	5
131	уже давно	1	5
132	в частности	2	5
133	так же	1	5
134	кроме того	7	5
135	в связи	3	5
136	и все	4	5
137	самом деле	1	4
138	на самом	1	4
139	и есть	1	4
140	что если	1	4
141	и тут	2	4
142	не вполне	1	4
143	и самого	1	4
144	не был	5	4
145	но не	3	4
146	в общем	3	4
147	в своем	4	4
148	и той	1	4
149	и как	4	4
150	более или	3	4
151	что она	2	4
152	их в	1	4
153	таким образом	3	4
154	заключается в	1	4
155	и тем	1	4
156	далеко не	1	4
157	которой он	5	4
158	на первый	2	4
159	или менее	3	4
160	в этих	1	4
161	но если	1	4
162	не будем	2	4
163	на свете	1	4
164	в отношении	3	4
165	но только	3	4
166	что на	2	4
167	в каком	2	4
168	уже о	1	4
169	не могут	1	4
170	и вполне	1	4
171	и о	2	4
172	говоря уже	1	4
173	будет сказать	1	4
174	о самой	1	4
175	разного рода	6	4
176	если бы	1	4
177	и здесь	3	4
178	и только	1	4
179	тех пор	1	4
180	всякого рода	2	4
181	тот же	3	4
182	что он	12	4
183	то и	2	4
184	случае не	1	4
185	нами не	1	4
186	тем что	2	4
187	если не	3	4
188	подобного рода	1	4
189	все это	5	4
190	в результате	2	4
191	а в	9	4
192	до тех	1	4
193	н г	4	4
194	не говоря	1	4
195	можно говорить	1	3
196	мы здесь	1	3
197	это и	2	3
198	в их	1	3
199	мы уже	7	3
200	вопрос о	1	3
201	каком случае	1	3
202	что иное	1	3
203	но даже	2	3
204	мы еще	1	3
205	не нужно	1	3
206	первый план	2	3
207	в нашем	4	3
208	нет и	2	3
209	и речи	3	3
210	что они	3	3
211	в истории	4	3
212	всей этой	2	3
213	хотя и	4	3
214	не было	5	3
215	и к	6	3
216	только то	1	3
217	в целом	3	3
218	из этих	2	3
219	и тот	2	3
220	при этом	2	3
221	и по	8	3
222	здесь мы	3	3
223	то ни	1	3
224	лишь в	2	3
225	для них	1	3
226	о которых	1	3
227	с тем	2	3
228	несмотря на	4	3
229	и того	1	3
230	не во	1	3
231	но эта	1	3
232	тому что	1	3
233	этой области	2	3
234	иной раз	6	3
235	в таких	1	3
236	о значении	1	3
237	с которой	1	3
238	как о	1	3
239	одна из	1	3
240	в науке	3	3
241	и притом	3	3
242	можно судить	4	3
243	только не	1	3
244	она не	1	3
245	ввиду своей	2	3
246	значительной мере	1	3
247	с самого	1	3
248	с самим	1	3
249	он сам	2	3
250	иное как	1	3
251	внимание на	1	3
252	но мы	2	3
253	автор настоящей	1	3
254	в значительной	1	3
255	нас в	1	3
256	которые мы	1	3
257	и можно	2	3
258	один из	4	3
259	ли он	1	3
260	никак нельзя	2	3
261	по этому	2	3
262	слишком уж	1	3
263	уже в	7	3
264	а это	2	3
265	пока не	1	3
266	уже и	2	3
267	для того	2	3
268	даже не	2	3
269	же о	2	3
270	что для	4	3
271	мы скажем	1	3
272	без которых	1	3
273	как именно	1	3
274	и если	5	3
275	только его	1	3
276	к тому	3	3
277	и от	5	3
278	о котором	2	3
279	бы в	1	3
280	и ни	2	3
281	мы должны	2	3
282	одновременно и	1	3
283	не что	1	3
284	в своих	5	3
285	все что	2	3
286	сказали что	1	2
287	нам кажется	1	2
288	нас на	1	2
289	от всяких	1	2
290	ведь и	1	2
291	той же	2	2
292	в и	1	2
293	часто бывает	1	2
294	если я	1	2
295	это совершенно	1	2
296	и ничего	1	2
297	большую роль	1	2
298	нам в	1	2
299	из которых	1	2
300	в ней	1	2
301	столько же	1	2
302	представляет собой	1	2
303	здесь не	3	2
304	бы то	1	2
305	а м	4	2
306	во всех	1	2
307	от его	1	2
308	себе и	1	2
309	нашей настоящей	1	2
310	учение о	2	2
311	один и	2	2
312	которые не	1	2
313	и хотя	1	2
314	не очень	5	2
315	роль в	1	2
316	и совсем	1	2
317	время и	2	2
318	он не	10	2
319	содержит в	1	2
320	одной и	1	2
321	его от	1	2
322	но все	1	2
323	однако все	1	2
324	на всю	2	2
325	об этом	7	2
326	знает что	1	2
327	и которые	1	2
328	и мы	2	2
329	а скорее	1	2
330	в них	2	2
331	и представить	1	2
332	точки зрения	2	2
333	мысли и	4	2
334	бы мы	1	2
335	которые в	1	2
336	не в	5	2
337	же тут	1	2
338	даже в	2	2
339	мною в	1	2
340	что с	2	2
341	правда в	1	2
342	что их	1	2
343	на него	3	2
344	с и	2	2
345	того чтобы	2	2
346	вывод который	1	2
347	или как	1	2
348	как на	2	2
349	не столь	1	2
350	никуда не	2	2
351	этой работе	1	2
352	виде так	1	2
353	настоящего времени	1	2
354	что может	1	2
355	на это	2	2
356	о них	1	2
357	на нем	1	2
358	в в	3	2
359	мысль о	1	2
360	и сам	6	2
361	но зато	2	2
362	без того	1	2
363	еще в	4	2
364	можно только	1	2
365	уж во	1	2
366	сводится к	1	2
367	о нем	7	2
368	и поэтому	1	2
369	а также	5	2
370	время не	1	2
371	это было	6	2
372	то эта	1	2
373	к нему	4	2
374	этому поводу	1	2
375	что и	5	2
376	вообще и	1	2
377	если это	1	2
378	говорить только	1	2
379	оказалось что	1	2
380	как нечто	1	2
381	и действительно	3	2
382	и весьма	2	2
383	в разные	1	2
384	здесь о	1	2
385	между этими	1	2
386	или в	1	2
387	в качестве	6	2
388	для всех	1	2
389	конечно не	2	2
390	уже с	1	2
391	ни с	4	2
392	это обстоятельство	1	2
393	с этими	3	2
394	только с	1	2
395	и а	2	2
396	в состоянии	1	2
397	самого же	1	2
398	в последние	1	2
399	или о	2	2
400	а главное	1	2
401	от другого	1	2
402	совершенно не	2	2
403	время весьма	1	2
404	входить в	1	2
405	вместе с	3	2
406	и особенно	4	2
407	м с	4	2
408	относиться к	1	2
409	на эту	1	2
410	но который	1	2
411	в тех	2	2
412	самого себя	1	2
413	под ред	2	2
414	л в	1	2
415	заставляет нас	1	2
416	отдельно от	1	2
417	в с	1	2
418	свидетельствует о	3	2
419	собственно говоря	3	2
420	или не	1	2
421	но вот	1	2
422	по поводу	12	2
423	хотели бы	3	2
424	о своем	1	2
425	из этого	2	2
426	в заключение	1	2
