N	4gram	Tiupa_Lite_2	DiskursI
1	в то же время	9	3
2	в том что в	1	2
3	с одной стороны и	1	2
4	в том числе и	1	2
5	не говоря уже о	2	2
6	же самое можно сказать	1	1
7	мы имеем дело с	1	1
8	в чем и состоит	1	1
9	можно сказать и о	1	1
10	и т.п такого рода	1	1
11	едва ли не наиболее	1	1
12	по крайней мере двух	1	1
13	и не может быть	1	1
14	одно и то же	2	1
15	гегель именовал веком героев	1	1
16	состоит в том что	3	1
17	самое можно сказать и	1	1
18	состоит в том чтобы	1	1
19	то же самое можно	1	1
20	при таком взгляде на	1	1
21	не может быть ни	1	1
22	в начале х годов	1	1
23	и в то же	1	1
24	первого и второго лица	1	1
25	в принципе не может	1	1
26	нет и не может	1	1
27	одной стороны и к	1	1
