N	2gram	Tiupa_Disk_2	Problema
1	и в	16	44
2	вовсе не	1	37
3	и не	15	35
4	не есть	1	35
5	то есть	12	34
6	может быть	16	28
7	потому что	4	25
8	не просто	1	23
9	то что	5	23
10	в том	8	21
11	только в	3	19
12	а не	14	18
13	в этом	16	17
14	также и	3	16
15	сказать что	1	16
16	художественного произведения	1	14
17	и то	4	14
18	не только	10	14
19	и даже	1	14
20	то же	6	13
21	не в	3	13
22	но в	11	12
23	том что	10	12
24	той или	3	12
25	так что	1	12
26	художественного образа	1	12
27	в басне	3	11
28	не является	4	11
29	отнюдь не	6	10
30	так и	9	10
31	как и	16	10
32	тем не	1	10
33	не менее	7	10
34	некоторого рода	2	10
35	но и	11	10
36	в нем	7	9
37	и с	2	9
38	это не	3	9
39	в то	5	9
40	и это	2	9
41	никак не	1	9
42	в его	3	9
43	что и	2	9
44	что он	2	9
45	как нечто	1	9
46	в данном	7	9
47	как бы	4	9
48	таким образом	1	9
49	и от	1	9
50	во всяком	1	9
51	перед нами	3	8
52	в себе	19	8
53	он не	3	8
54	ни в	7	8
55	но это	3	8
56	здесь не	2	8
57	того что	1	8
58	или иной	3	8
59	что же	2	8
60	что в	5	8
61	это и	1	7
62	мы не	1	7
63	все эти	3	7
64	указывает на	1	7
65	данном случае	6	7
66	с ним	1	7
67	и что	1	7
68	с другой	5	7
69	уже не	3	7
70	еще и	1	7
71	не может	9	7
72	в целом	2	6
73	все же	6	6
74	о том	4	6
75	у пушкина	2	6
76	то ни	1	6
77	того или	1	6
78	но если	1	6
79	никогда не	2	6
80	для этого	1	6
81	можно сказать	3	6
82	и только	1	6
83	всяком случае	1	6
84	такого рода	9	6
85	жизни и	3	6
86	и есть	1	5
87	есть не	1	5
88	еще не	6	5
89	за пределы	1	5
90	в своем	5	5
91	хотя и	1	5
92	в нашем	1	5
93	и сам	1	5
94	точки зрения	4	5
95	в своей	6	5
96	нас не	1	5
97	тем самым	6	5
98	как о	1	5
99	и его	3	5
100	в ней	2	5
101	и здесь	1	5
102	крайней мере	1	5
103	с той	2	5
104	только на	1	5
105	не было	3	5
106	по крайней	1	5
107	этом случае	2	5
108	как в	8	5
109	да и	1	5
110	все это	2	5
111	а в	2	5
112	с ней	2	5
113	другой стороны	2	5
114	не имеют	1	4
115	но даже	1	4
116	он сам	1	4
117	бы то	1	4
118	в чем	1	4
119	тут же	2	4
120	при этом	17	4
121	образа и	1	4
122	же касается	2	4
123	на первый	2	4
124	дело в	2	4
125	отличается от	1	4
126	в ее	1	4
127	языка и	1	4
128	мы в	1	4
129	же и	1	4
130	никакого отношения	1	4
131	тем что	1	4
132	нас в	1	4
133	на этот	1	4
134	или по	2	4
135	а также	8	4
136	в искусстве	1	4
137	же как	2	3
138	то в	1	3
139	говорить о	2	3
140	и ее	3	3
141	из того	1	3
142	там и	1	3
143	но не	7	3
144	уже как	2	3
145	и как	3	3
146	в самом	1	3
147	в этой	4	3
148	говорят о	1	3
149	пушкина и	1	3
150	содержит в	2	3
151	одно и	2	3
152	но все	1	3
153	об этом	1	3
154	его в	3	3
155	первую очередь	2	3
156	только о	1	3
157	но уже	2	3
158	себе как	1	3
159	в которых	1	3
160	в таких	1	3
161	чем не	2	3
162	та или	1	3
163	ничего не	1	3
164	или иная	1	3
165	как будто	3	3
166	только еще	1	3
167	она не	1	3
168	может иметь	2	3
169	быть и	1	3
170	в качестве	16	3
171	самом деле	1	3
172	есть в	2	3
173	для него	5	3
174	могло бы	1	3
175	случае не	1	3
176	отличие от	12	3
177	жизни а	3	3
178	здесь в	3	3
179	прежде всего	7	3
180	его как	1	3
181	подобного рода	1	3
182	ни о	1	3
183	в первую	2	3
184	в той	2	3
185	самого себя	1	3
