N	3gram	Ircho_Kome_3	Formalny
1	в связи с	3	10
2	и т п	3	9
3	с точки зрения	3	7
4	в этом отношении	2	7
5	в самом деле	6	5
6	и в этом	1	5
7	то же время	4	5
8	в то же	4	5
9	во всяком случае	3	5
10	и т д	1	5
11	вместе с тем	3	4
12	и не может	1	3
13	и в то	1	3
14	в зависимости от	1	3
15	с другой стороны	2	3
16	так и в	1	3
17	для того чтобы	6	3
18	в какой мере	2	2
19	на первый план	1	2
20	не было и	1	2
21	как это было	1	2
22	в отличие от	1	2
23	отца с сыном	1	2
24	в конце концов	2	2
25	с самого начала	4	2
26	но все же	2	2
27	к тому что	1	2
28	в том что	9	2
29	как мы знаем	1	2
30	может быть с	1	1
31	но как раз	1	1
32	и здесь не	1	1
33	сам он не	1	1
34	в виду что	1	1
35	более или менее	1	1
36	равно как и	1	1
37	не говоря уже	1	1
38	и до сих	1	1
39	тому что и	1	1
40	в настоящее время	1	1
41	в этом случае	2	1
42	с одной стороны	3	1
43	до сих пор	9	1
44	говоря уже о	1	1
45	что он не	2	1
46	со стороны других	1	1
47	это не так	1	1
48	рассматривать не как	1	1
49	по крайней мере	1	1
50	не могла быть	1	1
51	же что и	1	1
52	т е в	2	1
53	все равно что	1	1
54	в том чтобы	1	1
55	и в его	1	1
56	но при этом	1	1
57	ясно с самого	1	1
58	так или иначе	2	1
59	он был бы	1	1
60	самого начала что	1	1
61	то что он	1	1
62	и сам он	1	1
63	чуть ли не	1	1
64	бы то ни	2	1
65	в других случаях	1	1
66	он не похож	1	1
67	имеем в виду	1	1
68	должен был быть	1	1
69	было и речи	1	1
70	его отношение к	1	1
71	в свою очередь	6	1
72	ничего общего с	1	1
73	и без того	1	1
74	мы имеем в	1	1
75	в известной степени	2	1
76	не похож на	1	1
77	по этому поводу	1	1
78	тем не менее	3	1
79	вовсе не является	1	1
80	на то чтобы	1	1
81	что и в	2	1
