N	2gram	Voloshinov_1	Problema
1	то есть	4	39
2	то что	8	38
3	вовсе не	2	37
4	и не	14	37
5	и в	38	35
6	не есть	1	33
7	не только	27	24
8	сказать что	3	24
9	знак и	2	21
10	том что	3	19
11	что такое	4	18
12	у нас	4	18
13	даже и	2	18
14	о том	4	18
15	может быть	13	18
16	в этом	10	17
17	и вообще	2	16
18	но и	13	16
19	знака и	1	15
20	что мы	11	14
21	только в	6	14
22	не менее	1	13
23	потому что	5	13
24	не может	12	13
25	и что	1	13
26	также и	2	12
27	тем не	1	12
28	того что	4	12
29	в том	2	12
30	хотя бы	18	12
31	не просто	2	11
32	не будет	3	11
33	никак не	1	11
34	и даже	3	11
35	так что	1	11
36	прежде всего	21	11
37	что в	1	11
38	в таком	1	11
39	и то	3	10
40	говорить о	1	10
41	еще не	3	10
42	ничего не	8	10
43	и с	5	10
44	а не	6	10
45	да и	4	10
46	тем более	1	10
47	в этой	6	9
48	если мы	4	9
49	только на	3	9
50	что же	8	9
51	для нас	3	9
52	значение и	1	8
53	все же	7	8
54	по себе	1	8
55	знаком и	1	8
56	ясно что	2	8
57	в виду	3	8
58	было бы	7	8
59	уже не	4	8
60	при помощи	1	8
61	как раз	1	8
62	только о	1	8
63	смысле слова	1	7
64	бы и	2	7
65	все эти	2	7
66	того или	5	7
67	мы не	9	7
68	тем самым	7	7
69	не является	5	7
70	в конце	6	7
71	так и	6	7
72	в его	6	7
73	конце концов	3	7
74	так как	7	7
75	этом случае	3	7
76	есть не	2	6
77	с другой	1	6
78	но как	2	6
79	к сожалению	1	6
80	относится к	2	6
81	но в	5	6
82	на то	1	6
83	был бы	1	6
84	по крайней	1	6
85	мы можем	7	6
86	не о	1	6
87	как будто	1	6
88	крайней мере	1	6
89	когда мы	6	6
90	же самое	5	6
91	другими словами	7	6
92	можно сказать	4	6
93	в виде	1	6
94	ни в	1	6
95	в области	5	6
96	о чем	1	6
97	но это	2	6
98	при условии	2	6
99	и для	3	6
100	не существует	4	6
101	в то	9	6
102	то же	14	5
103	между собой	2	5
104	по своему	3	5
105	отнюдь не	10	5
106	с этим	2	5
107	в самом	4	5
108	в себе	9	5
109	с другими	2	5
110	но уже	1	5
111	как и	10	5
112	и без	4	5
113	и уж	1	5
114	раз и	1	5
115	связи с	3	5
116	будто бы	1	5
117	той или	3	5
118	и это	7	5
119	человеческая речь	1	5
120	как мы	9	5
121	языка и	4	5
122	можно было	4	5
123	и на	6	5
124	тот или	1	5
125	или иной	4	5
126	еще и	2	5
127	другой стороны	1	5
128	в частности	3	5
129	так же	4	5
130	кроме того	2	5
131	в связи	2	5
132	и все	4	5
133	или иного	5	5
134	самом деле	4	4
135	на самом	3	4
136	человеческой речи	3	4
137	и есть	1	4
138	не был	1	4
139	было говорить	1	4
140	но не	2	4
141	в общем	1	4
142	в своем	1	4
143	и той	5	4
144	и как	9	4
145	более или	1	4
146	вообще не	1	4
147	всех этих	1	4
148	их в	3	4
149	таким образом	7	4
150	и тем	6	4
151	которой он	1	4
152	как таковой	3	4
153	на первый	1	4
154	или менее	1	4
155	в этих	2	4
156	но если	1	4
157	сама собой	1	4
158	не будем	1	4
159	самое время	2	4
160	собой и	1	4
161	же такое	2	4
162	в отношении	2	4
163	существует и	2	4
164	для каждого	2	4
165	до сих	1	4
166	в каком	2	4
167	не могут	1	4
168	языке и	1	4
169	все еще	1	4
170	что при	1	4
171	и о	1	4
172	говоря уже	1	4
173	без всякого	1	4
174	если бы	4	4
175	и здесь	3	4
176	и знак	1	4
177	всякого рода	1	4
178	тот же	2	4
179	что он	2	4
180	есть в	1	4
