N	2gram	Propp_Isto_6	Problemy
1	и в	26	43
2	и не	10	29
3	т е	22	26
4	может быть	11	23
5	как бы	4	22
6	не может	6	18
7	как и	5	14
8	но и	9	14
9	и т	10	13
10	в этом	12	13
11	точки зрения	1	13
12	что он	9	13
13	в нем	8	12
14	в одном	3	12
15	не только	10	11
16	не в	3	11
17	и на	12	10
18	но в	7	10
19	как мы	4	10
20	в его	5	10
21	прежде всего	4	10
22	еще не	9	9
23	он не	2	9
24	никогда не	13	9
25	то же	5	8
26	для него	1	8
27	и его	7	8
28	или в	3	8
29	перед нами	2	7
30	к себе	2	7
31	в то	5	7
32	и сам	2	7
33	в другом	1	7
34	в него	3	7
35	до сих	4	7
36	а не	2	7
37	что же	2	7
38	сих пор	4	7
39	то что	6	7
40	и наконец	3	6
41	при этом	3	6
42	к одному	1	6
43	не как	1	6
44	в этих	2	6
45	что я	1	6
46	здесь не	2	6
47	приводит к	1	6
48	в том	12	6
49	в котором	1	6
50	у него	7	6
51	нам кажется	2	5
52	к другому	1	5
53	и он	4	5
54	но не	2	5
55	по отношению	2	5
56	хотя и	1	5
57	в себе	3	5
58	все эти	8	5
59	на то	2	5
60	таким образом	12	5
61	и с	6	5
62	было бы	2	5
63	но здесь	4	5
64	о том	7	5
65	никак не	1	5
66	и что	5	5
67	к нему	1	5
68	так что	3	5
69	вовсе не	2	5
70	все это	1	5
71	бы в	1	5
72	а в	3	5
73	отношению к	2	5
74	и до	2	4
75	а как	1	4
76	мы не	6	4
77	сюжет не	1	4
78	с его	4	4
79	во всех	1	4
80	отличие от	1	4
81	там где	5	4
82	в своем	2	4
83	знаю что	1	4
84	т д	8	4
85	человека в	2	4
86	же не	2	4
87	в них	3	4
88	далеко не	3	4
89	в своей	3	4
90	но он	2	4
91	их в	3	4
92	как его	1	4
93	или как	2	4
94	с другом	1	4
95	к тому	2	4
96	и это	8	4
97	с собой	2	4
98	по мере	1	4
99	этот вопрос	1	4
100	только в	5	4
101	в стиле	1	4
102	же и	1	4
103	так как	18	4
104	с другой	10	4
105	на этот	1	4
106	то есть	1	4
107	не могут	1	4
108	друг с	1	4
109	другого человека	1	4
110	и нет	1	4
111	но это	4	4
112	между ними	1	4
113	что в	12	4
114	но эти	2	4
115	также и	1	3
116	должна быть	3	3
117	мы уже	6	3
118	что если	1	3
119	так я	1	3
120	здесь нет	2	3
121	он был	2	3
122	в одной	2	3
123	стороны и	2	3
124	кроме того	3	3
125	когда он	3	3
126	и к	1	3
127	более или	1	3
128	это не	4	3
129	в жизни	1	3
130	кажется что	2	3
131	такой же	3	3
132	или менее	1	3
133	образом и	2	3
134	даже в	2	3
135	в одно	2	3
136	этих трех	1	3
137	она не	3	3
138	на него	2	3
139	ничего не	2	3
140	уже говорили	1	3
141	могут быть	3	3
142	души человеческой	1	3
143	не менее	1	3
144	но при	2	3
145	и этим	5	3
146	можно было	2	3
147	так и	5	3
148	если бы	3	3
149	и даже	1	3
150	с ним	8	3
151	там в	3	3
152	и здесь	1	3
153	между тем	1	3
154	что и	4	3
155	и только	3	3
156	наконец в	1	3
157	его в	5	3
158	и ее	3	3
159	есть в	1	3
160	уже не	7	3
161	в виде	6	3
162	тем что	5	3
163	он и	2	3
164	него в	2	3
165	по существу	1	3
166	но для	2	3
167	все же	8	3
168	и для	1	3
169	в эту	2	3
170	но зато	1	3
171	не знает	1	3
172	другой стороны	8	3
173	того же	2	3
174	в последнем	2	3
175	есть и	4	3
176	героя в	2	3
177	ту же	2	2
178	отношения к	1	2
179	из его	2	2
180	почти всегда	3	2
181	и о	1	2
182	вопрос о	3	2
183	героя но	1	2
184	время как	3	2
185	бы ни	1	2
186	то это	5	2
187	себе что	1	2
188	и сами	1	2
189	мы наблюдали	3	2
190	этих случаях	1	2
191	он говорит	1	2
192	в голове	1	2
193	друг на	1	2
194	же она	1	2
195	отношение к	1	2
196	как в	6	2
197	с этим	2	2
198	как нам	1	2
199	целый ряд	2	2
200	и как	2	2
201	его к	1	2
202	та же	3	2
203	что это	2	2
204	в целом	1	2
205	сказать о	1	2
206	из этих	4	2
207	им в	1	2
208	отношение между	1	2
209	мы обратимся	1	2
210	как он	6	2
211	но на	1	2
212	на том	8	2
213	одно и	1	2
214	но все	2	2
215	а затем	1	2
216	об этом	1	2
217	знает что	1	2
218	он есть	1	2
219	известно что	2	2
220	и соответствующие	2	2
221	ни в	2	2
222	он является	1	2
223	на друга	1	2
224	одна и	1	2
225	мы с	1	2
226	том что	10	2
227	и при	1	2
228	их сознания	1	2
229	в которых	2	2
230	пока наконец	1	2
231	что этот	2	2
232	и то	3	2
233	и герой	1	2
234	и очень	1	2
235	того как	3	2
236	одна из	2	2
237	пути и	1	2
238	тем не	1	2
239	меня и	3	2
240	и эта	3	2
241	что на	1	2
242	перед ним	1	2
243	у нас	5	2
244	отличается от	2	2
245	должны быть	2	2
246	здесь мы	4	2
247	не могу	1	2
248	то время	3	2
249	мы наблюдаем	1	2
250	что у	2	2
251	он так	1	2
252	в образе	10	2
253	для этого	1	2
254	с человеком	1	2
255	форме в	1	2
256	все его	1	2
257	от них	1	2
258	переходит в	1	2
259	в форме	2	2
260	того что	2	2
261	быть и	1	2
262	но так	3	2
263	здесь с	1	2
264	уже в	1	2
265	если мы	1	2
266	и они	2	2
267	то и	2	2
268	не удастся	1	2
269	его и	1	2
270	это место	2	2
271	может служить	1	2
272	мы можем	7	2
273	уже и	1	2
274	на меня	1	2
275	именно как	1	2
276	он это	1	2
277	а с	2	2
278	и др	2	2
279	что не	2	2
280	и пр	1	2
281	превращается в	7	2
282	он только	1	2
283	он тут	1	2
284	так же	2	2
285	если оно	1	2
286	например в	7	2
287	этого слова	1	2
288	своей жизни	1	2
289	например у	3	2
290	для нас	2	2
291	бы он	1	2
292	не есть	2	2
293	с ними	2	2
294	сказать что	3	2
295	ведь он	1	2
296	ее в	6	2
297	в своих	3	2
298	в таком	1	2
299	во всяком	2	2
300	в движение	1	1
301	относится и	1	1
302	имеет как	1	1
303	таком случае	1	1
304	и через	3	1
305	так у	3	1
306	герой выходя	1	1
307	и есть	1	1
308	он находится	1	1
309	между двумя	1	1
310	и объяснение	1	1
311	и чрезвычайно	1	1
312	из другого	2	1
313	все те	1	1
314	и больше	2	1
315	этого он	1	1
316	одним из	1	1
317	есть не	1	1
318	овладеть им	1	1
319	к народу	1	1
320	или наоборот	1	1
321	же как	3	1
322	при анализе	1	1
323	всех его	2	1
324	выходит из	1	1
325	именно к	1	1
326	этом не	1	1
327	воздухе в	1	1
328	он как	1	1
329	эта форма	1	1
330	вот я	1	1
331	но она	1	1
332	и тем	4	1
333	все указанные	1	1
334	их к	1	1
335	тезис что	1	1
336	кто же	1	1
337	а другие	1	1
338	на них	1	1
339	человека или	1	1
340	идея эта	1	1
341	то мы	1	1
342	уже нет	1	1
343	с одной	7	1
344	землю и	1	1
345	то он	2	1
346	но как	4	1
347	в главное	1	1
348	силы и	1	1
349	учение о	1	1
350	перед началом	1	1
351	идет о	1	1
352	что как	1	1
353	хозяином и	1	1
354	однако не	1	1
355	не удалось	1	1
356	себе не	1	1
357	увидим что	2	1
358	важность для	1	1
359	бы с	1	1
360	так или	1	1
361	того этот	1	1
362	которые в	2	1
363	в этой	2	1
364	вы меня	1	1
365	вид и	1	1
366	и если	1	1
367	вообще не	3	1
368	видит и	1	1
369	что она	3	1
370	оно было	1	1
371	она становится	1	1
372	характер в	1	1
373	слились в	1	1
374	что ни	1	1
375	этом мире	1	1
376	и по	4	1
377	на этом	1	1
378	но дело	1	1
379	однако в	2	1
380	его до	1	1
381	от нее	2	1
382	что все	1	1
383	этом он	1	1
384	в мире	1	1
385	связанных с	1	1
386	имеет с	1	1
387	с целью	1	1
388	оставляет в	1	1
389	видит в	1	1
390	приходит в	2	1
391	выходя из	1	1
392	стоит на	2	1
393	в ином	6	1
394	с водой	2	1
395	нет в	3	1
396	в прямом	1	1
397	в ее	1	1
398	не всегда	4	1
399	несмотря на	1	1
400	о чем	2	1
401	чем в	1	1
402	такою же	1	1
403	остается в	1	1
404	и знает	1	1
405	к мысли	1	1
406	ему во	1	1
407	от своего	1	1
408	которую мы	1	1
409	я его	2	1
410	и третий	1	1
411	это только	1	1
412	в книге	4	1
413	еще нет	4	1
414	она в	2	1
415	дальнейшее развитие	1	1
416	от его	1	1
417	нами до	1	1
418	другом и	1	1
419	его уже	1	1
420	обращение к	1	1
421	и эти	5	1
422	без всяких	2	1
423	заставляет его	1	1
424	связей с	2	1
425	героем и	1	1
426	что есть	1	1
427	а от	1	1
428	при всех	1	1
429	в таких	1	1
430	и функции	1	1
431	что с	1	1
432	меня не	1	1
433	этими двумя	1	1
434	друг друга	1	1
435	ее с	1	1
436	в основе	1	1
437	ними и	1	1
438	того чтобы	1	1
439	или какое-нибудь	1	1
440	это еще	3	1
441	не могло	2	1
442	не имеет	2	1
443	следовательно и	1	1
444	этих двух	1	1
445	показывает нам	1	1
446	а во	1	1
447	по своей	1	1
448	только с	1	1
449	героя а	1	1
450	не от	1	1
451	очень часто	5	1
452	на того	1	1
453	числе и	1	1
454	мере того	1	1
455	все усиливается	1	1
456	его с	3	1
457	его значение	1	1
458	полным правом	1	1
459	когда они	1	1
460	где он	2	1
461	даже когда	2	1
462	приведем еще	1	1
463	здесь еще	4	1
464	он прежде	1	1
465	из их	1	1
466	где нет	2	1
467	к господину	1	1
468	с ее	1	1
469	так в	6	1
470	много примеров	1	1
471	в классической	1	1
472	собственно не	1	1
473	людей он	1	1
474	если они	3	1
475	здесь он	1	1
476	двойника не	1	1
477	те же	1	1
478	не с	1	1
479	здесь как	1	1
480	живет в	2	1
481	отсюда и	1	1
482	и каждый	1	1
483	еще в	3	1
484	жизнь и	1	1
485	с героем	1	1
486	я знаю	1	1
487	говорилось о	1	1
488	поэтому их	1	1
489	стремление к	1	1
490	мы рассмотрим	3	1
491	же было	1	1
492	с полным	1	1
493	есть герой	1	1
494	слова из	1	1
495	и поэтому	1	1
496	доказывающих что	1	1
497	но мы	2	1
498	который является	1	1
499	после того	2	1
500	можно сказать	2	1
501	д но	1	1
502	от него	3	1
503	он его	1	1
504	по двум	1	1
505	три раза	1	1
506	на одном	1	1
507	говорит он	2	1
508	бы поставить	1	1
509	формы его	1	1
510	ее как	1	1
511	может иметь	2	1
512	не друг	1	1
513	все больше	2	1
514	но тут	1	1
515	как объект	1	1
516	я ее	1	1
517	что здесь	3	1
518	на которой	1	1
519	один из	3	1
520	ведь эти	1	1
521	и встречает	1	1
522	вне себя	1	1
523	мы видим	5	1
524	стиль в	1	1
525	менее в	1	1
526	одной из	1	1
527	иначе обстоит	1	1
528	пор не	1	1
529	и действительно	3	1
530	еще и	1	1
531	очень много	1	1
532	всяком случае	2	1
533	между этими	1	1
534	или они	1	1
535	но то	1	1
536	именно на	2	1
537	с которыми	1	1
538	в качестве	3	1
539	человека с	1	1
540	из которого	1	1
541	прямо не	1	1
542	быть разрешен	1	1
543	раз в	1	1
544	со своим	1	1
545	он заставляет	1	1
546	своим собственным	1	1
547	еще очень	2	1
548	ним не	1	1
549	него и	3	1
550	здесь же	4	1
551	наблюдали раньше	1	1
552	или даже	1	1
553	героя мы	1	1
554	глаза и	1	1
555	на своего	1	1
556	мы знаем	2	1
557	мир в	1	1
558	эти три	3	1
559	мы находим	2	1
560	при всей	1	1
561	но что	1	1
562	не случайно	1	1
563	но уже	1	1
564	она имеет	2	1
565	как будто	3	1
566	в других	4	1
567	о которых	1	1
568	не было	3	1
569	были бы	1	1
570	нет например	1	1
571	никого не	2	1
572	связан с	6	1
573	одной стороны	7	1
574	и из	1	1
575	уже при	1	1
576	или иначе	1	1
577	а именно	9	1
578	том как	3	1
579	случаев в	2	1
580	это перенесение	3	1
581	такое же	1	1
582	своего собственного	1	1
583	на ней	1	1
584	больше и	3	1
585	связано с	4	1
586	от этого	3	1
587	потом в	1	1
588	в воздухе	1	1
589	не исключает	1	1
590	однако и	1	1
591	его как	1	1
592	как ни	1	1
593	все время	2	1
594	одну из	4	1
595	здесь этот	1	1
596	что из	2	1
597	но есть	3	1
598	в связи	1	1
599	на этой	2	1
600	нами как	2	1
601	вместе с	8	1
602	но кто	1	1
603	как это	5	1
604	но человек	1	1
605	из которых	3	1
606	над ним	1	1
607	к своему	3	1
608	смысле этого	1	1
609	это есть	1	1
610	в мир	1	1
611	у ивана	1	1
612	указание на	1	1
613	в это	4	1
614	эти вопросы	1	1
615	о его	1	1
616	в самую	1	1
617	силу и	2	1
618	но с	1	1
619	которых он	2	1
620	этот процесс	1	1
621	мы сразу	1	1
622	и от	3	1
623	место для	1	1
624	тем более	1	1
625	о котором	2	1
626	своей собственной	1	1
627	в другое	1	1
628	обращается к	2	1
629	это может	1	1
630	же в	1	1
631	есть уже	1	1
632	обстоит дело	1	1
633	но вот	2	1
634	за этим	1	1
635	е в	2	1
636	от ее	1	1
637	ты не	1	1
638	все еще	1	1
639	от лица	1	1
640	за исключением	1	1
641	он-то и	1	1
642	всех разновидностей	1	1
643	на более	3	1
644	тысяч лет	1	1
645	сплошь из	1	1
646	к иному	2	1
647	всю землю	1	1
648	из этого	3	1
649	время не	1	1
650	как один	1	1
651	жизни и	2	1
652	все что	4	1
653	переносит в	2	1
654	и другие	3	1
655	этой точки	1	1
656	это в	1	1
657	нет здесь	1	1
658	к этому	3	1
659	как на	3	1
660	том числе	1	1
661	они не	3	1
