N	4gram	Medvedev_F_1	KulturaY
1	и т п в	1	3
2	в зависимости от того	1	3
3	не говоря уже о	1	2
4	в том отношении что	1	1
5	чтобы вслед за этим	1	1
6	и не может быть	2	1
7	не выходит за пределы	1	1
8	с этой точки зрения	1	1
9	с точки зрения их	2	1
10	во что бы то	2	1
11	что и в этом	1	1
12	бы то ни стало	2	1
13	и пр и пр	2	1
14	в этом смысле можно	1	1
15	что бы то ни	2	1
16	что он в своем	1	1
17	и в то же	1	1
18	не с точки зрения	1	1
19	в то же время	8	1
20	с точки зрения ее	1	1
21	т е она не	1	1
22	что на самом деле	1	1
23	ни на минуту не	1	1
