N	3gram	Tiupa_Anal_2	Istorich
1	с другой стороны	2	8
2	в этом случае	4	7
3	с одной стороны	4	7
4	в этих случаях	1	6
5	о том что	6	4
6	в связи с	1	4
7	тем не менее	3	4
8	не может быть	1	3
9	по отношению к	4	2
10	его в себя	1	2
11	в таких случаях	1	2
12	в данном случае	5	2
13	не только в	2	2
14	но и в	1	2
15	друг с другом	1	2
16	в том что	6	2
17	на то что	2	2
18	как и в	3	2
19	при встрече с	1	1
20	отношению к которым	1	1
21	что один из	1	1
22	никак не может	1	1
23	в соответствии с	2	1
24	свидетельствует о том	1	1
25	он не только	1	1
26	уже говорилось выше	1	1
27	и он же	2	1
28	с точки зрения	2	1
29	и тем что	1	1
30	в отличие от	2	1
31	что случилось с	1	1
32	то же время	2	1
33	точно так же	1	1
34	с этой точки	1	1
35	дело не в	1	1
36	обращает на себя	3	1
37	еще ничего не	1	1
38	состоит в том	4	1
39	во всех этих	1	1
40	не только для	1	1
41	носит в себе	1	1
42	бы вера в	1	1
43	этой точки зрения	1	1
44	все того же	1	1
45	на две части	1	1
46	в свою очередь	1	1
47	и тем самым	2	1
48	но и для	1	1
49	в самом деле	1	1
50	подобно тому как	3	1
51	можно сказать что	1	1
52	ничего не говорит	1	1
53	по которой он	1	1
54	в то же	2	1
55	в том смысле	1	1
56	они могут быть	1	1
57	до некоторой степени	1	1
58	всех этих случаях	1	1
59	не тот кто	1	1
