N	2gram	Bakhtin_Fr_7	Analitik
1	в качестве	9	31
2	может быть	4	29
3	в том	11	27
4	не может	3	22
5	и не	7	21
6	в частности	1	19
7	и в	41	18
8	но и	9	17
9	а не	2	17
10	не только	5	15
11	тогда как	1	14
12	не в	9	14
13	в этом	15	13
14	как и	14	13
15	в его	12	13
16	при этом	3	12
17	том что	4	12
18	в себе	11	11
19	то есть	20	11
20	но не	1	10
21	то же	13	9
22	в то	10	9
23	а в	5	9
24	есть не	2	8
25	в мире	3	8
26	но в	8	8
27	в той	3	8
28	не есть	2	8
29	том чтобы	1	7
30	тем самым	3	7
31	к тому	2	7
32	мы имеем	2	6
33	в сущности	4	6
34	по отношению	2	6
35	отличие от	1	6
36	в самом	1	6
37	это не	6	6
38	далеко не	2	6
39	точки зрения	5	6
40	в своей	3	6
41	в основе	1	6
42	по своей	1	6
43	должен быть	2	6
44	в себя	2	6
45	времени и	1	6
46	же время	9	6
47	только в	6	6
48	себя в	1	6
49	то что	8	6
50	прежде всего	11	6
51	в их	3	5
52	что иное	1	5
53	и на	4	5
54	иное как	1	5
55	и как	2	5
56	в этой	13	5
57	и его	9	5
58	о том	6	5
59	между тем	1	5
60	и т.п	9	5
61	такого рода	1	5
62	как бы	7	5
63	отношению к	2	5
64	что в	9	5
65	того же	3	4
66	не что	1	4
67	все же	1	4
68	тому же	1	4
69	с точки	3	4
70	по себе	1	4
71	в области	2	4
72	ни в	6	4
73	так и	10	4
74	не с	1	4
75	с ним	2	4
76	в другом	1	4
77	того что	2	4
78	дело с	1	4
79	уже не	2	4
80	именно в	2	4
81	во времени	2	4
82	вместе с	5	4
83	из которых	2	4
84	в литературе	2	4
85	ни было	2	4
86	одним из	1	3
87	и есть	3	3
88	между двумя	1	3
89	место в	4	3
90	однако не	1	3
91	и к	5	3
92	автора и	1	3
93	в нашем	1	3
94	как он	2	3
95	в нем	7	3
96	он не	4	3
97	вследствие этого	1	3
98	в силу	1	3
99	таким образом	19	3
100	не будет	1	3
101	даже в	1	3
102	в котором	1	3
103	своего рода	2	3
104	дело не	2	3
105	того и	1	3
106	о нем	3	3
107	в таком	1	3
108	или ином	1	3
109	не могут	1	3
110	а также	2	3
111	к нему	5	3
112	с его	2	3
113	том или	1	3
114	еще не	2	3
115	обратиться к	1	3
116	никто не	10	3
117	что и	5	3
118	более того	1	3
119	она может	1	3
120	и все	14	3
121	что он	3	3
122	том числе	4	3
123	отношения к	1	2
124	не остается	1	2
125	самом деле	1	2
126	на самом	2	2
127	он может	3	2
128	в первом	1	2
129	едва ли	1	2
130	также и	2	2
131	той же	3	2
132	а как	1	2
133	на место	4	2
134	и то	2	2
135	и самого	2	2
136	данном случае	1	2
137	отношение к	2	2
138	не просто	2	2
139	научное познание	2	2
140	за пределы	1	2
141	что именно	1	2
142	как к	1	2
143	не являются	1	2
144	его к	3	2
145	в которой	2	2
146	все эти	13	2
147	думать что	1	2
148	рассказ о	2	2
149	а напротив	1	2
150	и до	6	2
151	силу своей	1	2
152	свидетельствует о	2	2
153	и по	3	2
154	на этом	5	2
155	и с	4	2
156	на все	1	2
157	из них	3	2
158	вовсе не	7	2
159	так как	3	2
160	несмотря на	3	2
161	такой же	3	2
162	для него	6	2
163	отрыве от	2	2
164	от своего	1	2
165	не должен	1	2
166	как-то раз	2	2
167	которое дает	1	2
168	только для	1	2
169	которые в	1	2
170	том и	2	2
171	свое время	2	2
172	в эпизоде	5	2
173	в процессе	2	2
174	никогда не	2	2
175	потому что	5	2
176	в сознании	1	2
177	же самое	1	2
178	как мы	11	2
179	роль в	2	2
180	и о	1	2
181	ни одно	1	2
182	здесь не	1	2
183	мысль о	1	2
184	особенно в	2	2
185	одного из	2	2
186	должно быть	4	2
187	но к	1	2
188	и та	1	2
189	с целью	1	2
190	является по	1	2
191	может иметь	2	2
192	один из	1	2
193	в отрыве	2	2
194	в двух	1	2
195	ли он	1	2
196	который в	1	2
197	бы ни	1	2
198	в начале	1	2
199	при помощи	1	2
200	его и	1	2
201	себе в	1	2
202	в новом	1	2
203	выступает в	1	2
204	этом отношении	2	2
205	было бы	4	2
206	но о	1	2
207	мира в	4	2
208	на фоне	1	2
209	и потому	3	2
210	как от	1	2
211	в данном	2	2
212	первом случае	1	2
213	писал в	1	2
214	тем более	1	2
215	нет ничего	1	2
216	элементов а	1	2
217	в свое	2	2
218	героя в	1	2
219	в речь	1	2
220	обращена к	1	1
221	например в	3	1
222	человека и	1	1
223	сам по	1	1
224	мира не	1	1
225	вещей но	1	1
226	тех же	1	1
227	этого мира	1	1
228	явления и	2	1
229	или о	1	1
230	смысл этого	1	1
231	все те	2	1
232	должна быть	1	1
233	в году	5	1
234	по его	1	1
235	мы уже	12	1
236	мы не	2	1
237	со смертью	1	1
238	он как	1	1
239	слово о	1	1
240	есть нечто	1	1
241	себя свою	1	1
242	принадлежит к	1	1
243	как я	4	1
244	здесь как	2	1
245	героев в	1	1
246	в ней	5	1
247	свою очередь	3	1
248	это существо	1	1
249	дает им	1	1
250	на нем	1	1
251	заключенных в	1	1
252	по этому	3	1
253	он был	3	1
254	он сам	1	1
255	быть в	1	1
256	оно ни	2	1
257	в различных	1	1
258	в чем	2	1
259	во всех	3	1
260	в ее	1	1
261	а только	2	1
262	к которой	1	1
263	это произведение	1	1
264	или по	1	1
265	есть за	2	1
266	же деле	1	1
267	его на	1	1
268	как в	5	1
269	как образ	1	1
270	есть в	6	1
271	я должен	1	1
272	и наконец	4	1
273	по пути	1	1
274	более или	2	1
275	не приходится	1	1
276	точкой зрения	1	1
277	та же	4	1
278	что это	4	1
279	а во-вторых	1	1
280	он в	1	1
281	самым и	1	1
282	учение о	2	1
283	но его	1	1
284	имеем в	2	1
285	и те	3	1
286	не обходится	1	1
287	к миру	1	1
288	и внешне	1	1
289	этот эпизод	1	1
290	в виде	1	1
291	не как	1	1
292	части этого	1	1
293	его от	1	1
294	и убеждения	1	1
295	и наоборот	1	1
296	в основу	1	1
297	но все	4	1
298	что все	2	1
299	в состоянии	2	1
300	и может	2	1
301	в будущее	2	1
302	его в	3	1
303	и тем	1	1
304	еще одно	1	1
305	смерть и	1	1
306	в ином	1	1
307	участие в	1	1
308	для них	1	1
309	в них	7	1
310	в историческом	2	1
311	с тем	1	1
312	и уже	1	1
313	он и	1	1
314	культуры с	1	1
315	себе все	2	1
316	и становится	1	1
317	или менее	2	1
318	в этих	2	1
319	во время	3	1
320	и при	1	1
321	и ее	2	1
322	том же	1	1
323	со всяким	1	1
324	оставаться в	1	1
325	в отношении	3	1
326	в такой	1	1
327	из настоящего	1	1
328	знает и	1	1
329	в которых	2	1
330	в авторском	1	1
331	жизни с	1	1
332	одном из	4	1
333	времени не	1	1
334	но он	4	1
335	впервые было	1	1
336	речи в	1	1
337	их в	2	1
338	не должно	3	1
339	человека есть	1	1
340	оба эти	1	1
341	одна из	4	1
342	первая часть	1	1
343	на него	1	1
344	было не	1	1
345	которого и	1	1
346	картины мира	4	1
347	из этой	1	1
348	на котором	1	1
349	о природе	1	1
350	ничего не	4	1
351	увидеть как	1	1
352	из древнейших	1	1
353	мне было	1	1
354	к концу	1	1
355	не говорит	1	1
356	во всем	1	1
357	значительное количество	1	1
358	но это	3	1
359	входят в	2	1
360	в каком	1	1
361	одно и	2	1
362	начиная с	1	1
363	к себе	1	1
364	пространство и	1	1
365	числе и	2	1
366	всего в	5	1
367	скорее в	1	1
368	оно не	2	1
369	этот путь	1	1
370	говорит о	1	1
371	тогда я	1	1
372	но по	2	1
373	в виду	4	1
374	проявляется в	3	1
375	этой части	1	1
376	на той	1	1
377	культуры и	1	1
378	на свой	1	1
379	как с	1	1
380	на том	2	1
381	по этой	1	1
382	по аналогии	1	1
383	в последующих	1	1
384	том как	2	1
385	человека человек	1	1
386	в глубине	1	1
387	в разных	2	1
388	образом в	1	1
389	материала и	1	1
390	и т.д	2	1
391	говорить не	1	1
392	и что	1	1
393	миф в	1	1
394	его жизни	1	1
395	аналогии с	1	1
396	времени в	1	1
397	это была	3	1
398	и во	2	1
399	авторов в	1	1
400	во всей	2	1
401	наконец в	1	1
402	в ту	1	1
