N	2gram	Tiupa_Anal_3	Formalny
1	и в	18	24
2	в его	7	23
3	прежде всего	5	22
4	и не	12	20
5	так и	14	18
6	точки зрения	3	16
7	не может	2	16
8	в этом	14	15
9	в нем	2	14
10	может быть	9	14
11	таким образом	4	13
12	на почве	1	13
13	с точки	2	13
14	в своем	4	11
15	как и	14	11
16	в своей	1	11
17	в их	6	11
18	не менее	4	11
19	должно быть	1	11
20	в ней	2	10
21	то же	3	10
22	вовсе не	1	10
23	и ее	2	10
24	и его	13	10
25	и их	1	10
26	а не	9	10
27	в то	3	9
28	и потому	2	9
29	все это	3	9
30	и на	4	8
31	как в	3	8
32	лишь в	5	8
33	не в	6	8
34	произведения в	1	8
35	литературы в	1	8
36	же время	3	8
37	в ее	3	8
38	произведения и	2	8
39	именно в	3	8
40	то что	2	8
41	в свою	5	8
42	на самом	1	7
43	с ее	3	7
44	не только	22	7
45	место в	1	7
46	жизни и	1	7
47	и от	2	7
48	но и	13	7
49	отношения к	2	6
50	еще не	6	6
51	самом деле	2	6
52	отнюдь не	4	6
53	в целом	3	6
54	все эти	2	6
55	в этой	6	6
56	как бы	10	6
57	входит в	2	6
58	свою очередь	4	6
59	в пределах	4	6
60	и здесь	2	6
61	до сих	1	6
62	в том	9	6
63	было бы	3	6
64	как это	3	6
65	художественное произведение	1	6
66	сих пор	1	6
67	и все	2	6
68	а в	10	6
69	бы ни	1	5
70	хотя бы	1	5
71	во всех	2	5
72	но в	2	5
73	и свою	1	5
74	в самом	5	5
75	при этом	11	5
76	по себе	4	5
77	не могло	1	5
78	и до	1	5
79	у нас	1	5
80	как мы	1	5
81	искусства и	1	5
82	в литературе	1	5
83	того что	1	5
84	со стороны	9	5
85	с другой	7	5
86	и др	1	5
87	формы и	1	5
88	в искусстве	2	5
89	с его	8	4
90	по отношению	7	4
91	в истории	1	4
92	независимо от	1	4
93	и к	4	4
94	учение о	1	4
95	не как	2	4
96	в мире	5	4
97	с другими	1	4
98	и может	1	4
99	как о	1	4
100	как на	1	4
101	оно не	1	4
102	никогда не	5	4
103	если бы	1	4
104	для этого	1	4
105	всяком случае	2	4
106	с одной	2	4
107	одной стороны	2	4
108	литература в	1	4
109	в связи	1	4
110	в частности	12	4
111	этой последней	1	4
112	отношению к	7	4
113	с этой	1	4
114	что в	9	4
115	к этой	1	4
116	во всяком	2	4
117	культуры и	1	3
118	это и	2	3
119	мы не	3	3
120	зависимости от	1	3
121	время в	1	3
122	но не	7	3
123	со всеми	2	3
124	в общем	2	3
125	отношение к	1	3
126	как к	2	3
127	все же	4	3
128	когда он	2	3
129	и как	4	3
130	и отчасти	1	3
131	в себе	2	3
