N	3gram	Bakhtin_Pr_3	Myshleni
1	в том что	1	19
2	по отношению к	5	10
3	с точки зрения	4	10
4	мы могли бы	1	9
5	для того чтобы	1	8
6	с самого начала	8	7
7	к тому что	1	7
8	можно сказать что	1	6
9	друг с другом	2	5
10	и того же	1	4
11	на то что	1	4
12	одного и того	1	4
13	как мы видели	2	4
14	до сих пор	1	3
15	в этом отношении	1	3
16	друг к другу	1	3
17	отношение к другим	1	3
18	мы видели что	1	3
19	там где они	1	2
20	в этом смысле	4	2
21	в том же	1	2
22	в этом случае	2	2
23	он мог бы	1	2
24	и не может	2	2
25	несмотря на то	1	2
26	вместе с тем	2	2
27	и то что	1	2
28	его отношение к	4	2
29	того что он	2	2
30	требует от него	1	2
31	то что он	1	2
32	с другой стороны	3	2
33	не только не	1	2
34	именно потому что	2	2
35	могли бы сказать	1	2
36	не может быть	6	2
37	один и тот	1	1
38	является как раз	1	1
39	на всем протяжении	1	1
40	то что я	2	1
41	в которой он	1	1
42	но и по	1	1
43	с которыми мы	1	1
44	он сам не	1	1
45	и в своей	1	1
46	вопрос что такое	1	1
47	на самом деле	10	1
48	в котором он	1	1
49	в том и	1	1
50	как раз и	2	1
51	и то в	1	1
52	но все это	2	1
53	как и все	2	1
54	что он должен	1	1
55	что он может	1	1
56	самом деле не	1	1
57	что он не	1	1
58	в отличие от	2	1
59	по себе и	1	1
60	и своего собственного	1	1
61	сказать что у	1	1
62	свое последнее слово	1	1
63	то что в	1	1
64	он не может	3	1
65	есть нечто высшее	1	1
66	были бы невозможны	1	1
67	том и в	1	1
68	главным образом в	1	1
69	с другим и	3	1
70	он с самого	1	1
71	как мы знаем	2	1
72	в данном случае	1	1
73	на этот раз	1	1
74	и тот же	1	1
75	и в этом	2	1
76	и по отношению	1	1
77	потому что в	1	1
78	заключают в себе	1	1
79	отношению к другому	1	1
80	все равно что	1	1
81	в этом направлении	1	1
82	вопрос о том	1	1
83	как бы в	1	1
84	потому что они	1	1
85	которой она только	1	1
86	на вопрос что	1	1
87	мы говорили что	1	1
88	и его отношение	1	1
89	то новое что	1	1
90	и в отношении	1	1
91	и как бы	1	1
92	раз и навсегда	1	1
93	вообще не знает	1	1
94	только в отношении	1	1
95	как и в	1	1
96	видит того что	1	1
97	в свою очередь	1	1
98	смысле можно сказать	1	1
99	но в этом	1	1
100	в самом деле	3	1
101	той или иной	2	1
102	смысле этого слова	2	1
103	бы он ни	3	1
104	но не может	1	1
105	тем не менее	2	1
106	по сравнению со	1	1
107	к самому себе	1	1
108	этом смысле можно	1	1
109	подобно тому как	2	1
110	что и в	1	1
111	в конце концов	3	1
112	не видит того	1	1
113	и к другому	3	1
114	и в другом	1	1
115	в пределах одного	2	1
