N	2gram	Losev_Dial_2	EvropaiC
1	таким образом	4	32
2	в том	14	31
3	и в	19	24
4	том что	10	20
5	все эти	2	19
6	не может	9	18
7	то что	14	17
8	может быть	20	15
9	все же	4	15
10	к культуре	1	14
11	точки зрения	12	13
12	самом деле	4	12
13	в своем	4	12
14	до сих	2	12
15	в этом	8	12
16	сих пор	2	12
17	с этим	3	11
18	между тем	2	11
19	все это	4	11
20	во всех	2	10
21	культуры и	2	10
22	так и	10	10
23	из себя	1	10
24	мы знаем	1	10
25	как бы	14	10
26	все что	1	10
27	того же	1	9
28	на то	1	9
29	при этом	4	9
30	как и	10	9
31	с другом	1	9
32	друг с	1	9
33	в результате	2	9
34	что в	7	9
35	в самом	5	8
36	с точки	8	8
37	знаем что	1	8
38	не в	8	8
39	ясно что	4	8
40	так же	2	8
41	и все	12	8
42	на самом	2	7
43	из этих	1	7
44	в силу	5	7
45	или менее	2	7
46	не менее	3	7
47	в психике	1	7
48	по существу	1	7
49	по своей	4	7
50	к тому	2	7
51	о том	5	7
52	и что	5	7
53	что он	6	7
54	но и	12	7
55	и не	30	7
56	более или	2	7
57	о котором	3	7
58	из этого	1	7
59	должна быть	5	6
60	еще не	4	6
61	и на	1	6
62	в общем	2	6
63	что касается	1	6
64	в этой	3	6
65	в мире	2	6
66	несмотря на	2	6
67	и при	2	6
68	с ним	4	6
69	что и	5	6
70	того что	6	6
71	только в	5	6
72	все они	1	6
73	так что	7	6
74	так как	14	6
75	мы можем	1	6
76	с другой	5	6
77	вместе с	2	6
78	отличается от	1	6
79	как на	1	6
80	между двумя	1	5
81	и к	7	5
82	но в	2	5
83	в которой	2	5
84	что это	10	5
85	в целом	1	5
86	в себе	15	5
87	тому же	1	5
88	не только	19	5
89	и если	4	5
90	но все	2	5
91	не будет	2	5
92	что все	1	5
93	и с	5	5
94	на все	2	5
95	его в	3	5
96	между собою	3	5
97	и истории	1	5
98	что с	2	5
99	в то	6	5
100	как будто	7	5
101	по сравнению	1	5
102	в его	1	5
103	большею частью	2	5
104	потому что	14	5
105	и их	3	5
106	у него	1	5
107	именно в	2	5
108	далеко не	1	5
109	ничем не	1	5
110	другой стороны	4	5
111	по своему	5	5
112	сравнению с	1	5
113	быть и	4	5
114	и от	3	5
115	и то	7	4
116	то же	12	4
117	мы уже	8	4
118	та же	4	4
119	чем больше	1	4
120	он не	4	4
121	всех этих	3	4
122	мало того	1	4
123	в одну	5	4
124	факт что	1	4
125	из них	3	4
126	должно быть	7	4
127	в их	2	4
128	тем не	2	4
129	из которых	1	4
130	что эта	1	4
131	и проч	1	4
132	связи с	4	4
133	и сейчас	1	4
134	в дальнейшем	1	4
135	никогда не	9	4
136	все прочие	1	4
137	отличалась от	1	4
138	пор не	1	4
139	представление об	1	4
140	не выше	1	4
141	если мы	2	4
142	не есть	47	4
143	в виде	2	4
144	а потому	2	4
145	в конце	2	4
146	в области	2	4
147	конце концов	1	4
148	не могут	4	4
149	это есть	8	4
150	в состоянии	2	4
151	мы должны	2	4
152	ибо в	1	4
153	хотя бы	4	4
154	состоит из	1	4
155	совершенно не	7	4
156	в таком	4	4
157	как известно	2	3
158	же как	3	3
159	указанных выше	1	3
160	вопрос о	3	3
161	но даже	1	3
162	истории культуры	1	3
163	в данном	3	3
164	мы будем	1	3
165	очевидно что	2	3
166	которые не	2	3
167	в истории	2	3
168	поставленных выше	1	3
169	что по	2	3
170	на нас	1	3
171	так или	2	3
172	в тех	2	3
173	к которой	1	3
174	в нем	10	3
175	в степени	1	3
176	на земле	1	3
177	и по	4	3
178	и может	6	3
179	заключается в	4	3
180	чтобы все	3	3
181	это не	10	3
182	на почве	1	3
183	в жизни	2	3
184	с тем	2	3
185	чем в	1	3
186	одного и	1	3
187	в этих	3	3
188	что если	3	3
189	даже в	3	3
190	образом в	1	3
191	в разных	3	3
192	ответить отрицательно	1	3
193	во всем	1	3
194	уже и	2	3
195	от того	4	3
196	должны быть	3	3
197	что оно	4	3
198	всегда будет	1	3
199	и это	5	3
200	то ни	1	3
201	данном случае	2	3
202	жизнь и	5	3
203	и вообще	6	3
204	с одной	2	3
205	может не	4	3
206	у обоих	1	3
207	различия между	2	3
208	тот же	1	3
209	даже если	1	3
210	очень много	1	3
