N	3gram	Potebnia_M_3	Freidism
1	по отношению к	5	8
2	не может быть	3	7
3	в самом деле	1	6
4	то же время	5	4
5	в то же	5	4
6	в данном случае	1	4
7	на самом деле	1	4
8	можно сказать что	2	4
9	как мы уже	1	4
10	как мы видели	1	4
11	для того чтобы	3	3
12	в таком случае	2	3
13	в собственном смысле	2	3
14	и тот же	1	3
15	и той же	2	3
16	один и тот	1	3
17	в свою очередь	3	3
18	одной и той	2	3
19	в чем не	1	2
20	а потому и	1	2
21	связь с другими	1	2
22	то же самое	1	2
23	до сих пор	3	2
24	его отношение к	1	2
25	в таких случаях	1	2
26	так и в	2	2
27	не могут быть	2	2
28	все то что	1	2
29	в этом отношении	2	2
30	не в силах	1	2
31	внутреннюю и внешнюю	1	2
32	с одной стороны	3	2
33	тем не менее	3	2
34	и может быть	2	1
35	форма и содержание	1	1
36	и теперь еще	1	1
37	сводится к тому	1	1
38	только потому что	2	1
39	следует заметить что	1	1
40	даже тогда когда	1	1
41	зависит от того	2	1
42	равно как и	1	1
43	со стороны формы	2	1
44	отношению к тому	1	1
45	в сознание с	1	1
46	который однако в	1	1
47	те же самые	1	1
48	как бы ни	2	1
49	нам кажется что	1	1
50	но тем не	2	1
51	но не только	1	1
52	было для него	1	1
53	того что мы	2	1
54	в искусстве а	1	1
55	потому что по	1	1
56	что все эти	1	1
57	только то что	1	1
58	из того что	1	1
59	нас за пределы	1	1
60	при таких условиях	1	1
61	или по крайней	1	1
62	же время служит	1	1
63	вместе с этим	2	1
64	со всех сторон	1	1
65	по крайней мере	5	1
66	что мы называем	1	1
67	мы старались показать	1	1
68	именно того что	1	1
69	не только из	1	1
70	еще не знает	1	1
71	и душевная жизнь	1	1
72	и со стороны	1	1
73	в этой работе	1	1
74	же что и	1	1
75	свою очередь стремится	1	1
76	далеко не всегда	1	1
77	мы не знаем	2	1
78	таким образом и	1	1
79	на первый взгляд	1	1
80	ответ на это	2	1
81	только один из	1	1
82	но вместе с	2	1
83	человека и все	1	1
84	сильно действуют на	1	1
85	большого числа отдельных	1	1
86	из них не	1	1
87	в них находит	1	1
88	как в самом	1	1
89	мы можем выразить	1	1
90	а может быть	1	1
91	бросается в глаза	1	1
92	приходит в голову	1	1
93	же прежде всего	1	1
94	то увидим что	1	1
95	это было бы	1	1
96	ребенок еще не	1	1
97	таким образом в	1	1
98	в голову по	1	1
99	в сознание и	1	1
100	мы не можем	2	1
101	от того что	5	1
102	в то время	4	1
103	каждого из этих	1	1
104	мы уже сказали	1	1
105	в такой форме	1	1
106	то что мы	2	1
107	голову по поводу	1	1
108	имея в виду	1	1
109	о том что	1	1
110	собственном смысле этого	1	1
111	ничего общего с	1	1
112	в них самих	1	1
113	не только не	2	1
114	в связь с	1	1
115	оно принадлежит не	1	1
116	сравнить его с	1	1
117	но и по	2	1
118	смысле этого слова	7	1
119	то время когда	1	1
120	от того насколько	2	1
121	потому что оно	2	1
122	и т д	3	1
123	в слове и	5	1
124	то же что	4	1
125	быть не может	1	1
126	в том что	16	1
127	бы для него	1	1
128	что и в	3	1
129	главным образом из	1	1
130	не знает другого	1	1
