N	3gram	Bakhtin_Fr_3	Analitik
1	о том что	2	6
2	в том что	1	6
3	в данном случае	2	5
4	по отношению к	2	4
5	и в этом	1	4
6	в этом случае	1	4
7	подобно тому как	1	3
8	в этом отношении	2	3
9	той или иной	2	3
10	как и в	2	3
11	с точки зрения	1	2
12	в то же	6	2
13	можно было бы	2	2
14	в значительной степени	2	2
15	в отличие от	3	2
16	с другой стороны	1	2
17	то же время	6	2
18	и в самом	1	2
19	тех или иных	1	2
20	что иное как	1	1
21	при встрече с	1	1
22	можно сказать что	2	1
23	в одном лице	2	1
24	одним и тем	1	1
25	но ведь и	1	1
26	свидетельствует о том	1	1
27	те же самые	1	1
28	и всего романа	1	1
29	имеется в виду	1	1
30	как раз и	1	1
31	с одной из	1	1
32	хотя бы и	1	1
33	но и в	2	1
34	между тем как	1	1
35	во всех этих	1	1
36	вместе с ними	1	1
37	в данном контексте	1	1
38	в несколько ином	1	1
39	места и для	1	1
40	и свободы но	1	1
41	в применении к	1	1
42	в таких случаях	1	1
43	дело не с	1	1
44	и тем же	1	1
45	в свою очередь	1	1
46	в связи с	4	1
47	прежде всего в	1	1
48	в свое время	1	1
49	только то что	1	1
50	есть не что	1	1
51	не может быть	2	1
52	хотя он и	1	1
53	заключается в том	1	1
54	но и для	1	1
55	не что иное	1	1
56	но и не	1	1
57	жизнью и смертью	3	1
58	мы уже отмечали	1	1
59	в целом как	1	1
60	не только для	1	1
