N	3gram	Bakhtin_Pr_5	Vvedenie
1	для того чтобы	1	20
2	в том что	2	12
3	о том что	1	12
4	в этом смысле	3	8
5	не может быть	3	8
6	тем не менее	1	8
7	до сих пор	1	6
8	в самом деле	1	6
9	то же время	10	6
10	в то же	10	6
11	с другой стороны	3	5
12	по отношению к	6	4
13	и в особенности	1	4
14	в этом случае	1	4
15	в этом отношении	1	4
16	можно было бы	2	4
17	по крайней мере	1	4
18	в данном случае	1	4
19	и в этом	2	4
20	во всяком случае	4	4
21	в строгом смысле	1	3
22	вместе с тем	1	3
23	вопрос о том	1	3
24	но в то	4	3
25	и в том	1	3
26	что может быть	1	3
27	большей или меньшей	1	3
28	и в самом	3	3
29	можно сказать что	1	3
30	сама по себе	1	3
31	но все же	2	3
32	как мы видели	1	3
33	в свое время	1	3
34	в чем же	1	2
35	дело в том	1	2
36	подобно тому как	2	2
37	то же самое	1	2
38	что же касается	1	2
39	как будто бы	1	2
40	с точки зрения	2	2
41	что даже и	1	2
42	всего то что	1	2
43	что в нем	1	2
44	может быть и	1	2
45	в конце концов	3	2
46	смысле этого слова	2	2
47	а так как	1	2
48	сам от себя	1	2
49	как мы уже	2	2
50	это еще не	1	2
51	той или иной	4	2
52	но уже и	1	1
53	и того же	1	1
54	сплошь да рядом	1	1
55	а между тем	3	1
56	в сущности уже	1	1
57	в той или	4	1
58	точки зрения на	1	1
59	но как мы	1	1
60	потому что в	1	1
61	прежде всего в	1	1
62	на самом деле	9	1
63	котором мы должны	1	1
64	никак не может	1	1
65	в том же	1	1
66	не в содержании	1	1
67	он мог бы	1	1
68	у меня в	1	1
69	не только слово	2	1
70	сам по себе	2	1
71	в отличие от	2	1
72	так чтобы в	1	1
73	и которая в	1	1
74	но в общем	2	1
75	себе самому и	5	1
76	и т.д и	1	1
77	заключает в себе	1	1
78	или иной степени	2	1
79	том или ином	1	1
80	и в каждом	1	1
81	как если бы	1	1
82	и не в	2	1
83	иной степени в	1	1
84	и то что	1	1
85	одно и то	3	1
86	во всех отношениях	1	1
87	в том или	1	1
88	то что у	1	1
89	тому о чем	1	1
90	то ни было	3	1
91	что в центре	1	1
92	нет он умеет	1	1
93	все это и	1	1
94	и то же	3	1
95	и в целом	1	1
96	не иначе как	1	1
97	всяком случае не	1	1
98	в большей или	1	1
99	или меньшей степени	1	1
100	к своему предмету	1	1
101	в нем не	1	1
102	бы то ни	3	1
103	на тему о	2	1
104	в каждом своем	1	1
105	он в то	1	1
106	в нем есть	1	1
107	строгом смысле этого	1	1
108	потому что они	1	1
109	и т.п от	1	1
110	лицом к лицу	1	1
111	но не может	1	1
112	чтобы в нем	1	1
113	на вопрос который	1	1
114	имел в виду	1	1
115	его отношение к	4	1
116	в высшем смысле	1	1
117	в свою очередь	1	1
118	не только с	1	1
119	с самого начала	8	1
120	и прежде всего	4	1
121	в реальной действительности	1	1
122	но в этом	1	1
123	именно потому что	2	1
124	в его собственной	1	1
125	одного и того	1	1
126	к тому что	1	1
127	в них не	1	1
128	друг для друга	1	1
129	как мы знаем	2	1
