N	2gram	Losev_Prob_1	Analitik
1	в этом	19	18
2	не только	17	16
3	и в	32	16
4	так и	12	15
5	как и	3	14
6	но и	9	12
7	и не	31	12
8	том что	12	12
9	в том	9	12
10	в качестве	2	11
11	при этом	6	10
12	могут быть	2	10
13	а не	15	10
14	как бы	14	10
15	в этой	10	9
16	лишь в	1	9
17	ничего не	10	9
18	в пределах	1	9
19	и даже	11	9
20	то есть	33	9
21	в данном	9	8
22	не случайно	1	8
23	отнюдь не	10	8
24	особенно в	2	7
25	к тому	3	7
26	а также	4	7
27	о том	11	7
28	в себе	15	7
29	то что	42	7
30	в самом	6	6
31	и на	8	6
32	но в	14	6
33	говорить о	6	6
34	может быть	14	6
35	с другой	3	6
36	как это	6	6
37	на себя	2	5
38	и к	1	5
39	данном случае	8	5
40	говорит о	3	5
41	того же	3	4
42	по преимуществу	2	4
43	в сущности	2	4
44	но не	9	4
45	за пределы	6	4
46	как в	4	4
47	в своем	5	4
48	хотя и	6	4
49	он в	2	4
50	тому же	1	4
51	на этом	1	4
52	то же	10	4
53	не с	1	4
54	и тем	13	4
55	тем самым	4	4
56	для него	2	4
57	точки зрения	3	4
58	не в	4	4
59	в конце	6	4
60	только не	3	4
61	и является	7	4
62	имеет место	1	4
63	не менее	19	4
64	можно сказать	5	4
65	времени в	1	4
66	во всех	7	4
67	только в	7	4
68	и его	3	4
69	уже не	3	4
70	в сознании	5	4
71	не так	1	4
72	как раз	13	4
73	не может	8	4
74	и особенно	2	4
75	этом случае	2	4
76	о его	2	4
77	все это	7	4
78	я и	2	3
79	и то	6	3
80	едва ли	2	3
81	в их	4	3
82	мы имеем	2	3
83	со смертью	1	3
84	самом начале	1	3
85	на его	2	3
86	и если	6	3
87	и сам	1	3
88	содержит в	7	3
89	его от	3	3
90	подобно тому	2	3
91	несмотря на	3	3
92	в эту	2	3
93	место в	1	3
94	тем не	18	3
95	по крайней	2	3
96	как о	1	3
97	никогда не	7	3
98	казалось бы	4	3
99	имеем дело	1	3
100	сводится к	1	3
101	тем что	7	3
