N	2gram	Bakhtin_Pr_2	Problema
1	то что	7	42
2	вовсе не	5	35
3	то есть	4	33
4	и в	43	32
5	и не	29	31
6	не есть	2	29
7	в этом	13	19
8	не менее	3	19
9	тем не	2	18
10	не только	11	17
11	в себе	5	15
12	по себе	11	15
13	в виде	3	15
14	а не	7	15
15	но в	10	14
16	у нас	2	14
17	указывает на	2	14
18	может быть	23	14
19	как бы	22	14
20	в нем	12	13
21	и тем	1	13
22	как раз	4	13
23	сказать что	2	13
24	том что	2	12
25	что в	4	12
26	так и	3	12
27	а именно	1	12
28	и т	13	11
29	также и	3	11
30	есть нечто	1	11
31	так как	4	11
32	о том	5	11
33	и даже	3	11
34	если мы	2	11
35	ничего общего	1	11
36	то же	8	10
37	в этой	1	10
38	т д	4	10
39	об этом	2	10
40	ничего не	3	10
41	прежде всего	10	10
42	еще не	9	9
43	но не	5	9
44	раз и	2	9
45	того чтобы	1	9
46	же самое	1	9
47	и это	4	9
48	и что	5	9
49	но и	14	9
50	по своему	2	9
51	это есть	1	9
52	что же	7	9
53	в том	6	9
54	так же	2	9
55	в таком	2	9
56	и о	2	8
57	и ее	3	8
58	и на	10	8
59	все эти	5	8
60	на то	5	8
61	было бы	5	8
62	он и	3	8
63	в своей	4	8
64	не может	18	8
65	но это	4	8
66	смысле слова	1	7
67	сам по	5	7
68	во всех	4	7
69	тоже не	1	7
70	ни в	2	7
71	в них	4	7
72	между собою	4	7
73	и является	2	7
74	как мы	10	7
75	здесь не	6	7
76	никогда не	9	7
77	того что	2	7
78	что он	13	7
79	только в	4	7
80	тем что	3	7
81	все это	5	7
82	и все	6	7
83	во всяком	2	7
84	таком случае	1	6
85	и то	2	6
86	самом деле	5	6
87	на самом	1	6
88	и есть	1	6
89	есть не	1	6
90	но как	1	6
91	за пределы	3	6
92	и как	2	6
93	в самом	7	6
94	и если	1	6
95	при этом	6	6
96	его в	3	6
97	это не	3	6
98	что такое	2	6
99	в то	7	6
100	таким образом	5	6
101	в виду	3	6
102	и здесь	3	6
103	в его	10	6
104	этом смысле	2	6
105	так что	5	6
106	то и	2	6
107	в конце	2	6
108	о чем	1	6
109	как это	1	6
110	хотя и	5	6
111	совершенно не	4	6
112	мы уже	3	5
113	в своем	4	5
114	перед нами	7	5
115	то в	1	5
116	что она	1	5
117	но уже	1	5
118	все равно	1	5
119	далеко не	4	5
120	в котором	6	5
121	связи с	1	5
122	в сознании	1	5
123	той или	3	5
124	можно сказать	1	5
125	для нас	2	5
126	есть в	3	5
127	в других	1	5
128	или иной	3	5
129	еще и	1	5
130	не знал	1	5
131	тем более	1	5
132	функции в	1	4
133	в их	3	4
134	это совершенно	1	4
135	мы и	2	4
136	литературы и	1	4
137	с которыми	1	4
138	сама по	4	4
139	как в	2	4
140	как он	2	4
141	их в	4	4
142	что тут	2	4
143	входит в	2	4
144	он есть	2	4
145	мы говорили	1	4
146	не в	11	4
147	мышления и	1	4
148	иметь в	1	4
149	а в	5	4
150	на том	2	4
151	если бы	3	4
152	никак не	5	4
153	с целью	1	4
154	и только	3	4
155	один из	1	4
156	только на	3	4
157	мы можем	2	4
158	указание на	1	4
159	именно как	2	4
160	и пр	2	4
161	не было	1	4
162	в одно	3	4
163	и вообще	1	4
164	ни на	3	4
165	сознании и	2	4
166	и для	3	4
167	в связи	1	4
168	или в	8	4
169	и ни	1	4
170	конце концов	2	4
171	же в	1	4
172	по поводу	1	4
173	не хочет	3	3
174	но она	1	3
175	того же	3	3
176	не нужно	2	3
177	в ее	1	3
178	с этим	2	3
179	однако не	1	3
180	более или	3	3
181	что это	2	3
182	учение о	1	3
183	но он	4	3
184	но ведь	5	3
185	да и	5	3
186	он не	9	3
187	и еще	2	3
188	но все	2	3
189	что все	1	3
190	в жизни	3	3
191	о которых	1	3
192	как и	14	3
193	и уже	1	3
194	несмотря на	1	3
195	на этот	4	3
196	нисколько не	1	3
197	или менее	3	3
198	в этих	6	3
199	точки зрения	13	3
200	с точки	8	3
201	в которых	2	3
202	в отношении	3	3
203	дело в	2	3
204	того как	2	3
205	что вы	1	3
206	только не	1	3
207	в самой	4	3
208	или как	4	3
209	и его	8	3
210	как будто	1	3
211	и делает	1	3
212	к тому	4	3
213	для себя	2	3
214	вообще во	1	3
215	определенным образом	1	3
216	можно было	3	3
217	для этого	2	3
218	не на	4	3
219	только и	1	3
220	о нем	6	3
221	настоящее время	2	3
222	к нему	5	3
223	и во	1	3
224	во всей	1	3
225	и следовательно	3	3
226	что здесь	1	3
227	оно и	1	3
228	мы увидим	5	3
229	очень много	1	3
230	именно на	1	3
231	же и	4	3
