N	3gram	Vygotskiy__1	Istorich
1	и т д	1	24
2	так же как	5	12
3	до сих пор	4	5
4	точно так же	1	5
5	и то что	1	5
6	же как и	4	4
7	с другой стороны	9	4
8	не может быть	5	4
9	но все же	1	4
10	приводит нас к	1	4
11	в данном случае	2	3
12	по сравнению с	5	3
13	мы видели что	1	3
14	на то что	3	3
15	о том что	6	2
16	то же самое	3	2
17	в свете этих	1	2
18	так как он	2	2
19	не только в	1	2
20	смысле этого слова	3	2
21	привели нас к	3	2
22	содержит в себе	1	2
23	в тех случаях	1	2
24	тех случаях когда	1	2
25	тем не менее	1	2
26	на этот вопрос	2	2
27	потому что он	1	1
28	то что и	1	1
29	он показывает что	2	1
30	что в данном	1	1
31	было бы назвать	1	1
32	в том числе	1	1
33	указывает на то	2	1
34	совершенно то же	1	1
35	и не может	1	1
36	как и все	1	1
37	в зависимости от	2	1
38	является то что	2	1
39	что он не	1	1
40	но и в	1	1
41	как мы увидим	1	1
42	независимо от того	2	1
43	что так же	1	1
44	этом мы скажем	1	1
45	они представляют собой	1	1
46	в приложении к	2	1
47	может привести к	1	1
48	и с помощью	1	1
49	и тем что	1	1
50	все эти черты	1	1
51	но и это	1	1
52	в этой связи	1	1
53	то время как	4	1
54	никакой связи с	1	1
55	если бы мы	1	1
56	таким образом и	2	1
57	и то же	2	1
58	и вместе с	1	1
59	как это легко	1	1
60	не только как	1	1
61	таким же образом	1	1
62	указать еще на	1	1
63	но вместе с	4	1
64	одно и то	2	1
65	мы уже знаем	1	1
66	в наши задачи	2	1
67	что у него	1	1
68	вместе с тем	5	1
69	представить себе что	1	1
70	еще одно обстоятельство	1	1
71	в общих чертах	1	1
72	мы не можем	1	1
73	таким образом мы	1	1
74	в то время	5	1
75	с этих пор	1	1
76	не может входить	1	1
77	об этом мы	1	1
78	в целом и	5	1
79	и тем самым	3	1
80	в связь с	1	1
81	он не имеет	1	1
82	и социальным развитием	1	1
83	можно сказать что	4	1
84	тем более что	1	1
85	вопрос о связи	1	1
86	к тому что	3	1
87	целом и его	1	1
88	как и в	1	1
89	только тогда когда	2	1
