N	2gram	Losev_Vlad_1	Problemy
1	и не	17	31
2	и в	31	29
3	в его	12	24
4	может быть	6	24
5	в этом	14	22
6	а не	1	22
7	в нем	4	19
8	точки зрения	2	19
9	для него	7	18
10	не только	24	15
11	то что	18	15
12	то же	6	14
13	не как	1	14
14	и его	7	14
15	но и	19	14
16	уже не	3	13
17	таким образом	3	12
18	как и	4	12
19	не может	6	12
20	в самом	2	10
21	этом смысле	4	10
22	в то	8	10
23	только в	9	10
24	в одном	1	10
25	все эти	3	9
26	с его	11	9
27	все же	3	9
28	это не	1	9
29	если бы	1	9
30	же время	4	9
31	о нем	7	9
32	но не	3	9
33	по отношению	1	8
34	что в	14	8
35	в каждом	1	8
36	в том	11	8
37	что он	12	8
38	потому что	11	8
39	до конца	1	8
40	в своем	4	8
41	в своей	4	8
42	и на	3	7
43	за пределы	3	7
44	и как	4	7
45	но в	12	7
46	в себе	4	7
47	с другими	1	7
48	том что	14	7
49	не в	5	7
50	вовсе не	5	7
51	она не	1	7
52	так и	6	7
53	прежде всего	1	7
54	а в	9	7
55	одним из	2	6
56	самом деле	1	6
57	так же	1	6
58	менее всего	1	6
59	в одной	1	6
60	как в	3	6
61	в целом	3	6
62	выражение в	1	6
63	что она	2	6
64	несмотря на	4	6
65	к нему	4	6
66	в конце	9	6
67	так как	8	6
68	как раз	7	6
69	и потому	6	6
70	не могут	1	6
71	все это	5	6
72	на самом	1	5
73	это и	2	5
74	той же	2	5
75	литературы о	1	5
76	у него	15	5
77	он не	10	5
78	но все	1	5
79	было бы	2	5
80	он и	6	5
81	мысли и	4	5
82	мир и	1	5
83	одной плоскости	1	5
84	или как	1	5
85	и это	2	5
86	и о	2	5
87	еще не	2	5
88	с ним	5	5
89	ничего не	3	5
90	именно в	1	5
91	конце концов	3	5
92	во всяком	2	5
93	и т	2	4
94	и самого	1	4
95	в этой	4	4
96	так сказать	1	4
97	человека в	1	4
98	но эта	1	4
99	их в	1	4
100	даже в	2	4
101	раз и	3	4
102	как мы	9	4
103	от того	1	4
104	личности в	1	4
105	все то	1	4
106	в произведении	1	4
107	и с	14	4
108	но у	1	4
109	в литературе	1	4
110	тем что	2	4
111	что и	5	4
