N	3gram	Bakhtin_Fr_1	Myslijsy
1	в том что	6	16
2	по отношению к	1	5
3	то же время	1	5
4	в то же	1	5
5	с другой стороны	1	4
6	но и в	2	4
7	не только в	1	4
8	потому что он	1	3
9	до сих пор	4	3
10	может быть только	1	3
11	с одной стороны	2	3
12	для того чтобы	1	3
13	не может быть	1	3
14	и может быть	1	2
15	а между тем	1	2
16	том что он	1	2
17	в этом отношении	3	2
18	в собственном смысле	1	2
19	не могла бы	1	2
20	не могут быть	1	2
21	и в том	2	2
22	так и в	2	2
23	то что мы	1	2
24	как бы ни	2	2
25	можно сказать что	1	2
26	представления и понятия	1	2
27	между людьми и	1	1
28	в свое время	2	1
29	еще только в	1	1
30	в чем же	1	1
31	между людьми не	1	1
32	на котором мы	1	1
33	мы уже сказали	3	1
34	на самом деле	2	1
35	по одной из	1	1
36	то есть по	1	1
37	в самом деле	1	1
38	настоящего времени и	1	1
39	сих пор еще	3	1
40	что тем самым	1	1
41	должно было быть	1	1
42	и в других	2	1
43	сами по себе	1	1
44	потому что по	1	1
45	но все это	1	1
46	более глубокое и	1	1
47	народ в своем	1	1
48	сводится к тому	1	1
49	все это в	1	1
50	его связь с	2	1
51	том что слово	1	1
52	и потому он	1	1
53	что мы называем	1	1
54	того что не	1	1
55	между тем в	1	1
56	к ряду других	1	1
57	так и на	1	1
58	он не знает	1	1
59	что касается до	1	1
60	бросается в глаза	1	1
61	во всем своем	1	1
62	вовсе не в	2	1
63	имея в виду	1	1
64	это и не	1	1
65	между тем и	1	1
66	от нас и	1	1
67	не может стать	1	1
68	друг от друга	1	1
69	как мы уже	5	1
70	для нас в	1	1
71	и человеческой жизни	1	1
72	из них не	1	1
73	друг с другом	1	1
74	только в форме	1	1
75	но не только	1	1
76	именно потому что	1	1
77	все то что	1	1
78	к тому же	1	1
79	и многие другие	1	1
80	вне связи с	1	1
