N	3gram	Tiupa_Lite_1	Myshleni
1	в том что	11	19
2	по отношению к	2	10
3	с точки зрения	2	10
4	с самого начала	1	7
5	в зависимости от	1	5
6	то в чем	1	5
7	можно было бы	1	5
8	и тем самым	2	5
9	и того же	1	4
10	на то что	1	4
11	одного и того	1	4
12	до сих пор	1	3
13	в этом отношении	2	3
14	из того что	2	3
15	не в состоянии	1	2
16	состоит в том	5	2
17	в том же	3	2
18	только то что	1	2
19	и то что	2	2
20	только в силу	1	2
21	в последнее время	1	2
22	с другой стороны	1	2
23	в связи с	4	2
24	мы имеем дело	1	2
25	не может быть	1	2
26	друг друга а	1	1
27	то что я	1	1
28	теми или иными	1	1
29	на самом деле	1	1
30	в том числе	1	1
31	в ответ на	1	1
32	в качестве своего	1	1
33	имеем дело в	1	1
34	как раз и	1	1
35	не могли быть	1	1
36	только в том	2	1
37	в отличие от	5	1
38	лишь тогда когда	1	1
39	по аналогии с	3	1
40	с этой точки	3	1
41	возникающее в сознании	1	1
42	в равной мере	1	1
43	не менее важным	2	1
44	не удивительно поэтому	1	1
45	как мы знаем	1	1
46	в каком отношении	1	1
47	едва ли не	1	1
48	за собой и	1	1
49	человека в то	1	1
50	в данном случае	4	1
51	не только в	4	1
52	с одной стороны	2	1
53	словами то что	1	1
54	и в этом	1	1
55	а не как	1	1
56	в этом и	1	1
57	тем самым к	1	1
58	на вопрос что	1	1
59	этой точки зрения	3	1
60	различие между ними	1	1
61	только в случае	1	1
62	по тем же	1	1
63	в лучшем случае	1	1
64	в свою очередь	1	1
65	в самом деле	1	1
66	удивительно поэтому что	1	1
67	во второй половине	1	1
68	исходит из того	1	1
69	ключ к изучению	1	1
70	тех или иных	1	1
71	тем не менее	2	1
72	подобно тому как	2	1
73	ничего общего с	1	1
74	не может стать	1	1
