N	2gram	Losev_Vlad_1	Istorich
1	и в	31	25
2	вместе с	3	22
3	что он	12	22
4	и т	2	20
5	т д	2	18
6	может быть	6	17
7	представление о	1	17
8	мы имеем	1	14
9	не только	24	13
10	но и	19	13
11	в его	12	12
12	так как	8	11
13	уже не	3	11
14	и не	17	11
15	в этом	14	10
16	тем что	2	10
17	все же	3	10
18	в египте	3	9
19	и его	7	9
20	в виде	3	9
21	с другой	3	9
22	таким образом	3	9
23	еще не	2	8
24	и на	3	8
25	все эти	3	8
26	что в	14	8
27	на него	3	8
28	связи с	1	8
29	и что	6	8
30	мы знаем	2	8
31	с тем	2	8
32	другой стороны	3	8
33	связь с	1	8
34	том что	14	8
35	представляет собой	1	7
36	в нем	4	7
37	как и	4	7
38	во время	3	7
39	представлений о	1	7
40	потому что	11	7
41	о том	11	7
42	и здесь	3	7
43	то что	18	7
44	только в	9	7
45	с одной	1	7
46	в качестве	6	7
47	одной стороны	1	7
48	но это	3	7
49	в частности	2	7
50	знаем что	2	6
51	как в	3	6
52	это не	1	6
53	не может	6	6
54	в этих	1	6
55	не в	5	6
56	и он	3	6
57	что и	5	6
58	себя в	4	6
59	прежде всего	1	6
60	или в	1	6
61	в том	11	6
62	и действительно	3	5
63	ясно что	2	5
64	мы не	1	5
65	в ней	1	5
66	но не	3	5
67	но все	1	5
68	здесь мы	3	5
69	не будем	2	5
70	к небу	1	5
71	как мы	9	5
72	мы увидим	3	5
73	так же	1	5
74	для нас	4	5
75	и это	2	4
76	то же	6	4
77	мы уже	7	4
78	мы здесь	1	4
79	в истории	4	4
80	его на	2	4
81	и хотя	1	4
82	в которой	4	4
83	он не	10	4
84	не как	1	4
85	что все	2	4
86	с другими	1	4
87	и тем	1	4
88	тем не	2	4
89	не менее	2	4
90	в дальнейшем	8	4
91	что у	4	4
92	с ним	5	4
93	а именно	2	4
94	если не	3	4
95	в основном	1	4
96	все это	5	4
97	в связи	3	4
98	мы должны	2	4
99	увидим ниже	3	3
100	на себя	3	3
101	ему в	2	3
102	это же	1	3
103	что его	4	3
104	и как	4	3
105	его к	2	3
106	в целом	3	3
107	в этой	4	3
108	их в	1	3
109	на этом	2	3
110	человека в	1	3
111	но уже	1	3
112	в таких	1	3
113	в то	8	3
114	друг друга	1	3
115	для того	2	3
116	того чтобы	2	3
117	никогда не	9	3
118	и с	14	3
119	и вообще	4	3
120	о нем	7	3
121	но мы	2	3
122	затем в	1	3
123	к нему	4	3
124	в другой	1	3
125	видели и	1	3
126	после смерти	4	3
127	что здесь	1	3
128	в особенности	4	3
129	и из	3	3
130	и пр	1	3
131	и все	4	3
132	в данном	1	3
133	в более	1	3
134	а в	9	3
135	е в	7	3
136	в свою	1	3
137	ту же	1	2
138	того же	6	2
139	самом деле	1	2
140	тех же	2	2
141	когда человек	1	2
142	одним из	2	2
143	вопрос о	1	2
144	мы и	4	2
145	это время	3	2
146	на них	1	2
147	в различных	1	2
148	во всех	1	2
149	видели что	1	2
150	по отношению	1	2
151	некоторое время	2	2
152	когда он	5	2
153	своих детей	2	2
154	уже в	7	2
155	на то	5	2
156	после этого	1	2
157	том чтобы	2	2
158	из него	1	2
159	и по	8	2
160	так например	2	2
161	о чем	1	2
162	этого мы	1	2
163	это было	6	2
164	и других	2	2
165	три дня	1	2
166	и мы	2	2
167	в это	2	2
168	о которых	1	2
169	которой он	5	2
170	несмотря на	4	2
171	с места	1	2
172	точки зрения	2	2
173	в своей	4	2
174	таким же	1	2
175	ее в	1	2
176	бы мы	1	2
177	выше мы	2	2
178	но он	5	2
179	без всяких	1	2
180	что этот	3	2
181	даже в	2	2
182	таких случаях	1	2
