N	2gram	Bakhtin_Fr_5	Stilisti
1	и в	45	42
2	не только	14	27
3	как бы	12	27
4	и т.п	16	24
5	прежде всего	10	22
6	и т.д	2	20
7	хотя бы	2	17
8	то же	11	15
9	но и	10	15
10	и не	15	14
11	не может	5	12
12	может быть	2	12
13	мы уже	4	11
14	как и	10	11
15	точки зрения	4	11
16	в этом	14	10
17	и как	5	10
18	как мы	8	10
19	мы не	4	9
20	при этом	2	9
21	в то	11	9
22	для того	6	9
23	общественной жизни	1	9
24	то что	2	9
25	в ней	8	8
26	все же	2	8
27	в себе	1	8
28	таким образом	8	8
29	и это	4	8
30	с тем	2	8
31	и на	5	7
32	было бы	2	7
33	так как	6	7
34	никогда не	1	7
35	же время	9	7
36	потому что	7	7
37	того чтобы	6	7
38	ничего не	4	7
39	с его	7	7
40	слов и	1	7
41	только в	4	7
42	и его	13	7
43	мы можем	2	7
44	а не	4	7
45	и от	4	7
46	во всех	13	6
47	точку зрения	2	6
48	в этой	6	6
49	на его	1	6
50	в нем	10	6
51	не в	7	6
52	в процессе	1	6
53	в области	1	6
54	так и	6	6
55	другими словами	1	6
56	в форме	1	6
57	в конце	7	6
58	или иной	1	6
59	речи и	1	6
60	в свою	1	6
61	той же	4	5
62	в той	1	5
63	независимо от	2	5
64	и наконец	2	5
65	и с	10	5
66	мы видели	7	5
67	с точки	2	5
68	и той	1	5
69	тому что	1	5
70	а в	4	5
71	же самое	2	5
72	те же	1	5
73	в его	13	5
74	и является	1	5
75	и их	5	5
76	с помощью	3	5
77	вместе с	3	5
78	как это	4	5
79	слова и	2	5
80	своей жизни	2	5
81	самом деле	5	4
82	тем же	1	4
83	себя в	1	4
84	и к	5	4
85	но в	14	4
86	в самом	4	4
87	что это	2	4
88	так сказать	1	4
89	можно было	4	4
90	в каждом	2	4
91	его в	5	4
92	и без	2	4
93	на него	2	4
94	у нас	1	4
95	но все	1	4
96	к тому	2	4
97	той или	1	4
98	свою очередь	1	4
99	было в	1	4
100	если бы	1	4
101	о том	4	4
102	можно сказать	2	4
103	которой мы	1	4
104	того что	3	4
105	один из	2	4
106	мы видим	5	4
107	в качестве	2	4
108	если мы	2	4
109	связаны с	4	4
110	не просто	1	4
111	и пр	1	4
112	то есть	25	4
113	к своему	1	4
114	не что	1	4
115	все это	7	4
116	не существует	1	4
117	бы в	4	4
118	человека не	1	4
119	так же	8	4
120	вряд ли	1	3
121	словом и	3	3
122	на самом	5	3
123	только благодаря	1	3
124	жизни это	1	3
125	еще не	1	3
126	видели что	1	3
127	нет и	2	3
128	построения и	1	3
129	перед нами	4	3
130	хотя и	5	3
131	та же	1	3
132	какую роль	1	3
133	и вот	3	3
134	их в	1	3
135	не будет	1	3
136	об этом	4	3
137	связанных с	3	3
138	лишь в	2	3
139	это не	3	3
140	чаще всего	1	3
141	этом мы	1	3
142	не мог	4	3
143	том что	7	3
144	слово и	1	3
145	связь и	1	3
146	связи с	6	3
147	и социального	1	3
148	может показаться	1	3
149	да и	1	3
150	слова но	2	3
151	роль в	2	3
152	что у	1	3
153	во второй	2	3
154	и здесь	4	3
155	и поэтому	1	3
156	связь между	1	3
157	нуждается в	3	3
158	то мы	1	3
159	жизни и	8	3
160	конечно не	2	3
161	из них	1	3
162	его и	1	3
163	в котором	1	3
164	в одном	3	3
165	от того	3	3
166	что и	7	3
167	и даже	4	3
168	и эта	1	3
169	так называемой	1	3
170	если не	1	3
171	ни на	1	3
172	этого слова	1	3
173	как только	1	3
174	в целом	2	3
175	как таковой	1	3
176	в начале	2	3
177	и слово	2	3
178	и для	3	3
179	и все	7	3
180	но вот	1	3
181	между ними	1	3
182	не знает	1	3
183	сказать что	4	3
184	также и	7	2
185	выражения как	1	2
186	в какой-то	1	2
187	и больше	2	2
188	и этот	1	2
189	его не	4	2
190	нуждаются в	1	2
191	нам в	1	2
192	на эти	1	2
193	и он	3	2
194	иное как	1	2
195	и всего	1	2
196	но не	4	2
197	значение и	2	2
198	только тогда	1	2
199	должны были	1	2
200	мы сможем	1	2
201	как в	3	2
202	целый ряд	1	2
203	роль играет	3	2
204	интонацией с	1	2
205	бы и	1	2
206	все эти	5	2
207	бы не	1	2
208	тому же	4	2
209	человек не	1	2
210	происходит как	2	2
211	и сам	1	2
212	по своему	4	2
213	одной и	1	2
214	человека в	1	2
215	значительной степени	1	2
216	связанные с	3	2
217	и внутренняя	1	2
218	зрения на	4	2
219	есть не	1	2
220	бы нам	1	2
221	с этим	4	2
222	в жизни	1	2
223	говорить в	3	2
224	но мы	2	2
225	и при	1	2
226	в своей	3	2
227	ли он	2	2
228	в отношении	2	2
229	мы говорили	2	2
230	в которых	3	2
231	но эта	2	2
232	в мире	1	2
233	которые в	1	2
234	не должно	1	2
235	своих высказываний	1	2
236	ее с	1	2
237	своего героя	1	2
238	в основе	4	2
239	что иное	1	2
240	это слово	1	2
241	этом отношении	5	2
242	за ними	1	2
243	от их	3	2
244	все то	1	2
245	не поймем	1	2
246	здесь не	6	2
247	в пределах	2	2
248	в дальнейшем	1	2
249	и когда	1	2
250	времени и	1	2
251	и вообще	2	2
252	с ним	5	2
253	в значительной	2	2
254	к нему	2	2
255	этих слов	2	2
256	в языке	1	2
257	в середине	1	2
258	трудового процесса	1	2
259	видим что	2	2
260	в том	10	2
261	тот же	1	2
262	одной из	5	2
263	что он	6	2
264	человека с	5	2
265	для всех	3	2
266	в душе	1	2
267	для него	3	2
268	себе в	1	2
269	для них	2	2
270	заметить что	2	2
271	тем что	1	2
272	нужно было	1	2
273	к которому	1	2
274	еще и	3	2
275	связано с	1	2
276	не было	3	2
277	до конца	1	2
278	должна была	1	2
279	в связи	5	2
280	связь с	3	2
281	и потому	1	2
282	из трех	1	2
283	в предыдущей	1	2
284	в первой	4	2
285	сих пор	3	2
286	но это	5	2
287	в так	1	2
288	это выражение	1	2
289	при всем	1	2
290	и ни	3	2
291	несмотря на	2	2
292	связанный с	1	2
293	в частности	1	2
294	к этому	2	2
295	с новыми	1	1
296	но вернемся	2	1
297	ту же	2	1
298	можно говорить	2	1
299	также что	1	1
300	одним из	5	1
301	же как	4	1
302	чтобы не	2	1
303	не остается	1	1
304	него почти	1	1
305	его со	1	1
306	раньше в	1	1
307	и до	2	1
308	бы к	1	1
309	и самое	1	1
310	не имеют	1	1
311	ведь и	3	1
312	большое количество	1	1
313	в их	4	1
314	нечто что	1	1
315	хлеб и	3	1
316	например в	5	1
317	важно для	1	1
318	которую мы	1	1
319	мы сразу	1	1
320	в трудовой	1	1
321	в сущности	4	1
322	это всегда	1	1
323	говорить о	2	1
324	принадлежит к	1	1
325	всего сказанного	2	1
326	ему в	1	1
327	но то	1	1
328	в числе	1	1
329	того же	3	1
330	из ее	1	1
