N	4gram	Tiupa_Disk_2	formyVre
1	в то же время	4	6
2	одного и того же	2	5
3	и в то же	1	4
4	в одно и то	1	3
5	одно и то же	2	3
6	и то же время	1	3
7	с одной стороны и	2	2
8	дело в том что	2	2
9	одних и тех же	1	2
10	ни в чем не	1	2
11	в том числе и	1	2
12	включает в себя и	1	1
13	нем разделились ядро и	1	1
14	в той или иной	1	1
15	образ человека стал многослойным	1	1
16	оболочка внешнее и внутреннее	1	1
17	время становления и роста	1	1
18	в нем разделились ядро	1	1
19	специфически построенный образ человека	1	1
20	образ определенной жизненной формы	1	1
21	предъявляемых к данному положению	1	1
22	здесь как и в	1	1
23	требований предъявляемых к данному	1	1
24	весьма существенную роль в	1	1
25	проходящего свой жизненный путь	1	1
26	идеал и образ умершего	1	1
27	ядро и оболочка внешнее	1	1
28	жизненной формы определенного положения	1	1
29	разносоставным в нем разделились	1	1
30	и оболочка внешнее и	1	1
31	идеальный образ определенной жизненной	1	1
32	многослойным и разносоставным в	1	1
33	человека стал многослойным и	1	1
34	одном и том же	1	1
35	определенной жизненной формы определенного	1	1
36	образ человека проходящего свой	1	1
37	и образ умершего сливаются	1	1
38	совокупность требований предъявляемых к	1	1
39	построенный образ человека проходящего	1	1
40	и разносоставным в нем	1	1
41	стал многослойным и разносоставным	1	1
42	новый специфически построенный образ	1	1
43	в том что в	1	1
44	разделились ядро и оболочка	1	1
45	человека проходящего свой жизненный	1	1
