N	2gram	Tiupa_Hudo_1	Myslijsy
1	потому что	3	49
2	то есть	18	30
3	и в	19	24
4	в душе	8	23
5	может быть	14	23
6	то что	4	20
7	и не	15	19
8	в том	18	18
9	а не	9	18
10	что в	6	16
11	не только	16	15
12	по себе	2	15
13	того же	2	14
14	при этом	13	13
15	в слове	3	13
16	не в	7	13
17	было бы	1	13
18	то же	10	12
19	но не	11	12
20	не может	7	12
21	таким образом	3	11
22	вместе с	1	11
23	если бы	3	11
24	что и	2	11
25	только в	5	11
26	тогда как	13	10
27	как в	2	10
28	звука и	1	10
29	в себе	9	10
30	для него	4	10
31	так что	1	10
32	так как	1	10
33	в нем	5	9
34	вовсе не	2	9
35	общего чувства	1	9
36	но и	10	9
37	как бы	9	9
38	точно так	1	9
39	и на	2	8
40	а только	4	8
41	в этом	11	8
42	более или	5	8
43	том что	8	8
44	или менее	5	8
45	в одно	2	8
46	могут быть	4	8
47	а в	12	8
48	в чем	2	7
49	во всех	3	7
50	мысль о	1	7
51	как и	2	7
52	зрения и	1	7
53	или же	1	7
54	не могут	1	7
55	быть может	1	7
56	прежде всего	4	7
57	тем что	1	7
58	того что	4	7
59	между двумя	2	6
60	и как	3	6
61	и того	2	6
62	одного и	2	6
63	тем не	3	6
64	в то	6	6
65	не имеет	1	6
66	связи с	1	6
67	свою очередь	2	6
68	между тем	4	6
69	в одном	2	6
70	с другой	7	6
71	не было	1	6
72	этого слова	2	6
73	не есть	1	6
74	в свою	3	6
75	по поводу	1	6
76	столь же	1	5
77	что они	1	5
78	бы не	1	5
79	на то	1	5
80	есть не	1	5
81	не менее	3	5
82	по крайней	1	5
83	и наоборот	1	5
84	с ним	2	5
85	так и	11	5
86	о том	2	5
87	с другими	4	5
88	крайней мере	1	5
89	тот же	1	5
90	бы ни	1	5
91	слова в	2	5
92	из них	1	5
93	в них	2	5
94	для того	2	5
95	что не	1	5
96	только для	1	5
97	же в	1	5
98	в которой	2	5
99	к другому	1	4
100	в самом	5	4
101	к общему	1	4
102	еще не	3	4
103	одним словом	1	4
104	но в	7	4
105	уже не	4	4
106	из этих	3	4
107	заключает в	1	4
108	внешнего мира	3	4
109	в котором	1	4
110	место в	4	4
111	они не	1	4
112	тем самым	4	4
113	для меня	2	4
114	подобно тому	1	4
115	одна из	2	4
116	то время	1	4
117	так в	4	4
118	никогда не	2	4
119	к языку	1	4
120	и что	3	4
121	что он	3	4
122	с одной	2	4
123	души и	1	4
124	если не	1	4
125	тому как	1	4
126	чувства и	1	4
127	от него	1	4
128	в таком	1	4
129	говоря о	3	3
130	например в	3	3
131	человека и	1	3
132	и то	4	3
133	на деле	3	3
134	той же	1	3
135	но она	2	3
136	что его	1	3
137	если в	1	3
138	со стороны	2	3
139	хотя и	3	3
140	что это	1	3
141	в целом	3	3
142	во многих	1	3
143	с чем	1	3
144	что она	2	3
145	при виде	1	3
146	не как	2	3
147	отношений между	1	3
148	могла бы	2	3
149	и может	1	3
150	его в	2	3
151	это не	2	3
152	и тем	2	3
153	рядом с	1	3
154	далеко не	2	3
155	в этих	3	3
156	себе в	1	3
157	другим и	2	3
158	но во	2	3
159	ни было	1	3
160	быть не	1	3
161	бы быть	1	3
162	и притом	3	3
163	в каком	2	3
164	оно не	1	3
165	если мы	2	3
166	те же	1	3
167	не с	2	3
168	мог бы	3	3
169	но мы	1	3
170	вслед за	1	3
171	одно из	2	3
172	входят в	1	3
173	что для	1	3
174	одной стороны	2	3
175	в самой	2	3
176	мы говорим	1	3
177	слова и	2	3
178	и для	2	3
179	и от	1	3
180	с ними	1	3
181	все что	1	3
182	таком случае	1	2
183	и есть	1	2
184	нас на	1	2
185	отношения к	2	2
186	не во	1	2
187	мы легко	2	2
188	с его	6	2
189	тем как	1	2
190	не все	2	2
191	с которыми	1	2
192	по отношению	9	2
193	за пределы	2	2
194	сама по	2	2
195	если на	1	2
196	звук в	1	2
197	могли бы	1	2
198	в действительности	1	2
199	при чтении	2	2
200	отношения между	1	2
201	все эти	2	2
202	в нашем	2	2
203	но на	1	2
204	время и	1	2
205	состоит в	16	2
206	и по	2	2
207	на этом	1	2
208	одно и	3	2
209	ни был	2	2
210	в каждом	1	2
211	в другом	3	2
212	например с	1	2
213	в жизни	2	2
214	должно быть	1	2
215	что такое	1	2
216	не столько	3	2
217	как совокупность	1	2
218	от себя	3	2
219	мы находим	1	2
220	но он	3	2
221	их в	3	2
