N	3gram	Bakhtin_Pr_1	Narrotol
1	в том что	3	8
2	в данном случае	4	6
3	не только в	2	6
4	по отношению к	19	5
5	в отличие от	5	5
6	с одной стороны	3	5
7	тем не менее	3	4
8	к себе самому	1	3
9	в этом отношении	2	3
10	той или иной	2	3
11	того или иного	2	3
12	то же время	3	3
13	в конечном счете	4	3
14	можно сказать что	2	3
15	в то же	3	3
16	к тому что	1	3
17	хотя и не	1	2
18	с точки зрения	6	2
19	мы имеем дело	2	2
20	на самом деле	3	2
21	подобно тому как	1	2
22	именно то что	1	2
23	но и в	2	2
24	и т п	13	2
25	и не может	2	2
26	имеем дело с	1	2
27	в том как	1	2
28	в равной степени	1	2
29	а в том	1	2
30	и тем самым	2	2
31	не может быть	11	2
32	все то что	3	2
33	а между тем	1	1
34	что иное как	1	1
35	одной стороны и	1	1
36	в чем не	2	1
37	или хотя бы	1	1
38	что с ним	1	1
39	в своем роде	1	1
40	прежде всего следует	1	1
41	иметь в виду	1	1
42	да и не	1	1
43	в этом последнем	1	1
44	в самом деле	3	1
45	в этом смысле	3	1
46	то же самое	2	1
47	по сравнению с	1	1
48	только по отношению	4	1
49	и в то	2	1
50	не входит в	4	1
51	в строгом смысле	2	1
52	не может иметь	1	1
53	что все эти	1	1
54	вследствие того что	1	1
55	можно было бы	3	1
56	на этот вопрос	1	1
57	в противном случае	3	1
58	может быть только	3	1
59	на себя самого	1	1
60	до сих пор	1	1
61	позицию по отношению	4	1
62	как говорится в	1	1
63	то время как	1	1
64	или о чем	1	1
65	или иной области	1	1
66	далеко не всегда	3	1
67	нам в нашем	1	1
68	и с точки	1	1
69	а также и	1	1
70	отношению к которому	1	1
71	это было сделано	1	1
72	не в том	1	1
73	в связи с	1	1
74	в нем не	1	1
75	в этом направлении	1	1
76	не для того	1	1
77	и в других	1	1
78	уже не к	1	1
79	должен обратиться к	1	1
80	есть не что	1	1
81	которое может быть	1	1
82	имеет место в	2	1
83	ни в чем	2	1
84	в то время	1	1
85	по аналогии с	1	1
86	так и в	2	1
87	то есть в	1	1
88	не в его	1	1
89	начало и конец	2	1
90	в основе своей	3	1
91	данном случае о	1	1
92	может быть воспринята	1	1
93	в большинстве случаев	5	1
94	она не могла	1	1
95	в том смысле	1	1
96	не что иное	1	1
97	для того чтобы	2	1
98	дано нам в	1	1
99	и в другом	1	1
