N	3gram	Bakhtin_Fr_4	RusskieA
1	в том что	1	18
2	в данном случае	1	6
3	для того чтобы	3	6
4	и в других	2	4
5	о том что	2	4
6	мы видели что	1	4
7	в отличие от	1	3
8	не может быть	1	3
9	подобно тому как	3	3
10	на самом же	2	2
11	самом же деле	2	2
12	в то время	2	2
13	с одной стороны	2	2
14	что здесь в	1	1
15	что каждый из	1	1
16	в виду что	1	1
17	более или менее	3	1
18	что один из	1	1
19	это в свою	1	1
20	в том же	1	1
21	но все это	1	1
22	со смехом и	1	1
23	но и в	3	1
24	как мы увидим	1	1
25	в этом отношении	1	1
26	таким образом в	3	1
27	но это не	1	1
28	может быть и	1	1
29	в это время	1	1
30	и с веселыми	1	1
31	на первый взгляд	1	1
32	смысле этого слова	1	1
33	то время как	1	1
34	в марте г	1	1
35	дело в том	1	1
36	и других игр	1	1
37	с другой стороны	3	1
38	влияние и на	1	1
39	далеко не все	1	1
40	в свою очередь	1	1
41	разрывают на части	1	1
42	к этому времени	1	1
43	с того что	1	1
44	во время которого	2	1
45	можно сказать что	1	1
46	же деле эти	1	1
47	в этой же	3	1
48	как мы уже	5	1
49	новую жизнь и	1	1
50	но и других	1	1
51	мы уже знаем	1	1
52	это и есть	3	1
53	как мы видели	2	1
