N	2gram	Voloshinov_1	Dialekti
1	не есть	1	40
2	и не	14	30
3	или от	1	22
4	и есть	1	19
5	а не	6	18
6	ничего не	8	17
7	может быть	13	17
8	то что	8	16
9	и в	38	15
10	как бы	28	14
11	точки зрения	10	14
12	так как	7	14
13	что это	4	13
14	по себе	1	13
15	того что	4	13
16	это не	3	12
17	в этом	10	11
18	и вот	3	11
19	говорить о	1	11
20	ясно что	2	11
21	в том	2	11
22	прежде всего	21	11
23	не может	12	11
24	и все	4	11
25	том что	3	10
26	в основе	2	10
27	потому что	5	10
28	это и	1	9
29	то же	14	9
30	мы не	9	9
31	было бы	7	9
32	с точки	5	9
33	в виду	3	9
34	и что	1	9
35	уже не	4	9
36	и пр	4	9
37	все это	4	9
38	что иное	2	8
39	в чем	1	8
40	не в	6	8
41	в себе	9	8
42	не только	27	8
43	ни в	1	8
44	и это	7	8
45	и о	1	8
46	иное как	2	8
47	не что	4	8
48	не просто	2	7
49	что именно	3	7
50	как и	10	7
51	теперь мы	1	7
52	по крайней	1	7
53	и вообще	2	7
54	и его	7	7
55	что оно	3	7
56	только в	6	7
57	крайней мере	1	7
58	что мы	11	7
59	или в	2	7
60	что он	2	7
61	что в	1	7
62	перед нами	3	6
63	хотя и	3	6
64	и тем	6	6
65	если бы	4	6
66	в то	9	6
67	же время	7	6
68	что и	3	6
69	так что	1	6
70	вовсе не	2	6
71	и даже	3	6
72	нет ничего	2	6
73	в результате	1	6
74	тем более	1	6
75	сказать что	3	6
76	ни на	3	6
77	той же	5	5
78	мы имеем	2	5
79	в сущности	1	5
80	и на	6	5
81	быть в	1	5
82	с его	7	5
83	только тогда	2	5
84	в своем	1	5
85	то в	1	5
86	на то	1	5
87	в нем	4	5
88	есть не	2	5
89	в жизни	2	5
90	что такое	4	5
91	что я	1	5
92	в ней	8	5
93	но что	3	5
94	того чтобы	7	5
95	тогда когда	1	5
96	как таковой	3	5
97	я не	1	5
98	в каком	2	5
99	таким образом	7	5
100	как только	4	5
101	о том	4	5
102	в себя	1	5
103	так и	6	5
104	другими словами	7	5
105	можно сказать	4	5
106	именно в	1	5
107	если мы	4	5
108	для того	9	5
109	как же	1	5
110	в меру	1	5
111	и для	3	5
112	но если	1	5
113	также и	2	4
114	хотя бы	18	4
115	в этой	6	4
116	в течение	1	4
117	и как	9	4
118	с их	1	4
119	бы только	1	4
120	не как	1	4
121	в силу	1	4
122	и с	5	4
123	с тем	8	4
124	и уже	3	4
125	она не	1	4
126	видим что	2	4
127	той или	3	4
128	еще не	3	4
129	только так	1	4
130	в его	6	4
131	оказывается что	1	4
132	мы должны	10	4
133	мы видим	3	4
134	с ними	1	4
135	есть в	1	4
136	в одном	3	4
137	не о	1	4
138	само по	1	4
139	как раз	1	4
140	отнюдь не	10	4
141	и отношение	1	4
142	так же	4	4
143	в особенности	1	4
144	тому как	1	4
145	но это	2	4
146	один из	4	4
147	тех или	4	4
148	бы в	5	4
149	или не	1	4
150	жизни и	3	4
151	но и	13	4
152	должны быть	1	4
153	отношения к	3	3
154	и то	3	3
155	только потому	2	3
156	мы имели	2	3
157	чего не	1	3
158	так чтобы	1	3
159	то мы	3	3
160	со стороны	1	3
161	в истории	1	3
162	как в	2	3
163	с этим	2	3
164	своей и	1	3
165	и нет	2	3
166	когда он	1	3
167	и наконец	5	3
168	как таковое	2	3
169	но в	5	3
170	от этого	1	3
171	та же	3	3
172	бы и	2	3
173	все эти	2	3
174	и если	1	3
175	одной и	2	3
176	на этом	1	3
177	об этом	3	3
178	мы уже	10	3
179	не всегда	2	3
180	в своей	2	3
181	в их	1	3
182	и той	5	3
183	нет никакого	1	3
184	мы можем	7	3
185	та или	1	3
186	говоря уже	1	3
187	в собственном	1	3
188	то или	4	3
189	сознания и	1	3
190	в словах	3	3
